illum,cv,rho,seed,image,arm,readout,PSNR,SSIM
GAM4,0.02,0.99,1,dog,L32,whiten,4.03718,0.0225184
GAM4,0.02,0.99,1,horse,L32,whiten,8.3243,0.18061
GAM4,0.02,0.99,1,airplane,L32,whiten,8.84444,0.119183
GAM4,0.02,0.99,1,car,L32,whiten,12.7302,0.294749
GAM4,0.02,0.99,1,ship,L32,whiten,5.80274,0.0665071
GAM4,0.02,0.99,1,truck,L32,whiten,14.1421,0.459724
GAM4,0.02,0.99,1,cat,L32,ratio,10.3248,0.215006
GAM4,0.02,0.99,1,deer,L32,ratio,12.9166,0.234974
GAM4,0.02,0.99,1,dog,L32,ratio,3.98221,0.0221738
GAM4,0.02,0.99,1,horse,L32,ratio,8.25253,0.177946
GAM4,0.02,0.99,1,airplane,L32,ratio,8.78371,0.117339
GAM4,0.02,0.99,1,car,L32,ratio,12.6483,0.29131
GAM4,0.02,0.99,1,ship,L32,ratio,5.73859,0.0654891
GAM4,0.02,0.99,1,truck,L32,ratio,14.0635,0.455076
GAM4,0.02,0.99,1,cat,L64,plain,9.93972,0.196512
GAM4,0.02,0.99,1,deer,L64,plain,12.5568,0.219548
GAM4,0.02,0.99,1,dog,L64,plain,3.53409,0.0184528
GAM4,0.02,0.99,1,horse,L64,plain,7.90361,0.163556
GAM4,0.02,0.99,1,airplane,L64,plain,8.34562,0.110902
GAM4,0.02,0.99,1,car,L64,plain,12.4025,0.281195
GAM4,0.02,0.99,1,ship,L64,plain,5.3208,0.0613165
GAM4,0.02,0.99,1,truck,L64,plain,13.6837,0.435096
GAM4,0.02,0.99,1,cat,L64,whiten,9.96375,0.197659
GAM4,0.02,0.99,1,deer,L64,whiten,12.5911,0.220933
GAM4,0.02,0.99,1,dog,L64,whiten,3.55878,0.0185154
GAM4,0.02,0.99,1,horse,L64,whiten,7.92987,0.164567
GAM4,0.02,0.99,1,airplane,L64,whiten,8.37158,0.11162
GAM4,0.02,0.99,1,car,L64,whiten,12.4385,0.282653
GAM4,0.02,0.99,1,ship,L64,whiten,5.34666,0.06171
GAM4,0.02,0.99,1,truck,L64,whiten,13.721,0.437364
GAM4,0.02,0.99,1,cat,L64,ratio,9.93582,0.196352
GAM4,0.02,0.99,1,deer,L64,ratio,12.5532,0.219608
GAM4,0.02,0.99,1,dog,L64,ratio,3.53651,0.0184159
GAM4,0.02,0.99,1,horse,L64,ratio,7.89865,0.163539
GAM4,0.02,0.99,1,airplane,L64,ratio,8.34625,0.110767
GAM4,0.02,0.99,1,car,L64,ratio,12.4014,0.281069
GAM4,0.02,0.99,1,ship,L64,ratio,5.32254,0.061267
GAM4,0.02,0.99,1,truck,L64,ratio,13.6877,0.435451
GAM4,0.02,0.99,1,cat,RAW,plain,13.943,0.100567
GAM4,0.02,0.99,1,deer,RAW,plain,11.3694,0.128058
GAM4,0.02,0.99,1,dog,RAW,plain,18.1258,0.467942
GAM4,0.02,0.99,1,horse,RAW,plain,12.5413,0.150961
GAM4,0.02,0.99,1,airplane,RAW,plain,15.0164,0.327879
GAM4,0.02,0.99,1,car,RAW,plain,10.6825,0.0772418
GAM4,0.02,0.99,1,ship,RAW,plain,12.5327,0.403313
GAM4,0.02,0.99,1,truck,RAW,plain,12.5339,0.0533951
GAM4,0.02,0.99,1,cat,RAW,whiten,13.943,0.100568
GAM4,0.02,0.99,1,deer,RAW,whiten,11.3694,0.128054
GAM4,0.02,0.99,1,dog,RAW,whiten,18.1258,0.467913
GAM4,0.02,0.99,1,horse,RAW,whiten,12.5413,0.150964
GAM4,0.02,0.99,1,airplane,RAW,whiten,15.0164,0.327884
GAM4,0.02,0.99,1,car,RAW,whiten,10.6825,0.0772356
GAM4,0.02,0.99,1,ship,RAW,whiten,12.5327,0.403313
GAM4,0.02,0.99,1,truck,RAW,whiten,12.5339,0.0533897
GAM4,0.02,0.99,1,cat,GLOBAL,plain,7.8183,0.111647
GAM4,0.02,0.99,1,deer,GLOBAL,plain,10.4485,0.145495
GAM4,0.02,0.99,1,dog,GLOBAL,plain,1.85529,0.00826061
GAM4,0.02,0.99,1,horse,GLOBAL,plain,5.76247,0.0898806
GAM4,0.02,0.99,1,airplane,GLOBAL,plain,6.3815,0.0561421
GAM4,0.02,0.99,1,car,GLOBAL,plain,10.1991,0.186457
GAM4,0.02,0.99,1,ship,GLOBAL,plain,3.39203,0.0366603
GAM4,0.02,0.99,1,truck,GLOBAL,plain,11.9365,0.325777
GAM4,0.02,0.99,1,cat,GLOBAL,whiten,7.81837,0.11165
GAM4,0.02,0.99,1,deer,GLOBAL,whiten,10.4486,0.145499
GAM4,0.02,0.99,1,dog,GLOBAL,whiten,1.85537,0.00826046
GAM4,0.02,0.99,1,horse,GLOBAL,whiten,5.76256,0.089883
GAM4,0.02,0.99,1,airplane,GLOBAL,whiten,6.38158,0.0561439
GAM4,0.02,0.99,1,car,GLOBAL,whiten,10.1992,0.186462
GAM4,0.02,0.99,1,ship,GLOBAL,whiten,3.39213,0.036661
GAM4,0.02,0.99,1,truck,GLOBAL,whiten,11.9366,0.325786
GAM4,0.02,0.9,1,cat,L2,plain,8.54611,0.129699
GAM4,0.02,0.9,1,deer,L2,plain,11.1824,0.16492
GAM4,0.02,0.9,1,dog,L2,plain,2.37446,0.0136806
GAM4,0.02,0.9,1,horse,L2,plain,6.71775,0.126049
GAM4,0.02,0.9,1,airplane,L2,plain,7.07156,0.0619059
GAM4,0.02,0.9,1,car,L2,plain,10.5059,0.199645
GAM4,0.02,0.9,1,ship,L2,plain,4.10324,0.0397739
GAM4,0.02,0.9,1,truck,L2,plain,12.3013,0.336787
GAM4,0.02,0.9,1,cat,L2,whiten,9.03444,0.151982
GAM4,0.02,0.9,1,deer,L2,whiten,11.8817,0.19758
GAM4,0.02,0.9,1,dog,L2,whiten,2.65466,0.0148394
GAM4,0.02,0.9,1,horse,L2,whiten,7.10433,0.140298
GAM4,0.02,0.9,1,airplane,L2,whiten,7.50959,0.0703288
GAM4,0.02,0.9,1,car,L2,whiten,11.3154,0.233653
GAM4,0.02,0.9,1,ship,L2,whiten,4.49095,0.0439752
GAM4,0.02,0.9,1,truck,L2,whiten,13.0512,0.381759
GAM4,0.02,0.9,1,cat,L2,ratio,8.54708,0.12962
GAM4,0.02,0.9,1,deer,L2,ratio,11.1764,0.164595
GAM4,0.02,0.9,1,dog,L2,ratio,2.37421,0.0136684
GAM4,0.02,0.9,1,horse,L2,ratio,6.71714,0.125997
GAM4,0.02,0.9,1,airplane,L2,ratio,7.07357,0.0619328
GAM4,0.02,0.9,1,car,L2,ratio,10.514,0.200037
GAM4,0.02,0.9,1,ship,L2,ratio,4.10388,0.0397635
GAM4,0.02,0.9,1,truck,L2,ratio,12.3011,0.336975
GAM4,0.02,0.9,1,cat,L4,plain,9.3065,0.169092
GAM4,0.02,0.9,1,deer,L4,plain,11.9955,0.197506
GAM4,0.02,0.9,1,dog,L4,plain,3.06975,0.0196766
GAM4,0.02,0.9,1,horse,L4,plain,7.59433,0.164616
GAM4,0.02,0.9,1,airplane,L4,plain,7.99087,0.0846885
GAM4,0.02,0.9,1,car,L4,plain,11.4429,0.24773
GAM4,0.02,0.9,1,ship,L4,plain,4.81646,0.0499174
GAM4,0.02,0.9,1,truck,L4,plain,13.2557,0.397142
GAM4,0.02,0.9,1,cat,L4,whiten,9.62482,0.184107
GAM4,0.02,0.9,1,deer,L4,whiten,12.4272,0.215234
GAM4,0.02,0.9,1,dog,L4,whiten,3.3149,0.021115
GAM4,0.02,0.9,1,horse,L4,whiten,7.89619,0.176648
GAM4,0.02,0.9,1,airplane,L4,whiten,8.30956,0.0914149
GAM4,0.02,0.9,1,car,L4,whiten,11.9374,0.268031
GAM4,0.02,0.9,1,ship,L4,whiten,5.13435,0.0543476
GAM4,0.02,0.9,1,truck,L4,whiten,13.7429,0.427796
GAM4,0.02,0.9,1,cat,L4,ratio,9.30526,0.169155
GAM4,0.02,0.9,1,deer,L4,ratio,11.9886,0.197137
GAM4,0.02,0.9,1,dog,L4,ratio,3.06875,0.0197209
GAM4,0.02,0.9,1,horse,L4,ratio,7.59407,0.164535
GAM4,0.02,0.9,1,airplane,L4,ratio,7.99296,0.0848813
GAM4,0.02,0.9,1,car,L4,ratio,11.4503,0.247951
GAM4,0.02,0.9,1,ship,L4,ratio,4.81508,0.0500251
GAM4,0.02,0.9,1,truck,L4,ratio,13.2579,0.397377
GAM4,0.02,0.9,1,cat,L8,plain,9.34492,0.168731
GAM4,0.02,0.9,1,deer,L8,plain,12.0728,0.203513
GAM4,0.02,0.9,1,dog,L8,plain,3.15558,0.0231633
GAM4,0.02,0.9,1,horse,L8,plain,7.50341,0.155091
GAM4,0.02,0.9,1,airplane,L8,plain,7.86452,0.0843154
GAM4,0.02,0.9,1,car,L8,plain,11.6214,0.252966
GAM4,0.02,0.9,1,ship,L8,plain,4.79651,0.052711
GAM4,0.02,0.9,1,truck,L8,plain,13.1905,0.392655
GAM4,0.02,0.9,1,cat,L8,whiten,9.47879,0.175359
GAM4,0.02,0.9,1,deer,L8,whiten,12.2894,0.212472
GAM4,0.02,0.9,1,dog,L8,whiten,3.27711,0.0236422
GAM4,0.02,0.9,1,horse,L8,whiten,7.63965,0.160038
GAM4,0.02,0.9,1,airplane,L8,whiten,8.00567,0.0874277
GAM4,0.02,0.9,1,car,L8,whiten,11.8576,0.26302
GAM4,0.02,0.9,1,ship,L8,whiten,4.94844,0.0550147
GAM4,0.02,0.9,1,truck,L8,whiten,13.4221,0.406687
GAM4,0.02,0.9,1,cat,L8,ratio,9.34419,0.168864
GAM4,0.02,0.9,1,deer,L8,ratio,12.0702,0.203177
GAM4,0.02,0.9,1,dog,L8,ratio,3.15007,0.0231652
GAM4,0.02,0.9,1,horse,L8,ratio,7.50242,0.154942
GAM4,0.02,0.9,1,airplane,L8,ratio,7.86621,0.0844533
GAM4,0.02,0.9,1,car,L8,ratio,11.6257,0.253115
GAM4,0.02,0.9,1,ship,L8,ratio,4.79896,0.0527983
GAM4,0.02,0.9,1,truck,L8,ratio,13.1906,0.392458
GAM4,0.02,0.9,1,cat,L16,plain,9.07678,0.157408
GAM4,0.02,0.9,1,deer,L16,plain,11.7536,0.190469
GAM4,0.02,0.9,1,dog,L16,plain,2.76211,0.0215076
GAM4,0.02,0.9,1,horse,L16,plain,7.09962,0.140753
GAM4,0.02,0.9,1,airplane,L16,plain,7.45697,0.0831187
GAM4,0.02,0.9,1,car,L16,plain,11.2407,0.232288
GAM4,0.02,0.9,1,ship,L16,plain,4.43783,0.0461916
GAM4,0.02,0.9,1,truck,L16,plain,12.881,0.376006
GAM4,0.02,0.9,1,cat,L16,whiten,9.13801,0.160011
GAM4,0.02,0.9,1,deer,L16,whiten,11.8458,0.194124
GAM4,0.02,0.9,1,dog,L16,whiten,2.81871,0.0216499
GAM4,0.02,0.9,1,horse,L16,whiten,7.16138,0.143077
GAM4,0.02,0.9,1,airplane,L16,whiten,7.51206,0.0840544
GAM4,0.02,0.9,1,car,L16,whiten,11.3329,0.236164
GAM4,0.02,0.9,1,ship,L16,whiten,4.49548,0.0470673
GAM4,0.02,0.9,1,truck,L16,whiten,12.9802,0.382128
GAM4,0.02,0.9,1,cat,L16,ratio,9.07446,0.157378
GAM4,0.02,0.9,1,deer,L16,ratio,11.7551,0.190194
GAM4,0.02,0.9,1,dog,L16,ratio,2.76128,0.0215223
GAM4,0.02,0.9,1,horse,L16,ratio,7.09938,0.140652
GAM4,0.02,0.9,1,airplane,L16,ratio,7.45695,0.0831783
GAM4,0.02,0.9,1,car,L16,ratio,11.2448,0.232555
GAM4,0.02,0.9,1,ship,L16,ratio,4.43857,0.0462622
GAM4,0.02,0.9,1,truck,L16,ratio,12.8814,0.376098
GAM4,0.02,0.9,1,cat,L32,plain,8.50506,0.134452
GAM4,0.02,0.9,1,deer,L32,plain,11.4444,0.175873
GAM4,0.02,0.9,1,dog,L32,plain,2.47229,0.0202715
GAM4,0.02,0.9,1,horse,L32,plain,6.67845,0.124008
GAM4,0.02,0.9,1,airplane,L32,plain,6.97929,0.0684815
GAM4,0.02,0.9,1,car,L32,plain,10.8408,0.216038
GAM4,0.02,0.9,1,ship,L32,plain,4.06892,0.0406909
GAM4,0.02,0.9,1,truck,L32,plain,12.5,0.349263
GAM4,0.02,0.9,1,cat,L32,whiten,8.52908,0.13543
GAM4,0.02,0.9,1,deer,L32,whiten,11.4828,0.177199
GAM4,0.02,0.9,1,dog,L32,whiten,2.49581,0.0203143
GAM4,0.02,0.9,1,horse,L32,whiten,6.70367,0.125033
GAM4,0.02,0.9,1,airplane,L32,whiten,6.99807,0.0687903
GAM4,0.02,0.9,1,car,L32,whiten,10.8773,0.217408
GAM4,0.02,0.9,1,ship,L32,whiten,4.08893,0.0409206
GAM4,0.02,0.9,1,truck,L32,whiten,12.5388,0.351638
GAM4,0.02,0.9,1,cat,L32,ratio,8.50251,0.13438
GAM4,0.02,0.9,1,deer,L32,ratio,11.4462,0.175654
GAM4,0.02,0.9,1,dog,L32,ratio,2.46811,0.0202774
GAM4,0.02,0.9,1,horse,L32,ratio,6.67829,0.123895
GAM4,0.02,0.9,1,airplane,L32,ratio,6.97657,0.0685002
GAM4,0.02,0.9,1,car,L32,ratio,10.8408,0.216143
GAM4,0.02,0.9,1,ship,L32,ratio,4.07022,0.040675
GAM4,0.02,0.9,1,truck,L32,ratio,12.5008,0.349349
GAM4,0.02,0.9,1,cat,L64,plain,8.15217,0.121429
GAM4,0.02,0.9,1,deer,L64,plain,11.1573,0.163655
GAM4,0.02,0.9,1,dog,L64,plain,2.1923,0.0187676
GAM4,0.02,0.9,1,horse,L64,plain,6.34419,0.11417
GAM4,0.02,0.9,1,airplane,L64,plain,6.63602,0.0606888
GAM4,0.02,0.9,1,car,L64,plain,10.5549,0.203784
GAM4,0.02,0.9,1,ship,L64,plain,3.75927,0.0366985
GAM4,0.02,0.9,1,truck,L64,plain,12.1476,0.322691
GAM4,0.02,0.9,1,cat,L64,whiten,8.16116,0.121849
GAM4,0.02,0.9,1,deer,L64,whiten,11.1744,0.16419
GAM4,0.02,0.9,1,dog,L64,whiten,2.20203,0.0187544
GAM4,0.02,0.9,1,horse,L64,whiten,6.35506,0.11462
GAM4,0.02,0.9,1,airplane,L64,whiten,6.64363,0.0606786
GAM4,0.02,0.9,1,car,L64,whiten,10.5703,0.204331
GAM4,0.02,0.9,1,ship,L64,whiten,3.7672,0.036766
GAM4,0.02,0.9,1,truck,L64,whiten,12.1632,0.323725
GAM4,0.02,0.9,1,cat,L64,ratio,8.15157,0.121425
GAM4,0.02,0.9,1,deer,L64,ratio,11.1592,0.163603
GAM4,0.02,0.9,1,dog,L64,ratio,2.19059,0.0187573
GAM4,0.02,0.9,1,horse,L64,ratio,6.34581,0.114084
GAM4,0.02,0.9,1,airplane,L64,ratio,6.63474,0.0606901
GAM4,0.02,0.9,1,car,L64,ratio,10.5554,0.203822
GAM4,0.02,0.9,1,ship,L64,ratio,3.75802,0.0366305
GAM4,0.02,0.9,1,truck,L64,ratio,12.1476,0.322602
GAM4,0.02,0.9,1,cat,RAW,plain,13.943,0.100572
GAM4,0.02,0.9,1,deer,RAW,plain,11.3694,0.128053
GAM4,0.02,0.9,1,dog,RAW,plain,18.1261,0.468024
GAM4,0.02,0.9,1,horse,RAW,plain,12.5413,0.150977
GAM4,0.02,0.9,1,airplane,RAW,plain,15.0164,0.327869
GAM4,0.02,0.9,1,car,RAW,plain,10.6825,0.0772452
GAM4,0.02,0.9,1,ship,RAW,plain,12.5327,0.403291
GAM4,0.02,0.9,1,truck,RAW,plain,12.5339,0.0533852
GAM4,0.02,0.9,1,cat,RAW,whiten,13.943,0.100572
GAM4,0.02,0.9,1,deer,RAW,whiten,11.3694,0.12805
GAM4,0.02,0.9,1,dog,RAW,whiten,18.1261,0.467995
GAM4,0.02,0.9,1,horse,RAW,whiten,12.5413,0.150979
GAM4,0.02,0.9,1,airplane,RAW,whiten,15.0164,0.327874
GAM4,0.02,0.9,1,car,RAW,whiten,10.6825,0.077239
GAM4,0.02,0.9,1,ship,RAW,whiten,12.5327,0.403291
GAM4,0.02,0.9,1,truck,RAW,whiten,12.5339,0.0533797
GAM4,0.02,0.9,1,cat,GLOBAL,plain,7.84551,0.110667
GAM4,0.02,0.9,1,deer,GLOBAL,plain,10.7392,0.152167
GAM4,0.02,0.9,1,dog,GLOBAL,plain,1.94195,0.0167157
GAM4,0.02,0.9,1,horse,GLOBAL,plain,5.95066,0.0994939
GAM4,0.02,0.9,1,airplane,GLOBAL,plain,6.31912,0.0529718
GAM4,0.02,0.9,1,car,GLOBAL,plain,10.1328,0.187833
GAM4,0.02,0.9,1,ship,GLOBAL,plain,3.49575,0.0322289
GAM4,0.02,0.9,1,truck,GLOBAL,plain,11.714,0.290109
GAM4,0.02,0.9,1,cat,GLOBAL,whiten,7.84558,0.11067
GAM4,0.02,0.9,1,deer,GLOBAL,whiten,10.7394,0.152171
GAM4,0.02,0.9,1,dog,GLOBAL,whiten,1.94204,0.0167157
GAM4,0.02,0.9,1,horse,GLOBAL,whiten,5.95075,0.0994966
GAM4,0.02,0.9,1,airplane,GLOBAL,whiten,6.31918,0.0529722
GAM4,0.02,0.9,1,car,GLOBAL,whiten,10.1329,0.187838
GAM4,0.02,0.9,1,ship,GLOBAL,whiten,3.49581,0.0322294
GAM4,0.02,0.9,1,truck,GLOBAL,whiten,11.7141,0.290118
GAM4,0.05,0.99,1,cat,L2,plain,8.6834,0.142715
GAM4,0.05,0.99,1,deer,L2,plain,11.3643,0.185492
GAM4,0.05,0.99,1,dog,L2,plain,2.41314,0.018647
GAM4,0.05,0.99,1,horse,L2,plain,6.87031,0.138042
GAM4,0.05,0.99,1,airplane,L2,plain,7.29943,0.0737332
GAM4,0.05,0.99,1,car,L2,plain,10.8757,0.219131
GAM4,0.05,0.99,1,ship,L2,plain,4.21816,0.044065
GAM4,0.05,0.99,1,truck,L2,plain,12.4119,0.332296
GAM4,0.05,0.99,1,cat,L2,whiten,9.23023,0.168304
GAM4,0.05,0.99,1,deer,L2,whiten,12.1543,0.217606
GAM4,0.05,0.99,1,dog,L2,whiten,2.86554,0.0223666
GAM4,0.05,0.99,1,horse,L2,whiten,7.41658,0.15837
GAM4,0.05,0.99,1,airplane,L2,whiten,7.6489,0.0840405
GAM4,0.05,0.99,1,car,L2,whiten,11.7278,0.253405
GAM4,0.05,0.99,1,ship,L2,whiten,4.71292,0.0500061
GAM4,0.05,0.99,1,truck,L2,whiten,13.1974,0.376341
GAM4,0.05,0.99,1,cat,L2,ratio,8.6806,0.142415
GAM4,0.05,0.99,1,deer,L2,ratio,11.3626,0.184752
GAM4,0.05,0.99,1,dog,L2,ratio,2.42068,0.0187602
GAM4,0.05,0.99,1,horse,L2,ratio,6.86417,0.138145
GAM4,0.05,0.99,1,airplane,L2,ratio,7.28145,0.0734556
GAM4,0.05,0.99,1,car,L2,ratio,10.8671,0.218302
GAM4,0.05,0.99,1,ship,L2,ratio,4.23165,0.0443185
GAM4,0.05,0.99,1,truck,L2,ratio,12.4195,0.332584
GAM4,0.05,0.99,1,cat,L4,plain,9.64778,0.183901
GAM4,0.05,0.99,1,deer,L4,plain,12.2666,0.223312
GAM4,0.05,0.99,1,dog,L4,plain,3.35489,0.0222857
GAM4,0.05,0.99,1,horse,L4,plain,7.76847,0.170258
GAM4,0.05,0.99,1,airplane,L4,plain,8.03294,0.0917466
GAM4,0.05,0.99,1,car,L4,plain,11.7034,0.257407
GAM4,0.05,0.99,1,ship,L4,plain,5.05507,0.0536086
GAM4,0.05,0.99,1,truck,L4,plain,13.3759,0.390597
GAM4,0.05,0.99,1,cat,L4,whiten,10.0875,0.204546
GAM4,0.05,0.99,1,deer,L4,whiten,12.7535,0.245355
GAM4,0.05,0.99,1,dog,L4,whiten,3.67235,0.0251146
GAM4,0.05,0.99,1,horse,L4,whiten,8.09197,0.184786
GAM4,0.05,0.99,1,airplane,L4,whiten,8.35973,0.100291
GAM4,0.05,0.99,1,car,L4,whiten,12.2603,0.280109
GAM4,0.05,0.99,1,ship,L4,whiten,5.39325,0.0587624
GAM4,0.05,0.99,1,truck,L4,whiten,13.9334,0.42277
GAM4,0.05,0.99,1,cat,L4,ratio,9.64916,0.184167
GAM4,0.05,0.99,1,deer,L4,ratio,12.2652,0.223052
GAM4,0.05,0.99,1,dog,L4,ratio,3.36067,0.0223814
GAM4,0.05,0.99,1,horse,L4,ratio,7.76781,0.170415
GAM4,0.05,0.99,1,airplane,L4,ratio,8.0318,0.091944
GAM4,0.05,0.99,1,car,L4,ratio,11.7005,0.256498
GAM4,0.05,0.99,1,ship,L4,ratio,5.06659,0.054223
GAM4,0.05,0.99,1,truck,L4,ratio,13.3917,0.391567
GAM4,0.05,0.99,1,cat,L8,plain,9.66143,0.184702
GAM4,0.05,0.99,1,deer,L8,plain,12.4148,0.224511
GAM4,0.05,0.99,1,dog,L8,plain,3.45339,0.0217608
GAM4,0.05,0.99,1,horse,L8,plain,7.88085,0.165927
GAM4,0.05,0.99,1,airplane,L8,plain,8.10682,0.0962731
GAM4,0.05,0.99,1,car,L8,plain,11.8509,0.257472
GAM4,0.05,0.99,1,ship,L8,plain,5.28676,0.0586846
GAM4,0.05,0.99,1,truck,L8,plain,13.515,0.398787
GAM4,0.05,0.99,1,cat,L8,whiten,9.85249,0.193507
GAM4,0.05,0.99,1,deer,L8,whiten,12.6613,0.235163
GAM4,0.05,0.99,1,dog,L8,whiten,3.58634,0.0228166
GAM4,0.05,0.99,1,horse,L8,whiten,8.05231,0.172582
GAM4,0.05,0.99,1,airplane,L8,whiten,8.27425,0.100299
GAM4,0.05,0.99,1,car,L8,whiten,12.1192,0.268934
GAM4,0.05,0.99,1,ship,L8,whiten,5.47115,0.0611397
GAM4,0.05,0.99,1,truck,L8,whiten,13.7872,0.41471
GAM4,0.05,0.99,1,cat,L8,ratio,9.66077,0.185065
GAM4,0.05,0.99,1,deer,L8,ratio,12.418,0.224911
GAM4,0.05,0.99,1,dog,L8,ratio,3.46641,0.0217846
GAM4,0.05,0.99,1,horse,L8,ratio,7.87848,0.166079
GAM4,0.05,0.99,1,airplane,L8,ratio,8.09786,0.0959149
GAM4,0.05,0.99,1,car,L8,ratio,11.855,0.256981
GAM4,0.05,0.99,1,ship,L8,ratio,5.28692,0.0592264
GAM4,0.05,0.99,1,truck,L8,ratio,13.5312,0.399678
GAM4,0.05,0.99,1,cat,L16,plain,9.35187,0.171613
GAM4,0.05,0.99,1,deer,L16,plain,11.9868,0.211757
GAM4,0.05,0.99,1,dog,L16,plain,3.04732,0.0192959
GAM4,0.05,0.99,1,horse,L16,plain,7.27549,0.146519
GAM4,0.05,0.99,1,airplane,L16,plain,7.65935,0.088762
GAM4,0.05,0.99,1,car,L16,plain,11.3612,0.231984
GAM4,0.05,0.99,1,ship,L16,plain,4.86485,0.0535791
GAM4,0.05,0.99,1,truck,L16,plain,13.0814,0.370076
GAM4,0.05,0.99,1,cat,L16,whiten,9.43301,0.175233
GAM4,0.05,0.99,1,deer,L16,whiten,12.0859,0.216207
GAM4,0.05,0.99,1,dog,L16,whiten,3.10326,0.0197786
GAM4,0.05,0.99,1,horse,L16,whiten,7.34721,0.148923
GAM4,0.05,0.99,1,airplane,L16,whiten,7.72087,0.0903163
GAM4,0.05,0.99,1,car,L16,whiten,11.4629,0.236047
GAM4,0.05,0.99,1,ship,L16,whiten,4.93349,0.0545192
GAM4,0.05,0.99,1,truck,L16,whiten,13.1891,0.376359
GAM4,0.05,0.99,1,cat,L16,ratio,9.36351,0.172316
GAM4,0.05,0.99,1,deer,L16,ratio,11.9851,0.212114
GAM4,0.05,0.99,1,dog,L16,ratio,3.05995,0.019288
GAM4,0.05,0.99,1,horse,L16,ratio,7.2761,0.146972
GAM4,0.05,0.99,1,airplane,L16,ratio,7.66325,0.0888817
GAM4,0.05,0.99,1,car,L16,ratio,11.3641,0.231455
GAM4,0.05,0.99,1,ship,L16,ratio,4.8448,0.0539356
GAM4,0.05,0.99,1,truck,L16,ratio,13.0962,0.370901
GAM4,0.05,0.99,1,cat,L32,plain,8.53188,0.141009
GAM4,0.05,0.99,1,deer,L32,plain,11.2622,0.18019
GAM4,0.05,0.99,1,dog,L32,plain,2.39957,0.0152362
GAM4,0.05,0.99,1,horse,L32,plain,6.47805,0.117134
GAM4,0.05,0.99,1,airplane,L32,plain,7.03518,0.0724874
GAM4,0.05,0.99,1,car,L32,plain,10.7314,0.205093
GAM4,0.05,0.99,1,ship,L32,plain,4.11799,0.0410802
GAM4,0.05,0.99,1,truck,L32,plain,12.358,0.327578
GAM4,0.05,0.99,1,cat,L32,whiten,8.55838,0.142122
GAM4,0.05,0.99,1,deer,L32,whiten,11.2993,0.181673
GAM4,0.05,0.99,1,dog,L32,whiten,2.41806,0.0153266
GAM4,0.05,0.99,1,horse,L32,whiten,6.50286,0.118014
GAM4,0.05,0.99,1,airplane,L32,whiten,7.05459,0.0729517
GAM4,0.05,0.99,1,car,L32,whiten,10.7697,0.206622
GAM4,0.05,0.99,1,ship,L32,whiten,4.13723,0.0412909
GAM4,0.05,0.99,1,truck,L32,whiten,12.3951,0.329669
GAM4,0.05,0.99,1,cat,L32,ratio,8.5321,0.141251
GAM4,0.05,0.99,1,deer,L32,ratio,11.2609,0.180094
GAM4,0.05,0.99,1,dog,L32,ratio,2.41244,0.0152487
GAM4,0.05,0.99,1,horse,L32,ratio,6.48231,0.117622
GAM4,0.05,0.99,1,airplane,L32,ratio,7.03624,0.0729155
GAM4,0.05,0.99,1,car,L32,ratio,10.7271,0.204164
GAM4,0.05,0.99,1,ship,L32,ratio,4.12118,0.0415035
GAM4,0.05,0.99,1,truck,L32,ratio,12.3686,0.328513
GAM4,0.05,0.99,1,cat,L64,plain,7.97555,0.113089
GAM4,0.05,0.99,1,deer,L64,plain,10.2763,0.139915
GAM4,0.05,0.99,1,dog,L64,plain,1.60277,0.0123115
GAM4,0.05,0.99,1,horse,L64,plain,5.69203,0.0938393
GAM4,0.05,0.99,1,airplane,L64,plain,6.21327,0.0526034
GAM4,0.05,0.99,1,car,L64,plain,9.74536,0.159847
GAM4,0.05,0.99,1,ship,L64,plain,3.24265,0.0298181
GAM4,0.05,0.99,1,truck,L64,plain,11.3326,0.266968
GAM4,0.05,0.99,1,cat,L64,whiten,7.98292,0.113419
GAM4,0.05,0.99,1,deer,L64,whiten,10.2879,0.140384
GAM4,0.05,0.99,1,dog,L64,whiten,1.60859,0.0123345
GAM4,0.05,0.99,1,horse,L64,whiten,5.69989,0.0940448
GAM4,0.05,0.99,1,airplane,L64,whiten,6.21842,0.0526679
GAM4,0.05,0.99,1,car,L64,whiten,9.75737,0.160271
GAM4,0.05,0.99,1,ship,L64,whiten,3.24822,0.0298785
GAM4,0.05,0.99,1,truck,L64,whiten,11.3436,0.267584
GAM4,0.05,0.99,1,cat,L64,ratio,7.99148,0.113841
GAM4,0.05,0.99,1,deer,L64,ratio,10.2682,0.139353
GAM4,0.05,0.99,1,dog,L64,ratio,1.60732,0.0122525
GAM4,0.05,0.99,1,horse,L64,ratio,5.70279,0.0939073
GAM4,0.05,0.99,1,airplane,L64,ratio,6.22425,0.0528947
GAM4,0.05,0.99,1,car,L64,ratio,9.76024,0.160151
GAM4,0.05,0.99,1,ship,L64,ratio,3.24921,0.0302614
GAM4,0.05,0.99,1,truck,L64,ratio,11.3383,0.267561
GAM4,0.05,0.99,1,cat,RAW,plain,13.9429,0.100571
GAM4,0.05,0.99,1,deer,RAW,plain,11.3694,0.128068
GAM4,0.05,0.99,1,dog,RAW,plain,18.1261,0.467984
GAM4,0.05,0.99,1,horse,RAW,plain,12.5413,0.150959
GAM4,0.05,0.99,1,airplane,RAW,plain,15.0164,0.327894
