# PROVENANCE: results/round63_theory/fisher_ridge.csv (COPIED verbatim)
# I_exact = exact count-Fisher information about log-lambda per unit time (tau units);
# it RISES to a peak at rho_star then DECLINES (dead-time count saturation).
"# I_clt   = CLT proxy rho/(1+rho) (no-dead-time reference, monotone to 1)."
nu,rho,I_exact,I_clt,ratio
200,0.05172002726126204,0.049182447369525255,0.04917661157023309,1.0001186702195581
200,0.06208035064330728,0.058459835834187464,0.05845165161534615,1.0001400168962749
200,0.07451600743610944,0.06935985601233262,0.06934843866487503,1.0001646374118496
200,0.0894427190999916,0.08211534318567412,0.0820995152217657,1.0001927899801317
200,0.10735948254956168,0.09697266445379542,0.09695088563505991,1.000224637646091
200,0.1288652515183958,0.11418438092111169,0.1141546799718246,1.0002601816175598
200,0.15467895945971294,0.13399848800004138,0.13395841172345332,1.0002991695412962
200,0.18566355334451115,0.1566438126907318,0.15659041961844294,1.000340972790155
200,0.22285484180211532,0.18231151032531678,0.1822414518747746,1.0003844265386468
200,0.26749612199056877,0.21113319848348625,0.2110429510194266,1.0004276260525344
200,0.32107974276605594,0.24315708771546196,0.24304342302137208,1.0004676723717798
200,0.38539699359959834,0.27832443142146235,0.2781852388738359,1.000500359214565
200,0.46259798701729665,0.31644952652604635,0.3162851249102847,1.0005197892749722
200,0.5552635364218317,0.35720705500364724,0.35702215310680857,1.0005179003466023
200,0.6664914321560819,0.4001304251916229,0.3999369089427512,1.0004838669413716
200,0.7999999999999999,0.44462369740291413,0.44444444444444436,1.000403319156557
200,0.9602524040400896,0.48998764660107175,0.4898616127499728,1.0002572846040976
200,1.1526058493309639,0.5354578589374676,0.5354467701038707,1.0000207094975935
200,1.3834906721634086,0.5802501285819825,0.5804472777347451,0.9996603495953466
200,1.6606253048899418,0.6236065797750165,0.624148504427847,0.9991317376409846
200,1.9932743015379657,0.6648354561775882,0.6659176877019947,0.9983748268826721
200,2.392558049953952,0.7033385149160588,0.7052371734616085,0.9973077730202021
200,2.8718245240921902,0.7386220495388622,0.7417238323230919,0.9958181432912641
200,3.4470955040510134,0.7702900303249035,0.7751341298856602,0.993750630537361
200,4.137602180900961,0.7980199678724809,0.8053566693588108,0.9908901214015262
200,4.966428051464585,0.8215234366128185,0.8323955319037948,0.9869387870618305
200,5.961280594888754,0.8404937449570064,0.8563482700676882,0.9814858911206434
200,7.155417527999324,0.85454349752413,0.8773821209561885,0.9739695819112788
200,8.588758603964937,0.863135724199233,0.895711213379957,0.9636317055161109
200,10.309220121471665,0.8655153082905239,0.9115765729856651,0.9494707673933768
200,12.374316756777032,0.860654585884404,0.9252298253297103,0.9302062712663909
200,14.853084267560883,0.8472403738071054,0.9369207919971615,0.9042817504360307
200,17.828387344169222,0.8237353719744713,0.9468887068382048,0.8699389548377233
200,21.399689759245497,0.7888073199904165,0.9553565245435038,0.8256680095081057
200,25.68637942128446,0.7382090451554859,0.9625277005841255,0.7669483638834412
200,30.831759487967876,0.6787262964192651,0.9685848342634658,0.700740164835829
200,37.00783896138373,0.6035652560018453,0.973689638050298,0.6198743751760731
200,44.4210829137465,0.4419257357349294,0.9779837921984604,0.45187429409387414
200,53.31931457248657,0.4162946359509743,0.9815903420749994,0.42410221261036707
200,64.0,0.5819302806030312,0.9846153846153846,0.5910229412374536
500,0.01,0.009901087539766385,0.009900990099009905,1.0000098415164045
500,0.01200315505050112,0.0118609278001188,0.011860788171062706,1.000011772325252
500,0.014407573116637049,0.014203143049678414,0.014202943174380719,1.000014072808378
500,0.017293633402042617,0.016999933484584083,0.01699964772630012,1.0000168096591509
500,0.020757816311124264,0.02033609968638534,0.02033569175707134,1.000020059770716
500,0.024915928769224573,0.024310798412627593,0.02431021713082846,1.0000239110081166
500,0.029906975624424414,0.02903934778753276,0.029038521276440576,1.0000284625750848
500,0.035897806551152364,0.03465498291226092,0.034653810756360294,1.0000338247331257
500,0.04308869380063767,0.04131041077260245,0.04130875356690721,1.0000401175429454
500,0.05172002726126204,0.04917894588599981,0.049176611570233085,1.0000474680074976
500,0.06208035064330728,0.058454925197809315,0.058451651615346156,1.0000560049608984
500,0.07451600743610944,0.06935300531020985,0.06934843866487501,1.0000658507303517
500,0.0894427190999916,0.08210584577483311,0.08209951522176573,1.0000771082880366
500,0.10735948254956168,0.096959595938244,0.09695088563505991,1.0000898424302886
500,0.1288652515183958,0.11416655811255619,0.11415467997182462,1.0001040530334324
500,0.15467895945971294,0.13397443828119596,0.13395841172345338,1.0001196383081614
500,0.18566355334451115,0.15661177003279292,0.15659041961844294,1.0001363455976553
500,0.22285484180211532,0.18226946371037886,0.18224145187477458,1.0001537072675624
500,0.26749612199056877,0.21107903071455922,0.21104295101942655,1.0001709590154912
500,0.32107974276605594,0.24308885702366656,0.2430434230213722,1.0001869377979027
500,0.38539699359959834,0.27824086371454054,0.2781852388738359,1.000199956118915
500,0.46259798701729665,0.31635080080440436,0.31628512491028477,1.0002076477486517
500,0.5552635364218317,0.3570959770595956,0.3570221531068086,1.0002067769524792
500,0.6664914321560819,0.4000140955949682,0.39993690894275125,1.0001929970715155
500,0.7999999999999999,0.44451579318414086,0.4444444444444445,1.0001605346643168
500,0.9602524040400896,0.48991146130280366,0.4898616127499728,1.0001017604799671
500,1.1526058493309639,0.5354502975509339,0.5354467701038707,1.0000065878575801
500,1.3834906721634086,0.5803669505194105,0.5804472777347452,0.999861611521983
500,1.6606253048899418,0.6239293429302071,0.624148504427847,0.9996488632175113
500,1.9932743015379657,0.665480854042381,0.6659176877019948,0.9993440125293545
500,2.392558049953952,0.7044711279108982,0.7052371734616086,0.9989137759897846
500,2.8718245240921902,0.7404719572383973,0.7417238323230918,0.9983122086278748
500,3.4470955040510134,0.7731772495122975,0.7751341298856602,0.99747542999603
500,4.137602180900961,0.8023882638985247,0.8053566693588112,0.9963141728711953
500,4.966428051464585,0.8279866095563321,0.8323955319037946,0.9947033325162393
500,5.961280594888754,0.8498977790439832,0.8563482700676884,0.9924674443223954
500,7.155417527999324,0.8680474465696297,0.8773821209561886,0.9893607652086803
500,8.588758603964937,0.8823118042542203,0.8957112133799568,0.9850404807648059
500,10.309220121471665,0.8924623960705736,0.9115765729856649,0.9790317374518664
500,12.374316756777032,0.898105957777678,0.9252298253297105,0.9706841837460581
500,14.853084267560883,0.8986217003262402,0.9369207919971616,0.9591223804636866
500,17.828387344169222,0.8931037994062728,0.9468887068382049,0.9431982797518755
500,21.399689759245497,0.8803276003075596,0.9553565245435038,0.9214650004386633
500,25.68637942128446,0.8587750449748698,0.962527700584126,0.892208135364528
500,30.831759487967876,0.8267480260856341,0.968584834263466,0.8535628443060563
500,37.00783896138373,0.7834980927109354,0.9736896380502977,0.8046692314399081
500,44.4210829137465,0.7320904434298119,0.9779837921984604,0.748571141229353
500,53.31931457248657,0.6651134463565229,0.981590342074999,0.6775876023296331
500,64.0,0.562744379388916,0.9846153846153846,0.5715372603168678
1000,0.01,0.009901038851811325,0.009900990099009905,1.0000049240329436
1000,0.01200315505050112,0.01186085802424056,0.011860788171062706,1.0000058894212462
1000,0.014407573116637049,0.014203043157951203,0.014202943174380719,1.0000070396374368
1000,0.017293633402042617,0.016999790659880387,0.01699964772630012,1.0000084080318938
1000,0.020757816311124264,0.020335895785972738,0.02033569175707134,1.0000100330445523
1000,0.024915928769224573,0.024310507847068057,0.02431021713082846,1.000011958603168
1000,0.029906975624424414,0.029038934619622245,0.029038521276440576,1.0000142343054501
1000,0.035897806551152364,0.034654396934924045,0.034653810756360294,1.0000169152699503
1000,0.04308869380063767,0.04130958228307257,0.04130875356690721,1.0000200615146622
1000,0.05172002726126204,0.04917777885217304,0.049176611570233085,1.0000237365264235
1000,0.06208035064330728,0.05845328853585666,0.058451651615346156,1.0000280046921732
1000,0.07451600743610944,0.06935072211055944,0.06934843866487501,1.000032927139073
1000,0.0894427190999916,0.08210268059391117,0.08209951522176573,1.000038555308602
1000,0.10735948254956168,0.09695524081603528,0.09695088563505991,1.0000449215182188
1000,0.1288652515183958,0.11416061893857853,0.11415467997182462,1.0000520256090717
1000,0.15467895945971294,0.13396642465275968,0.13395841172345338,1.0000598165445769
1000,0.18566355334451115,0.15660109404136213,0.15659041961844294,1.0000681677905021
1000,0.22285484180211532,0.18225545626486855,0.18224145187477458,1.0000768452509015
1000,0.26749612199056877,0.21106098809415066,0.21104295101942655,1.0000854663689878
1000,0.32107974276605594,0.24306613519732226,0.2430434230213722,1.0000934490457207
1000,0.38539699359959834,0.2782130431265481,0.2781852388738359,1.0000999486990207
1000,0.46259798701729665,0.31631794929676593,0.31628512491028477,1.0001037809997877
1000,0.5552635364218317,0.3570590428726293,0.3570221531068086,1.0001033262656103
1000,0.6664914321560819,0.39997546622885716,0.39993690894275125,1.0000964084215378
1000,0.7999999999999999,0.44448006065978196,0.4444444444444445,1.0000801364845093
1000,0.9602524040400896,0.48988644339420073,0.4898616127499728,1.0000506890999041
1000,1.1526058493309639,0.5354483828889602,0.5354467701038707,1.000003012036265
1000,1.3834906721634086,0.5804068696941967,0.5804472777347452,0.9999303846497374
1000,1.6606253048899418,0.6240385247244121,0.624148504427847,0.9998237924105327
1000,1.9932743015379657,0.6656986126258759,0.6659176877019948,0.9996710177846831
1000,2.392558049953952,0.7048530499719197,0.7052371734616086,0.999455327223034
1000,2.8718245240921902,0.7410960256003548,0.7417238323230918,0.9991535842649538
1000,3.4470955040510134,0.7741524620353427,0.7751341298856602,0.9987335509914106
1000,4.137602180900961,0.8038667959002265,0.8053566693588112,0.9981500451721956
1000,4.966428051464585,0.8301809352063477,0.8323955319037946,0.9973394899268839
1000,5.961280594888754,0.8531046094785956,0.8563482700676884,0.9962122179696393
1000,7.155417527999324,0.8726808177035761,0.8773821209561886,0.9946416696439073
1000,8.588758603964937,0.8889480216058832,0.8957112133799568,0.9924493612751002
1000,10.309220121471665,0.901899492132287,0.9115765729856649,0.9893842370019639
1000,12.374316756777032,0.9114391479382542,0.9252298253297105,0.9850948629044227
1000,14.853084267560883,0.9173327056843977,0.9369207919971616,0.9790931245415
1000,17.828387344169222,0.919153540741788,0.9468887068382049,0.9707091594860936
1000,21.399689759245497,0.9162252587604486,0.9553565245435038,0.9590401438858093
1000,25.68637942128446,0.9075691266907707,0.962527700584126,0.9429018262435432
1000,30.831759487967876,0.8918763020948656,0.968584834263466,0.9208034965497562
1000,37.00783896138373,0.8675444530756913,0.9736896380502977,0.8909866339061079
1000,44.4210829137465,0.8328790637358051,0.9779837921984604,0.8516286981234455
1000,53.31931457248657,0.785733862975377,0.981590342074999,0.8004702463905686
1000,64.0,0.7230173378702538,0.9846153846153846,0.7343144837744765
2000,0.01,0.00990101450801814,0.009900990099009905,1.0000024653098316
2000,0.01200315505050112,0.011860823136628146,0.011860788171062706,1.0000029479967887
2000,0.014407573116637049,0.014202993212648594,0.014202943174380719,1.000003523091465
2000,0.017293633402042617,0.01699971924847697,0.01699964772630012,1.0000042072740567
2000,0.020757816311124264,0.02033579383738288,0.02033569175707134,1.0000050197609582
2000,0.024915928769224573,0.02431036256707769,0.02431021713082846,1.0000059825154355
2000,0.029906975624424414,0.029038728040512336,0.029038521276440576,1.000007120337492
2000,0.035897806551152364,0.034654103954476254,0.034653810756360294,1.0000084607755846
2000,0.04308869380063767,0.04130916805234264,0.04130875356690721,1.0000100338402793
2000,0.05172002726126204,0.04917719535915,0.049176611570233085,1.0000118712716934
2000,0.06208035064330728,0.05845247024554669,0.058451651615346156,1.0000140052535371
2000,0.07451600743610944,0.06934958057991285,0.06934843866487501,1.000016466340985
2000,0.0894427190999916,0.08210109812011784,0.08209951522176573,1.0000192802399361
2000,0.10735948254956168,0.0969530634519296,0.09695088563505991,1.0000224630941268
2000,0.1288652515183958,0.11415764968197868,0.11415467997182462,1.0000260147911133
2000,0.15467895945971294,0.13396241839060344,0.13395841172345338,1.0000299097839285
2000,0.18566355334451115,0.15659575696408673,0.15659041961844294,1.000034084752163
2000,0.22285484180211532,0.18224845406031842,0.18224145187477458,1.0000384225733048
2000,0.26749612199056877,0.21105196927980854,0.21104295101942655,1.0000427318720593
2000,0.32107974276605594,0.24305477836237882,0.2430434230213722,1.0000467214494655
2000,0.38539699359959834,0.2781991394598741,0.2781852388738359,1.000049968812488
2000,0.46259798701729665,0.31630153425280055,0.31628512491028477,1.0000518814867454
2000,0.5552635364218317,0.357040593008824,0.3570221531068086,1.000051649181584
2000,0.6664914321560819,0.39995617917191933,0.39993690894275125,1.0000481831727386
2000,0.7999999999999999,0.44446223862368234,0.4444444444444445,1.0000400369032851
2000,0.9602524040400896,0.48987400527573044,0.4898616127499728,1.000025298013633
2000,1.1526058493309639,0.5354475393596956,0.5354467701038707,1.0000014366616214
2000,1.3834906721634086,0.5804270131696573,0.5804472777347452,0.9999650880176972
2000,1.6606253048899418,0.6240934153333858,0.624148504427847,0.9999117372002491
2000,1.9932743015379657,0.6658079859732172,0.6659176877019948,0.9998352623292586
2000,2.392558049953952,0.7050448366653772,0.7052371734616086,0.9997272735989123
2000,2.8718245240921902,0.7414094612788078,0.7417238323230918,0.9995761615973706
2000,3.4470955040510134,0.774642487498749,0.7751341298856602,0.9993657324997627
2000,4.137602180900961,0.8046103106585268,0.8053566693588112,0.9990732569448036
2000,4.966428051464585,0.8312856886414888,0.8323955319037946,0.9986666876265332
2000,5.961280594888754,0.8547218079366853,0.8563482700676884,0.9981007001615423
2000,7.155417527999324,0.8750229058116932,0.8773821209561886,0.9973110745157147
2000,8.588758603964937,0.8923135585623616,0.8957112133799568,0.9962067519454465
2000,10.309220121471665,0.9067075420171867,0.9115765729856649,0.9946586703599339
2000,12.374316756777032,0.9182759918802907,0.9252298253297105,0.9924842095887454
2000,14.853084267560883,0.9270136124625633,0.9369207919971616,0.9894258088632232
2000,17.828387344169222,0.9328010580394728,0.9468887068382049,0.9851221704335531
2000,21.399689759245497,0.9353615833281874,0.9553565245435038,0.979070702191655
2000,25.68637942128446,0.9342111239404425,0.962527700584126,0.9705810267834379
2000,30.831759487967876,0.9286040823740058,0.968584834263466,0.9587225088860054
2000,37.00783896138373,0.9174838800259769,0.9736896380502977,0.9422754892032471
2000,44.4210829137465,0.8994599894488815,0.9779837921984604,0.9197084825168103
2000,53.31931457248657,0.8728530678679686,0.981590342074999,0.889223365852226
2000,64.0,0.8358640722037036,0.9846153846153846,0.8489244483318865
