side,pattern,rho_bar,nu,M,seed,image,arm,PSNR,SSIM,LPIPS,rad_nrmse,flux_dev,lam_tv,mean_counts,optical_time_s,dark_frac,tau_err,runtime_s,select_runtime_s,PSNR_rad,C_hat,S_N2,V0_exact,muprime0_exact,omega_A,c_used,sigma_grad_arm,lambda_tv_arm,audit_status,d_ratio,q_d,q_mean,leak_suspect,cnr,C_u,Gamma,S_det,S_inc,k_occupancy,k,flux_mode,alpha_cv,study2_mode,cell_id
32,sparsek,0.05,20.0,1024,0,detail32_glyph_0,RQL,8.2007,0.00587,,0.82666,0.00062,0.080436,0.95,0.001024,0.0,0.0,1.21,1.086,8.2007,1.0,0.836475,0.866957,1e-06,0.999749,0.5,0.043207,0.080436,,,,,,0.04362,0.046122,0.045011,0.00093079,0.00097656,512|0.5,512,normalized,0.0,separation,separation_k512_normalized_r0.05_nu20_s0
32,sparsek,0.05,20.0,1024,0,detail32_chirp_0,RQL,6.02,0.0034,,0.73181,-0.04969,0.080436,0.91,0.001024,0.0,0.0,0.19,0.187,6.0116,1.0,0.851414,0.866957,1e-06,0.999749,0.5,0.043207,0.080436,,,,,,0.21348,0.030633,0.029895,0.00088596,0.00097656,512|0.5,512,normalized,0.0,separation,separation_k512_normalized_r0.05_nu20_s0
32,sparsek,0.05,20.0,1024,0,detail32_spokes_0,RQL,6.696,0.00383,,0.83033,-0.0336,0.080436,0.92,0.001024,0.0,0.0,0.22,0.218,6.6937,4.310903,0.870437,0.866957,1e-06,0.999749,0.5,0.043207,0.080436,,,,,,0.32246,0.044894,0.043812,0.00090027,0.00097656,512|0.5,512,normalized,0.0,separation,separation_k512_normalized_r0.05_nu20_s0
32,sparsek,0.05,20.0,1024,0,detail32_maze_0,RQL,7.4133,0.00457,,0.87278,-0.04003,0.080436,0.92,0.001024,0.0,0.0,0.21,0.206,7.411,1.0,0.811542,0.866957,1e-06,0.999749,0.5,0.043207,0.080436,,,,,,0.17432,0.055961,0.054612,0.00089455,0.00097656,512|0.5,512,normalized,0.0,separation,separation_k512_normalized_r0.05_nu20_s0
32,sparsek,0.05,20.0,1024,0,detail32_contour_0,RQL,8.3578,0.16889,,0.74148,-0.0336,0.080436,0.92,0.001024,0.0,0.0,0.23,0.229,8.3548,1.0,0.825558,0.866957,1e-06,0.999749,0.5,0.043207,0.080436,,,,,,-1.92976,0.035977,0.03511,0.00090027,0.00097656,512|0.5,512,normalized,0.0,separation,separation_k512_normalized_r0.05_nu20_s0
32,sparsek,0.05,20.0,1024,0,detail32_microtexture_0,RQL,14.2245,0.02646,,0.58078,0.03208,0.080436,0.98,0.001024,0.0,0.0,0.26,0.256,14.2155,64.0,0.933388,0.866957,1e-06,0.999749,0.5,0.043207,0.080436,,,,,,-0.26842,0.022072,0.02154,0.00095844,0.00097656,512|0.5,512,normalized,0.0,separation,separation_k512_normalized_r0.05_nu20_s0
32,sparsek,0.05,20.0,1024,1,detail32_glyph_0,RQL,8.2046,0.00548,,0.82635,0.02028,0.080436,0.97,0.001024,0.0,0.0,0.23,0.231,8.2038,64.0,0.932726,0.866957,1e-06,0.999765,0.5,0.043207,0.080436,,,,,,1.33587,0.042659,0.04163,0.00094795,0.00097656,512|0.5,512,normalized,0.0,separation,separation_k512_normalized_r0.05_nu20_s1
32,sparsek,0.05,20.0,1024,1,detail32_chirp_0,RQL,6.0416,0.00365,,0.72993,0.0451,0.080436,0.99,0.001024,0.0,0.0,0.28,0.278,6.034,2.354052,0.868857,0.866957,1e-06,0.999765,0.5,0.043207,0.080436,,,,,,-0.61582,0.033252,0.032451,0.00096989,0.00097656,512|0.5,512,normalized,0.0,separation,separation_k512_normalized_r0.05_nu20_s1
32,sparsek,0.05,20.0,1024,1,detail32_spokes_0,RQL,6.6945,0.00371,,0.83077,0.05265,0.080436,1.0,0.001024,0.0,0.0,0.24,0.239,6.6891,5.70906,0.871565,0.866957,1e-06,0.999765,0.5,0.043207,0.080436,,,,,,0.0691,0.046933,0.045801,0.00097656,0.00097656,512|0.5,512,normalized,0.0,separation,separation_k512_normalized_r0.05_nu20_s1
32,sparsek,0.05,20.0,1024,1,detail32_maze_0,RQL,7.412,0.00459,,0.87281,0.03101,0.080436,0.98,0.001024,0.0,0.0,0.23,0.234,7.4107,1.0,0.844085,0.866957,1e-06,0.999765,0.5,0.043207,0.080436,,,,,,0.11686,0.058997,0.057576,0.00095749,0.00097656,512|0.5,512,normalized,0.0,separation,separation_k512_normalized_r0.05_nu20_s1
