side,pattern,rho_bar,nu,M,seed,image,arm,PSNR,SSIM,LPIPS,rad_nrmse,flux_dev,lam_tv,mean_counts,optical_time_s,dark_frac,tau_err,runtime_s,select_runtime_s,eta_star,PSNR_rad,audit_status,d_ratio,q_d,q_mean,leak_suspect
64,bern50,0.05,500.0,2048,1,dev_stl_00,POISSON-LIN,18.4704,0.27522,,0.23957,-0.03467,0.407585,24.13,0.051199999999999996,0.0,0.0,133.81,133.813,1.0,18.3831,,,,,
64,bern50,0.05,500.0,2048,1,dev_stl_00,SAT-POISSON,18.4831,0.2758,,0.23722,0.0143,0.413567,24.13,0.051199999999999996,0.0,0.0,130.38,130.377,1.0,18.4686,,,,,
64,bern50,0.05,500.0,2048,1,dev_stl_00,PRECORRECT,3.0597,-0.00393,,1.42,0.01599,62714771289.58517,24.13,0.051199999999999996,0.0,0.0,53.12,53.116,0.3,2.9258,,,,,
64,bern50,0.05,500.0,2048,1,dev_stl_00,GI,3.0597,-0.00393,,,,,24.13,0.051199999999999996,0.0,0.0,0.05,,,,,,,,
64,bern50,0.05,500.0,2048,1,dev_stl_01,RQL,15.7382,0.15208,,0.31074,0.00278,0.414966,23.87,0.051199999999999996,0.0,0.0,168.86,168.86,1.0,15.7369,OK,0.9673,0.6,0.275,False
64,bern50,0.05,500.0,2048,1,dev_stl_01,POISSON-LIN,15.7709,0.15353,,0.31203,-0.0451,0.396236,23.87,0.051199999999999996,0.0,0.0,132.38,132.378,1.0,15.7009,,,,,
64,bern50,0.05,500.0,2048,1,dev_stl_01,SAT-POISSON,15.7928,0.15352,,0.30879,0.00279,0.399644,23.87,0.051199999999999996,0.0,0.0,128.24,128.243,1.0,15.7917,,,,,
64,bern50,0.05,500.0,2048,1,dev_stl_01,PRECORRECT,2.7718,0.00991,,1.38961,0.0054,61185034573.38648,23.87,0.051199999999999996,0.0,0.0,52.77,52.769,0.3,2.7271,,,,,
64,bern50,0.05,500.0,2048,1,dev_stl_01,GI,2.7718,0.00991,,,,,23.87,0.051199999999999996,0.0,0.0,0.05,,,,,,,,
64,bern50,0.05,500.0,2048,1,dev_stl_02,RQL,14.9635,0.14124,,0.37239,-0.00167,0.550567,23.77,0.051199999999999996,0.0,0.0,157.52,157.515,1.0,14.9633,OK,0.9333,0.85,0.725,False
64,bern50,0.05,500.0,2048,1,dev_stl_02,POISSON-LIN,14.957,0.14067,,0.37549,-0.04914,0.336382,23.77,0.051199999999999996,0.0,0.0,135.07,135.073,1.0,14.8912,,,,,
64,bern50,0.05,500.0,2048,1,dev_stl_02,SAT-POISSON,14.9955,0.14119,,0.37102,-0.00187,0.277878,23.77,0.051199999999999996,0.0,0.0,128.03,128.031,1.0,14.9953,,,,,
64,bern50,0.05,500.0,2048,1,dev_stl_02,PRECORRECT,3.8938,0.00197,,1.3324,0.00041,62219015892.50688,23.77,0.051199999999999996,0.0,0.0,52.62,52.617,0.3,3.8905,,,,,
64,bern50,0.05,500.0,2048,1,dev_stl_02,GI,3.8938,0.00197,,,,,23.77,0.051199999999999996,0.0,0.0,0.05,,,,,,,,
64,bern50,0.05,500.0,2048,1,dev_stl_03,RQL,14.7725,0.14784,,0.66007,-0.00608,0.544431,23.67,0.051199999999999996,0.0,0.0,161.18,161.179,1.0,14.7723,OK,1.0229,0.375,0.45,False
64,bern50,0.05,500.0,2048,1,dev_stl_03,POISSON-LIN,14.7706,0.14773,,0.66141,-0.05315,0.663598,23.67,0.051199999999999996,0.0,0.0,123.49,123.493,1.0,14.7548,,,,,
64,bern50,0.05,500.0,2048,1,dev_stl_03,SAT-POISSON,14.7712,0.14783,,0.66017,-0.00609,0.499101,23.67,0.051199999999999996,0.0,0.0,125.05,125.048,1.0,14.771,,,,,
64,bern50,0.05,500.0,2048,1,dev_stl_03,PRECORRECT,9.5494,0.0296,,1.2005,-0.00441,62828729214.96962,23.67,0.051199999999999996,0.0,0.0,52.89,52.891,0.3,9.5769,,,,,
64,bern50,0.05,500.0,2048,1,dev_stl_03,GI,9.5494,0.0296,,,,,23.67,0.051199999999999996,0.0,0.0,0.05,,,,,,,,
64,bern50,0.05,500.0,2048,1,dev_text,RQL,13.0709,0.02715,,0.97375,-0.00827,0.557851,23.62,0.051199999999999996,0.0,0.0,167.66,167.66,1.0,13.0709,OK,1.0769,0.2,0.075,False
64,bern50,0.05,500.0,2048,1,dev_text,POISSON-LIN,13.0719,0.02718,,0.97372,-0.05514,0.565473,23.62,0.051199999999999996,0.0,0.0,130.27,130.263,1.0,13.0711,,,,,
64,bern50,0.05,500.0,2048,1,dev_text,SAT-POISSON,13.0719,0.02718,,0.97364,-0.00828,0.550029,23.62,0.051199999999999996,0.0,0.0,126.51,126.507,1.0,13.0719,,,,,
64,bern50,0.05,500.0,2048,1,dev_text,PRECORRECT,13.3824,0.03592,,0.93933,-0.00611,62661048147.617905,23.62,0.051199999999999996,0.0,0.0,53.19,53.193,0.3,13.3835,,,,,
64,bern50,0.05,500.0,2048,1,dev_text,GI,13.3824,0.03592,,,,,23.62,0.051199999999999996,0.0,0.0,0.05,,,,,,,,
64,bern50,0.05,500.0,2048,1,dev_fine_lines,RQL,6.1176,0.00381,,0.74753,0.00335,0.399429,23.88,0.051199999999999996,0.0,0.0,170.01,170.006,1.0,6.1176,OK,1.1184,0.1,0.05,False
64,bern50,0.05,500.0,2048,1,dev_fine_lines,POISSON-LIN,6.0865,0.00364,,0.75078,-0.04459,0.386994,23.88,0.051199999999999996,0.0,0.0,131.55,131.554,1.0,6.0799,,,,,
64,bern50,0.05,500.0,2048,1,dev_fine_lines,SAT-POISSON,6.085,0.00363,,0.75035,0.00334,0.386534,23.88,0.051199999999999996,0.0,0.0,129.24,129.24,1.0,6.0849,,,,,
64,bern50,0.05,500.0,2048,1,dev_fine_lines,PRECORRECT,2.2279,0.04491,,1.17385,0.0056,63351978343.84943,23.88,0.051199999999999996,0.0,0.0,53.04,53.038,0.3,2.198,,,,,
64,bern50,0.05,500.0,2048,1,dev_fine_lines,GI,2.2279,0.04491,,,,,23.88,0.051199999999999996,0.0,0.0,0.05,,,,,,,,
64,bern50,0.05,1000.0,2048,0,dev_stl_00,RQL,18.576,0.27336,,0.2343,0.00047,0.683462,47.61,0.10239999999999999,0.0,0.0,183.38,182.303,1.0,18.576,OK,1.0723,0.125,0.725,False
64,bern50,0.05,1000.0,2048,0,dev_stl_00,POISSON-LIN,18.4691,0.27465,,0.24161,-0.04717,0.704908,47.61,0.10239999999999999,0.0,0.0,142.93,142.931,1.0,18.3092,,,,,
64,bern50,0.05,1000.0,2048,0,dev_stl_00,SAT-POISSON,18.4835,0.27472,,0.23681,0.00047,0.662191,47.61,0.10239999999999999,0.0,0.0,135.19,135.186,1.0,18.4835,,,,,
64,bern50,0.05,1000.0,2048,0,dev_stl_00,PRECORRECT,3.1949,0.00729,,1.37948,0.00207,65661646771.23043,47.61,0.10239999999999999,0.0,0.0,55.24,55.24,0.3,3.1773,,,,,
64,bern50,0.05,1000.0,2048,0,dev_stl_00,GI,3.1949,0.00729,,,,,47.61,0.10239999999999999,0.0,0.0,0.05,,,,,,,,
64,bern50,0.05,1000.0,2048,0,dev_stl_01,RQL,15.7582,0.15001,,0.30997,-0.00272,0.630543,47.47,0.10239999999999999,0.0,0.0,175.93,175.927,1.0,15.7587,OK,0.9843,0.6,0.725,False
64,bern50,0.05,1000.0,2048,0,dev_stl_01,POISSON-LIN,15.9698,0.15253,,0.30626,-0.05006,0.651548,47.47,0.10239999999999999,0.0,0.0,135.77,135.767,1.0,15.8633,,,,,
64,bern50,0.05,1000.0,2048,0,dev_stl_01,SAT-POISSON,15.9744,0.15253,,0.30237,-0.00271,0.616121,47.47,0.10239999999999999,0.0,0.0,131.7,131.7,1.0,15.9741,,,,,
64,bern50,0.05,1000.0,2048,0,dev_stl_01,PRECORRECT,3.0373,0.00637,,1.3386,-0.00177,66025082322.334885,47.47,0.10239999999999999,0.0,0.0,52.36,52.357,0.3,3.0519,,,,,
64,bern50,0.05,1000.0,2048,0,dev_stl_01,GI,3.0373,0.00637,,,,,47.47,0.10239999999999999,0.0,0.0,0.05,,,,,,,,
64,bern50,0.05,1000.0,2048,0,dev_stl_02,RQL,14.9563,0.13852,,0.3727,0.00399,0.875651,47.77,0.10239999999999999,0.0,0.0,157.71,157.71,1.0,14.956,OK,0.9809,0.625,0.1,False
64,bern50,0.05,1000.0,2048,0,dev_stl_02,POISSON-LIN,14.9106,0.13929,,0.37681,-0.04398,0.620378,47.77,0.10239999999999999,0.0,0.0,136.32,136.314,1.0,14.8608,,,,,
64,bern50,0.05,1000.0,2048,0,dev_stl_02,SAT-POISSON,14.9188,0.13949,,0.37432,0.00399,0.590384,47.77,0.10239999999999999,0.0,0.0,130.04,130.04,1.0,14.9183,,,,,
64,bern50,0.05,1000.0,2048,0,dev_stl_02,PRECORRECT,4.1243,0.01171,,1.30345,0.00534,67289635191.670456,47.77,0.10239999999999999,0.0,0.0,52.84,52.835,0.3,4.0813,,,,,
64,bern50,0.05,1000.0,2048,0,dev_stl_02,GI,4.1243,0.01171,,,,,47.77,0.10239999999999999,0.0,0.0,0.05,,,,,,,,
64,bern50,0.05,1000.0,2048,0,dev_stl_03,RQL,14.8011,0.14883,,0.65789,0.00209,0.708192,47.68,0.10239999999999999,0.0,0.0,173.41,173.408,1.0,14.8011,OK,1.0517,0.225,0.525,False
64,bern50,0.05,1000.0,2048,0,dev_stl_03,POISSON-LIN,14.7639,0.1476,,0.66158,-0.04571,0.721264,47.68,0.10239999999999999,0.0,0.0,136.28,136.284,1.0,14.7525,,,,,
64,bern50,0.05,1000.0,2048,0,dev_stl_03,SAT-POISSON,14.7667,0.14762,,0.6605,0.00208,0.677147,47.68,0.10239999999999999,0.0,0.0,131.84,131.834,1.0,14.7667,,,,,
64,bern50,0.05,1000.0,2048,0,dev_stl_03,PRECORRECT,9.5097,0.02867,,1.21291,0.00351,65547552533.41828,47.68,0.10239999999999999,0.0,0.0,52.67,52.675,0.3,9.4875,,,,,
64,bern50,0.05,1000.0,2048,0,dev_stl_03,GI,9.5097,0.02867,,,,,47.68,0.10239999999999999,0.0,0.0,0.05,,,,,,,,
64,bern50,0.05,1000.0,2048,0,dev_text,RQL,13.6555,0.06415,,0.91063,-0.00463,0.292802,47.37,0.10239999999999999,0.0,0.0,174.38,174.378,0.3,13.653,OK,1.1644,0.05,0.2,False
64,bern50,0.05,1000.0,2048,0,dev_text,POISSON-LIN,13.0645,0.02698,,0.97449,-0.05198,1.036703,47.37,0.10239999999999999,0.0,0.0,134.18,134.176,1.0,13.0643,,,,,
64,bern50,0.05,1000.0,2048,0,dev_text,SAT-POISSON,13.6287,0.06192,,0.91342,-0.00463,0.283524,47.37,0.10239999999999999,0.0,0.0,132.97,132.968,0.3,13.6264,,,,,
64,bern50,0.05,1000.0,2048,0,dev_text,PRECORRECT,13.707,0.04843,,0.90504,-0.00362,67917407897.75268,47.37,0.10239999999999999,0.0,0.0,52.51,52.513,0.3,13.7065,,,,,
64,bern50,0.05,1000.0,2048,0,dev_text,GI,13.707,0.04843,,,,,47.37,0.10239999999999999,0.0,0.0,0.05,,,,,,,,
64,bern50,0.05,1000.0,2048,0,dev_fine_lines,RQL,6.0895,0.00366,,0.74996,0.00479,0.731612,47.81,0.10239999999999999,0.0,0.0,172.0,171.996,1.0,6.0894,OK,1.1287,0.05,0.425,False
64,bern50,0.05,1000.0,2048,0,dev_fine_lines,POISSON-LIN,6.0879,0.00365,,0.75063,-0.04326,0.667226,47.81,0.10239999999999999,0.0,0.0,136.05,136.046,1.0,6.0816,,,,,
64,bern50,0.05,1000.0,2048,0,dev_fine_lines,SAT-POISSON,6.0887,0.00366,,0.75004,0.0048,0.640114,47.81,0.10239999999999999,0.0,0.0,136.55,136.555,1.0,6.0886,,,,,
64,bern50,0.05,1000.0,2048,0,dev_fine_lines,PRECORRECT,2.382,0.07335,,1.15402,0.00677,65973683754.92886,47.81,0.10239999999999999,0.0,0.0,52.98,52.98,0.3,2.346,,,,,
64,bern50,0.05,1000.0,2048,0,dev_fine_lines,GI,2.382,0.07335,,,,,47.81,0.10239999999999999,0.0,0.0,0.05,,,,,,,,
64,bern50,0.05,1000.0,2048,1,dev_stl_00,RQL,18.4555,0.27473,,0.23763,0.00377,0.706507,47.79,0.10239999999999999,0.0,0.0,172.71,172.71,1.0,18.4536,OK,1.0104,0.55,0.775,False
64,bern50,0.05,1000.0,2048,1,dev_stl_00,POISSON-LIN,18.4746,0.27566,,0.24094,-0.04421,0.748318,47.79,0.10239999999999999,0.0,0.0,135.41,135.409,1.0,18.3334,,,,,
64,bern50,0.05,1000.0,2048,1,dev_stl_00,SAT-POISSON,18.4642,0.27379,,0.23739,0.00376,0.687277,47.79,0.10239999999999999,0.0,0.0,131.81,131.811,1.0,18.4622,,,,,
64,bern50,0.05,1000.0,2048,1,dev_stl_00,PRECORRECT,3.3962,0.012,,1.3518,0.00507,66628630562.663925,47.79,0.10239999999999999,0.0,0.0,52.75,52.751,0.3,3.3533,,,,,
64,bern50,0.05,1000.0,2048,1,dev_stl_00,GI,3.3962,0.012,,,,,47.79,0.10239999999999999,0.0,0.0,0.05,,,,,,,,
64,bern50,0.05,1000.0,2048,1,dev_stl_01,RQL,15.9172,0.15148,,0.30439,0.00382,0.640501,47.79,0.10239999999999999,0.0,0.0,172.35,172.351,1.0,15.9164,OK,1.0106,0.4,0.775,False
64,bern50,0.05,1000.0,2048,1,dev_stl_01,POISSON-LIN,15.9096,0.15167,,0.30742,-0.04416,0.65342,47.79,0.10239999999999999,0.0,0.0,133.5,133.503,1.0,15.8302,,,,,
64,bern50,0.05,1000.0,2048,1,dev_stl_01,SAT-POISSON,15.9121,0.15166,,0.30457,0.00382,0.625864,47.79,0.10239999999999999,0.0,0.0,130.87,130.866,1.0,15.9113,,,,,
64,bern50,0.05,1000.0,2048,1,dev_stl_01,PRECORRECT,2.973,0.01237,,1.3568,0.00463,67615220137.18422,47.79,0.10239999999999999,0.0,0.0,52.69,52.692,0.3,2.9346,,,,,
64,bern50,0.05,1000.0,2048,1,dev_stl_01,GI,2.973,0.01237,,,,,47.79,0.10239999999999999,0.0,0.0,0.05,,,,,,,,
64,bern50,0.05,1000.0,2048,1,dev_stl_02,RQL,14.9735,0.14088,,0.37196,-0.00132,0.721443,47.56,0.10239999999999999,0.0,0.0,173.56,173.563,1.0,14.9734,OK,1.0761,0.175,0.5,False
64,bern50,0.05,1000.0,2048,1,dev_stl_02,POISSON-LIN,14.944,0.14058,,0.37598,-0.04882,5.273427,47.56,0.10239999999999999,0.0,0.0,102.66,102.659,1.0,14.8799,,,,,
64,bern50,0.05,1000.0,2048,1,dev_stl_02,SAT-POISSON,14.9565,0.14075,,0.37268,-0.00132,0.706674,47.56,0.10239999999999999,0.0,0.0,132.29,132.29,1.0,14.9565,,,,,
64,bern50,0.05,1000.0,2048,1,dev_stl_02,PRECORRECT,3.8579,0.00892,,1.33701,-0.00032,66062668404.88742,47.56,0.10239999999999999,0.0,0.0,52.4,52.401,0.3,3.8605,,,,,
64,bern50,0.05,1000.0,2048,1,dev_stl_02,GI,3.8579,0.00892,,,,,47.56,0.10239999999999999,0.0,0.0,0.05,,,,,,,,
64,bern50,0.05,1000.0,2048,1,dev_stl_03,RQL,14.7789,0.1487,,0.6596,0.00854,0.640633,48.0,0.10239999999999999,0.0,0.0,172.44,172.436,1.0,14.7785,OK,1.1035,0.075,0.2,False
64,bern50,0.05,1000.0,2048,1,dev_stl_03,POISSON-LIN,14.7707,0.14796,,0.66087,-0.03988,2.783871,48.0,0.10239999999999999,0.0,0.0,109.3,109.296,1.0,14.7618,,,,,
64,bern50,0.05,1000.0,2048,1,dev_stl_03,SAT-POISSON,14.7738,0.14866,,0.65999,0.00854,0.624362,48.0,0.10239999999999999,0.0,0.0,130.74,130.737,1.0,14.7734,,,,,
64,bern50,0.05,1000.0,2048,1,dev_stl_03,PRECORRECT,9.6084,0.04512,,1.20435,0.00943,67050420986.88114,48.0,0.10239999999999999,0.0,0.0,52.44,52.435,0.3,9.549,,,,,
64,bern50,0.05,1000.0,2048,1,dev_stl_03,GI,9.6084,0.04512,,,,,48.0,0.10239999999999999,0.0,0.0,0.05,,,,,,,,
64,bern50,0.05,1000.0,2048,1,dev_text,RQL,13.0764,0.0274,,0.97313,-0.00429,0.869886,47.42,0.10239999999999999,0.0,0.0,170.83,170.822,1.0,13.0764,OK,1.19,0.025,0.3,False
64,bern50,0.05,1000.0,2048,1,dev_text,POISSON-LIN,13.0779,0.02745,,0.97307,-0.05152,0.906619,47.42,0.10239999999999999,0.0,0.0,131.64,131.643,1.0,13.077,,,,,
64,bern50,0.05,1000.0,2048,1,dev_text,SAT-POISSON,13.0773,0.02742,,0.97304,-0.0043,0.840442,47.42,0.10239999999999999,0.0,0.0,129.35,129.345,1.0,13.0772,,,,,
64,bern50,0.05,1000.0,2048,1,dev_text,PRECORRECT,13.6413,0.04985,,0.91187,-0.00287,67183061221.589355,47.42,0.10239999999999999,0.0,0.0,53.32,53.319,0.3,13.6411,,,,,
64,bern50,0.05,1000.0,2048,1,dev_text,GI,13.6413,0.04985,,,,,47.42,0.10239999999999999,0.0,0.0,0.06,,,,,,,,
64,bern50,0.05,1000.0,2048,1,dev_fine_lines,RQL,6.1456,0.004,,0.74515,-0.00433,0.666103,47.42,0.10239999999999999,0.0,0.0,174.35,174.348,1.0,6.1453,OK,1.0138,0.4,0.025,False
64,bern50,0.05,1000.0,2048,1,dev_fine_lines,POISSON-LIN,6.0925,0.00366,,0.75049,-0.05154,0.699638,47.42,0.10239999999999999,0.0,0.0,134.96,134.965,1.0,6.0833,,,,,
64,bern50,0.05,1000.0,2048,1,dev_fine_lines,SAT-POISSON,6.0897,0.00365,,0.74994,-0.00432,0.6462,47.42,0.10239999999999999,0.0,0.0,132.58,132.581,1.0,6.0897,,,,,
64,bern50,0.05,1000.0,2048,1,dev_fine_lines,PRECORRECT,2.4661,0.07609,,1.13577,-0.00344,66086676824.05667,47.42,0.10239999999999999,0.0,0.0,53.59,53.593,0.3,2.4844,,,,,
64,bern50,0.05,1000.0,2048,1,dev_fine_lines,GI,2.4661,0.07609,,,,,47.42,0.10239999999999999,0.0,0.0,0.05,,,,,,,,
64,bern50,0.05,2000.0,2048,0,dev_stl_00,RQL,18.6012,0.28055,,0.23365,-0.00303,1.071692,94.91,0.20479999999999998,0.0,0.0,171.11,169.879,1.0,18.6004,OK,0.9577,0.775,0.225,False
64,bern50,0.05,2000.0,2048,0,dev_stl_00,POISSON-LIN,18.4247,0.27413,,0.24334,-0.05033,1.257627,94.91,0.20479999999999998,0.0,0.0,134.54,134.541,1.0,18.2471,,,,,
64,bern50,0.05,2000.0,2048,0,dev_stl_00,SAT-POISSON,18.4431,0.27444,,0.23793,-0.003,1.04727,94.91,0.20479999999999998,0.0,0.0,131.22,131.22,1.0,18.4425,,,,,
64,bern50,0.05,2000.0,2048,0,dev_stl_00,PRECORRECT,3.2676,0.00204,,1.36169,-0.00265,66994779455.63361,94.91,0.20479999999999998,0.0,0.0,51.5,51.497,0.3,3.29,,,,,
64,bern50,0.05,2000.0,2048,0,dev_stl_00,GI,3.2676,0.00204,,,,,94.91,0.20479999999999998,0.0,0.0,0.05,,,,,,,,
64,bern50,0.05,2000.0,2048,0,dev_stl_01,RQL,15.9954,0.15279,,0.30163,-7e-05,1.387143,95.17,0.20479999999999998,0.0,0.0,155.37,155.373,1.0,15.9953,OK,0.9931,0.6,0.525,False
64,bern50,0.05,2000.0,2048,0,dev_stl_01,POISSON-LIN,15.9585,0.15148,,0.30627,-0.04766,1.05092,95.17,0.20479999999999998,0.0,0.0,136.66,136.663,1.0,15.8628,,,,,
64,bern50,0.05,2000.0,2048,0,dev_stl_01,SAT-POISSON,16.0075,0.15294,,0.30121,-6e-05,0.913222,95.17,0.20479999999999998,0.0,0.0,133.64,133.641,1.0,16.0075,,,,,
64,bern50,0.05,2000.0,2048,0,dev_stl_01,PRECORRECT,3.0736,0.00476,,1.33504,-0.00018,66991908980.806114,95.17,0.20479999999999998,0.0,0.0,51.59,51.585,0.3,3.0751,,,,,
64,bern50,0.05,2000.0,2048,0,dev_stl_01,GI,3.0736,0.00476,,,,,95.17,0.20479999999999998,0.0,0.0,0.05,,,,,,,,
64,bern50,0.05,2000.0,2048,0,dev_stl_02,RQL,15.0141,0.14073,,0.37022,0.00367,1.06257,95.51,0.20479999999999998,0.0,0.0,168.07,168.075,1.0,15.014,OK,0.8597,1.0,0.5,False
64,bern50,0.05,2000.0,2048,0,dev_stl_02,POISSON-LIN,14.917,0.13997,,0.37659,-0.04427,1.259663,95.51,0.20479999999999998,0.0,0.0,133.88,133.884,1.0,14.8658,,,,,
64,bern50,0.05,2000.0,2048,0,dev_stl_02,SAT-POISSON,14.924,0.14059,,0.3741,0.00366,1.04224,95.51,0.20479999999999998,0.0,0.0,130.38,130.384,1.0,14.9236,,,,,
64,bern50,0.05,2000.0,2048,0,dev_stl_02,PRECORRECT,4.1664,0.01154,,1.29593,0.0043,69176333522.88004,95.51,0.20479999999999998,0.0,0.0,52.18,52.184,0.3,4.1316,,,,,
64,bern50,0.05,2000.0,2048,0,dev_stl_02,GI,4.1664,0.01154,,,,,95.51,0.20479999999999998,0.0,0.0,0.05,,,,,,,,
64,bern50,0.05,2000.0,2048,0,dev_stl_03,RQL,14.7797,0.14829,,0.65951,-0.00101,2.03574,95.09,0.20479999999999998,0.0,0.0,148.65,148.647,1.0,14.7797,OK,0.9471,0.7,0.7,False
64,bern50,0.05,2000.0,2048,0,dev_stl_03,POISSON-LIN,14.7807,0.14831,,0.66048,-0.04853,1.566479,95.09,0.20479999999999998,0.0,0.0,135.8,135.795,1.0,14.7669,,,,,
64,bern50,0.05,2000.0,2048,0,dev_stl_03,SAT-POISSON,14.967,0.15217,,0.64545,-0.00102,1.223302,95.09,0.20479999999999998,0.0,0.0,130.76,130.76,1.0,14.9668,,,,,
64,bern50,0.05,2000.0,2048,0,dev_stl_03,PRECORRECT,10.0902,0.05068,,1.13142,-0.00023,69578233471.04832,95.09,0.20479999999999998,0.0,0.0,51.81,51.801,0.3,10.0916,,,,,
64,bern50,0.05,2000.0,2048,0,dev_stl_03,GI,10.0902,0.05068,,,,,95.09,0.20479999999999998,0.0,0.0,0.05,,,,,,,,
64,bern50,0.05,2000.0,2048,0,dev_text,RQL,15.2003,0.41782,,0.76212,-0.00068,0.191317,95.05,0.20479999999999998,0.0,0.0,176.54,176.538,0.1,15.1993,OK,1.3391,0.025,0.225,False
64,bern50,0.05,2000.0,2048,0,dev_text,POISSON-LIN,15.0249,0.40019,,0.78331,-0.04805,0.217867,95.05,0.20479999999999998,0.0,0.0,138.27,138.272,0.1,14.9611,,,,,
64,bern50,0.05,2000.0,2048,0,dev_text,SAT-POISSON,15.3364,0.5362,,0.75021,-0.00029,0.185282,95.05,0.20479999999999998,0.0,0.0,133.92,133.913,0.1,15.3361,,,,,
64,bern50,0.05,2000.0,2048,0,dev_text,PRECORRECT,14.0258,0.06534,,0.87239,-0.00056,71023122717.39261,95.05,0.20479999999999998,0.0,0.0,51.75,51.751,0.3,14.0256,,,,,
64,bern50,0.05,2000.0,2048,0,dev_text,GI,14.0258,0.06534,,,,,95.05,0.20479999999999998,0.0,0.0,0.05,,,,,,,,
64,bern50,0.05,2000.0,2048,0,dev_fine_lines,RQL,6.0956,0.00365,,0.74943,0.00245,1.905853,95.4,0.20479999999999998,0.0,0.0,152.55,152.552,1.0,6.0956,OK,0.9162,0.85,0.525,False
64,bern50,0.05,2000.0,2048,0,dev_fine_lines,POISSON-LIN,6.0838,0.00362,,0.75103,-0.04538,1.491407,95.4,0.20479999999999998,0.0,0.0,136.48,136.48,1.0,6.0771,,,,,
64,bern50,0.05,2000.0,2048,0,dev_fine_lines,SAT-POISSON,6.0842,0.00362,,0.75041,0.00245,1.284176,95.4,0.20479999999999998,0.0,0.0,130.07,130.062,1.0,6.0842,,,,,
64,bern50,0.05,2000.0,2048,0,dev_fine_lines,PRECORRECT,2.6835,0.10159,,1.11267,0.00392,66440175163.58789,95.4,0.20479999999999998,0.0,0.0,51.44,51.44,0.3,2.6629,,,,,
64,bern50,0.05,2000.0,2048,0,dev_fine_lines,GI,2.6835,0.10159,,,,,95.4,0.20479999999999998,0.0,0.0,0.05,,,,,,,,
64,bern50,0.05,2000.0,2048,1,dev_stl_00,RQL,18.4768,0.27584,,0.23702,-0.00379,0.986502,94.89,0.20479999999999998,0.0,0.0,163.58,163.582,1.0,18.4757,OK,1.0645,0.225,0.575,False
64,bern50,0.05,2000.0,2048,1,dev_stl_00,POISSON-LIN,18.4835,0.27644,,0.24198,-0.05106,1.127808,94.89,0.20479999999999998,0.0,0.0,136.15,136.153,1.0,18.2961,,,,,
64,bern50,0.05,2000.0,2048,1,dev_stl_00,SAT-POISSON,18.4702,0.2758,,0.2372,-0.00379,0.969586,94.89,0.20479999999999998,0.0,0.0,129.0,128.997,1.0,18.4691,,,,,
64,bern50,0.05,2000.0,2048,1,dev_stl_00,PRECORRECT,3.3168,0.00394,,1.35272,-0.00362,67433348862.50864,94.89,0.20479999999999998,0.0,0.0,51.52,51.521,0.3,3.3474,,,,,
64,bern50,0.05,2000.0,2048,1,dev_stl_00,GI,3.3168,0.00394,,,,,94.89,0.20479999999999998,0.0,0.0,0.05,,,,,,,,
64,bern50,0.05,2000.0,2048,1,dev_stl_01,RQL,15.8218,0.15117,,0.30773,0.00107,1.183108,95.33,0.20479999999999998,0.0,0.0,161.85,161.846,1.0,15.8215,OK,1.0644,0.225,0.775,False
64,bern50,0.05,2000.0,2048,1,dev_stl_01,POISSON-LIN,15.9097,0.1524,,0.30775,-0.04666,1.295129,95.33,0.20479999999999998,0.0,0.0,135.88,135.877,1.0,15.8211,,,,,
64,bern50,0.05,2000.0,2048,1,dev_stl_01,SAT-POISSON,15.8987,0.15212,,0.30501,0.00107,1.079447,95.33,0.20479999999999998,0.0,0.0,131.12,131.123,1.0,15.8986,,,,,
64,bern50,0.05,2000.0,2048,1,dev_stl_01,PRECORRECT,2.9082,0.00555,,1.36329,0.00181,67925962330.806046,95.33,0.20479999999999998,0.0,0.0,50.87,50.874,0.3,2.8932,,,,,
64,bern50,0.05,2000.0,2048,1,dev_stl_01,GI,2.9082,0.00555,,,,,95.33,0.20479999999999998,0.0,0.0,0.05,,,,,,,,
64,bern50,0.05,2000.0,2048,1,dev_stl_02,RQL,14.9616,0.14556,,0.37247,-0.00345,1.021328,94.92,0.20479999999999998,0.0,0.0,163.84,163.838,1.0,14.9615,OK,0.9919,0.5,0.9,False
64,bern50,0.05,2000.0,2048,1,dev_stl_02,POISSON-LIN,14.9686,0.14114,,0.37521,-0.05076,1.220997,94.92,0.20479999999999998,0.0,0.0,140.55,140.546,1.0,14.8978,,,,,
64,bern50,0.05,2000.0,2048,1,dev_stl_02,SAT-POISSON,14.9315,0.14039,,0.37377,-0.00345,1.020246,94.92,0.20479999999999998,0.0,0.0,131.02,131.015,1.0,14.9312,,,,,
64,bern50,0.05,2000.0,2048,1,dev_stl_02,PRECORRECT,4.0604,0.00416,,1.30348,-0.00259,68592426826.528656,94.92,0.20479999999999998,0.0,0.0,51.51,51.506,0.3,4.0812,,,,,
64,bern50,0.05,2000.0,2048,1,dev_stl_02,GI,4.0604,0.00416,,,,,94.92,0.20479999999999998,0.0,0.0,0.05,,,,,,,,
64,bern50,0.05,2000.0,2048,1,dev_stl_03,RQL,14.9614,0.15194,,0.64587,-0.00137,1.249149,95.11,0.20479999999999998,0.0,0.0,164.82,164.82,1.0,14.9612,OK,0.9323,0.85,0.075,False
