side,pattern,rho_bar,nu,M,seed,image,arm,PSNR,SSIM,LPIPS,rad_nrmse,flux_dev,lam_tv,mean_counts,optical_time_s,dark_frac,tau_err,runtime_s,select_runtime_s,eta_star,PSNR_rad,audit_status,d_ratio,q_d,q_mean,leak_suspect
64,bern50,0.05,100.0,2048,0,dev_stl_02,GI,3.5106,0.00017,,,,,4.76,0.010239999999999999,0.0,0.0,0.05,,,,,,,,
64,bern50,0.05,100.0,2048,0,dev_stl_03,RQL,14.8847,0.15078,,0.65156,0.00714,0.110335,4.79,0.010239999999999999,0.0,0.0,163.02,163.017,1.0,14.885,OK,1.1086,0.025,0.95,False
64,bern50,0.05,100.0,2048,0,dev_stl_03,POISSON-LIN,14.7835,0.1486,,0.65999,-0.04109,0.106544,4.79,0.010239999999999999,0.0,0.0,129.12,129.122,1.0,14.7734,,,,,
64,bern50,0.05,100.0,2048,0,dev_stl_03,SAT-POISSON,14.7816,0.14853,,0.65938,0.00718,0.09922,4.79,0.010239999999999999,0.0,0.0,127.75,127.753,1.0,14.7814,,,,,
64,bern50,0.05,100.0,2048,0,dev_stl_03,PRECORRECT,11.1641,0.00429,,1.0,-1.0,142228679.974017,4.79,0.010239999999999999,0.0,0.0,65.6,65.601,0.3,11.1641,,,,,
64,bern50,0.05,100.0,2048,0,dev_stl_03,GI,9.1883,0.01529,,,,,4.79,0.010239999999999999,0.0,0.0,0.05,,,,,,,,
64,bern50,0.05,100.0,2048,0,dev_text,RQL,13.0693,0.02717,,0.97392,-0.00812,0.24414,4.72,0.010239999999999999,0.0,0.0,144.61,144.608,1.0,13.0693,OK,0.9915,0.6,0.425,False
64,bern50,0.05,100.0,2048,0,dev_text,POISSON-LIN,13.0744,0.02729,,0.97345,-0.05497,0.120069,4.72,0.010239999999999999,0.0,0.0,128.66,128.663,1.0,13.0735,,,,,
64,bern50,0.05,100.0,2048,0,dev_text,SAT-POISSON,13.0685,0.02717,,0.97402,-0.00813,0.23935,4.72,0.010239999999999999,0.0,0.0,111.96,111.963,1.0,13.0685,,,,,
64,bern50,0.05,100.0,2048,0,dev_text,PRECORRECT,12.8398,0.72447,,1.0,-1.0,61808244442715.3,4.72,0.010239999999999999,0.0,0.0,61.85,61.839,1.0,12.8398,,,,,
64,bern50,0.05,100.0,2048,0,dev_text,GI,12.909,0.01597,,,,,4.72,0.010239999999999999,0.0,0.0,0.05,,,,,,,,
64,bern50,0.05,100.0,2048,0,dev_fine_lines,RQL,6.0831,0.00366,,0.75056,-0.01466,0.155299,4.69,0.010239999999999999,0.0,0.0,162.41,162.406,1.0,6.0826,OK,0.9937,0.65,0.8,False
64,bern50,0.05,100.0,2048,0,dev_fine_lines,POISSON-LIN,6.0722,0.00361,,0.75238,-0.06091,0.125232,4.69,0.010239999999999999,0.0,0.0,123.77,123.771,1.0,6.0615,,,,,
64,bern50,0.05,100.0,2048,0,dev_fine_lines,SAT-POISSON,6.0857,0.00367,,0.75034,-0.01469,0.122081,4.69,0.010239999999999999,0.0,0.0,122.08,122.076,1.0,6.085,,,,,
64,bern50,0.05,100.0,2048,0,dev_fine_lines,PRECORRECT,3.5902,0.0,,1.0,-1.0,60301913064113.34,4.69,0.010239999999999999,0.0,0.0,64.77,64.772,1.0,3.5902,,,,,
64,bern50,0.05,100.0,2048,0,dev_fine_lines,GI,2.1985,0.00945,,,,,4.69,0.010239999999999999,0.0,0.0,0.05,,,,,,,,
64,bern50,0.05,100.0,2048,1,dev_stl_00,RQL,18.5091,0.27478,,0.23623,-0.00727,0.145485,4.73,0.010239999999999999,0.0,0.0,167.62,167.617,1.0,18.5048,OK,1.0446,0.225,0.425,False
64,bern50,0.05,100.0,2048,1,dev_stl_00,POISSON-LIN,18.5813,0.27472,,0.24018,-0.05423,0.115001,4.73,0.010239999999999999,0.0,0.0,129.54,129.538,1.0,18.3608,,,,,
64,bern50,0.05,100.0,2048,1,dev_stl_00,SAT-POISSON,18.5703,0.27491,,0.23458,-0.00727,0.10729,4.73,0.010239999999999999,0.0,0.0,128.53,128.529,1.0,18.5655,,,,,
64,bern50,0.05,100.0,2048,1,dev_stl_00,PRECORRECT,5.9715,0.00012,,1.0,-1.0,61385169561131.73,4.73,0.010239999999999999,0.0,0.0,62.17,62.168,1.0,5.9715,,,,,
64,bern50,0.05,100.0,2048,1,dev_stl_00,GI,3.0132,0.006,,,,,4.73,0.010239999999999999,0.0,0.0,0.05,,,,,,,,
64,bern50,0.05,100.0,2048,1,dev_stl_01,RQL,16.3135,0.15361,,0.29093,-0.00707,0.156965,4.73,0.010239999999999999,0.0,0.0,165.46,165.462,1.0,16.3092,OK,1.0088,0.45,0.475,False
64,bern50,0.05,100.0,2048,1,dev_stl_01,POISSON-LIN,16.3923,0.15418,,0.29332,-0.05406,0.132121,4.73,0.010239999999999999,0.0,0.0,130.27,130.267,1.0,16.2382,,,,,
64,bern50,0.05,100.0,2048,1,dev_stl_01,SAT-POISSON,16.3723,0.15391,,0.28898,-0.00708,0.121823,4.73,0.010239999999999999,0.0,0.0,127.77,127.77,1.0,16.3676,,,,,
64,bern50,0.05,100.0,2048,1,dev_stl_01,PRECORRECT,5.585,8e-05,,1.0,-1.0,219235214.367467,4.73,0.010239999999999999,0.0,0.0,65.87,65.863,0.3,5.585,,,,,
64,bern50,0.05,100.0,2048,1,dev_stl_01,GI,2.4702,-0.00111,,,,,4.73,0.010239999999999999,0.0,0.0,0.05,,,,,,,,
64,bern50,0.05,100.0,2048,1,dev_stl_02,RQL,14.8012,0.13877,,0.37953,-0.01332,0.159246,4.7,0.010239999999999999,0.0,0.0,164.77,164.766,1.0,14.7984,OK,0.9712,0.725,0.65,False
64,bern50,0.05,100.0,2048,1,dev_stl_02,POISSON-LIN,14.8007,0.13853,,0.38309,-0.05971,0.148703,4.7,0.010239999999999999,0.0,0.0,132.72,132.722,1.0,14.7171,,,,,
64,bern50,0.05,100.0,2048,1,dev_stl_02,SAT-POISSON,14.8222,0.13884,,0.37862,-0.01331,0.137675,4.7,0.010239999999999999,0.0,0.0,129.67,129.669,1.0,14.8191,,,,,
64,bern50,0.05,100.0,2048,1,dev_stl_02,PRECORRECT,6.3832,0.00016,,1.0,-1.0,60830243855144.18,4.7,0.010239999999999999,0.0,0.0,62.26,62.257,1.0,6.3832,,,,,
64,bern50,0.05,100.0,2048,1,dev_stl_02,GI,3.337,-5e-05,,,,,4.7,0.010239999999999999,0.0,0.0,0.05,,,,,,,,
64,bern50,0.05,100.0,2048,1,dev_stl_03,RQL,14.8321,0.14952,,0.65558,-0.00654,0.112963,4.73,0.010239999999999999,0.0,0.0,163.98,163.974,1.0,14.8316,OK,0.9562,0.825,0.475,False
64,bern50,0.05,100.0,2048,1,dev_stl_03,POISSON-LIN,14.8376,0.14978,,0.65659,-0.05357,0.110977,4.73,0.010239999999999999,0.0,0.0,127.36,127.354,1.0,14.8182,,,,,
64,bern50,0.05,100.0,2048,1,dev_stl_03,SAT-POISSON,14.7648,0.14814,,0.66066,-0.00651,0.101621,4.73,0.010239999999999999,0.0,0.0,128.27,128.268,1.0,14.7646,,,,,
64,bern50,0.05,100.0,2048,1,dev_stl_03,PRECORRECT,11.1641,0.00429,,1.0,-1.0,62056036038899.01,4.73,0.010239999999999999,0.0,0.0,62.09,62.086,1.0,11.1641,,,,,
64,bern50,0.05,100.0,2048,1,dev_stl_03,GI,9.1558,0.0132,,,,,4.73,0.010239999999999999,0.0,0.0,0.06,,,,,,,,
64,bern50,0.05,100.0,2048,1,dev_text,RQL,13.072,0.02717,,0.97363,0.01881,0.14674,4.85,0.010239999999999999,0.0,0.0,162.65,162.646,1.0,13.0719,OK,1.1003,0.05,0.025,False
64,bern50,0.05,100.0,2048,1,dev_text,POISSON-LIN,13.075,0.02729,,0.97333,-0.0306,0.11164,4.85,0.010239999999999999,0.0,0.0,129.15,129.147,1.0,13.0746,,,,,
64,bern50,0.05,100.0,2048,1,dev_text,SAT-POISSON,13.0748,0.02729,,0.97331,0.01878,0.101601,4.85,0.010239999999999999,0.0,0.0,130.44,130.436,1.0,13.0748,,,,,
64,bern50,0.05,100.0,2048,1,dev_text,PRECORRECT,12.8398,0.72447,,1.0,-1.0,61775729844938.96,4.85,0.010239999999999999,0.0,0.0,62.4,62.402,1.0,12.8398,,,,,
64,bern50,0.05,100.0,2048,1,dev_text,GI,12.8312,0.01631,,,,,4.85,0.010239999999999999,0.0,0.0,0.05,,,,,,,,
64,bern50,0.05,100.0,2048,1,dev_fine_lines,RQL,6.0978,0.00379,,0.74924,0.00402,0.125935,4.78,0.010239999999999999,0.0,0.0,155.85,155.849,1.0,6.0978,OK,1.013,0.425,0.725,False
64,bern50,0.05,100.0,2048,1,dev_fine_lines,POISSON-LIN,6.0779,0.00362,,0.75147,-0.04397,0.126152,4.78,0.010239999999999999,0.0,0.0,119.01,119.001,1.0,6.0719,,,,,
64,bern50,0.05,100.0,2048,1,dev_fine_lines,SAT-POISSON,6.0786,0.00362,,0.75091,0.00404,0.116482,4.78,0.010239999999999999,0.0,0.0,117.46,117.462,1.0,6.0785,,,,,
64,bern50,0.05,100.0,2048,1,dev_fine_lines,PRECORRECT,3.5902,0.0,,1.0,-1.0,62221201548144.555,4.78,0.010239999999999999,0.0,0.0,62.17,62.169,1.0,3.5902,,,,,
64,bern50,0.05,100.0,2048,1,dev_fine_lines,GI,1.989,0.01276,,,,,4.78,0.010239999999999999,0.0,0.0,0.05,,,,,,,,
64,bern50,0.05,200.0,2048,0,dev_stl_00,RQL,18.3906,0.27429,,0.23939,-0.00433,0.282457,9.48,0.020479999999999998,0.0,0.0,167.15,166.049,1.0,18.3895,OK,0.9717,0.625,0.6,False
64,bern50,0.05,200.0,2048,0,dev_stl_00,POISSON-LIN,18.4528,0.27454,,0.24287,-0.05154,0.743781,9.48,0.020479999999999998,0.0,0.0,108.89,108.892,1.0,18.2641,,,,,
64,bern50,0.05,200.0,2048,0,dev_stl_00,SAT-POISSON,18.4096,0.27402,,0.23887,-0.00434,0.226972,9.48,0.020479999999999998,0.0,0.0,133.11,133.112,1.0,18.4084,,,,,
64,bern50,0.05,200.0,2048,0,dev_stl_00,PRECORRECT,5.9715,0.00012,,1.0,-1.0,176288376796.51117,9.48,0.020479999999999998,0.0,0.0,55.42,55.422,1.0,5.9715,,,,,
64,bern50,0.05,200.0,2048,0,dev_stl_00,GI,3.0877,-0.00657,,,,,9.48,0.020479999999999998,0.0,0.0,0.06,,,,,,,,
64,bern50,0.05,200.0,2048,0,dev_stl_01,RQL,15.9427,0.15197,,0.3035,0.00397,0.174235,9.55,0.020479999999999998,0.0,0.0,167.25,167.246,1.0,15.9419,OK,0.9699,0.625,0.075,False
64,bern50,0.05,200.0,2048,0,dev_stl_01,POISSON-LIN,15.9314,0.15188,,0.30667,-0.04401,0.168973,9.55,0.020479999999999998,0.0,0.0,127.92,127.916,1.0,15.8515,,,,,
64,bern50,0.05,200.0,2048,0,dev_stl_01,SAT-POISSON,15.933,0.15193,,0.30384,0.00396,0.15783,9.55,0.020479999999999998,0.0,0.0,127.45,127.45,1.0,15.9321,,,,,
64,bern50,0.05,200.0,2048,0,dev_stl_01,PRECORRECT,2.7795,0.00395,,1.39291,0.00883,53544421714.996864,9.55,0.020479999999999998,0.0,0.0,54.16,54.159,0.3,2.7065,,,,,
64,bern50,0.05,200.0,2048,0,dev_stl_01,GI,2.7795,0.00395,,,,,9.55,0.020479999999999998,0.0,0.0,0.05,,,,,,,,
64,bern50,0.05,200.0,2048,0,dev_stl_02,RQL,14.9634,0.14476,,0.37253,0.01062,0.369212,9.61,0.020479999999999998,0.0,0.0,152.52,152.521,1.0,14.96,OK,0.9772,0.625,0.85,False
64,bern50,0.05,200.0,2048,0,dev_stl_02,POISSON-LIN,14.9578,0.14403,,0.37428,-0.03809,0.369625,9.61,0.020479999999999998,0.0,0.0,104.84,104.837,1.0,14.9193,,,,,
64,bern50,0.05,200.0,2048,0,dev_stl_02,SAT-POISSON,14.9595,0.1451,,0.37269,0.01063,0.294199,9.61,0.020479999999999998,0.0,0.0,122.71,122.714,1.0,14.9562,,,,,
64,bern50,0.05,200.0,2048,0,dev_stl_02,PRECORRECT,3.5917,-0.00483,,1.39911,0.01568,52079672112.79243,9.61,0.020479999999999998,0.0,0.0,53.95,53.945,0.3,3.4662,,,,,
64,bern50,0.05,200.0,2048,0,dev_stl_02,GI,3.5917,-0.00483,,,,,9.61,0.020479999999999998,0.0,0.0,0.05,,,,,,,,
64,bern50,0.05,200.0,2048,0,dev_stl_03,RQL,14.8017,0.14875,,0.65784,0.00719,0.214444,9.58,0.020479999999999998,0.0,0.0,153.63,153.631,1.0,14.8017,OK,0.9187,0.925,0.7,False
64,bern50,0.05,200.0,2048,0,dev_stl_03,POISSON-LIN,14.7719,0.14813,,0.66083,-0.04108,0.305744,9.58,0.020479999999999998,0.0,0.0,109.67,109.669,1.0,14.7624,,,,,
64,bern50,0.05,200.0,2048,0,dev_stl_03,SAT-POISSON,14.7884,0.14865,,0.65887,0.0072,0.232052,9.58,0.020479999999999998,0.0,0.0,123.06,123.059,1.0,14.7882,,,,,
64,bern50,0.05,200.0,2048,0,dev_stl_03,PRECORRECT,9.212,0.02296,,1.26326,0.01217,51692726031.697334,9.58,0.020479999999999998,0.0,0.0,54.27,54.272,0.3,9.1343,,,,,
64,bern50,0.05,200.0,2048,0,dev_stl_03,GI,9.212,0.02296,,,,,9.58,0.020479999999999998,0.0,0.0,0.05,,,,,,,,
64,bern50,0.05,200.0,2048,0,dev_text,RQL,13.0787,0.02779,,0.97287,-2e-05,0.233942,9.52,0.020479999999999998,0.0,0.0,163.55,163.554,1.0,13.0787,OK,1.0883,0.15,0.75,False
64,bern50,0.05,200.0,2048,0,dev_text,POISSON-LIN,13.0769,0.02729,,0.97316,-0.04758,0.231699,9.52,0.020479999999999998,0.0,0.0,131.94,131.944,1.0,13.0762,,,,,
64,bern50,0.05,200.0,2048,0,dev_text,SAT-POISSON,13.0758,0.02727,,0.97319,2e-05,0.215785,9.52,0.020479999999999998,0.0,0.0,131.07,131.069,1.0,13.0758,,,,,
64,bern50,0.05,200.0,2048,0,dev_text,PRECORRECT,12.9338,0.02129,,0.98962,0.00534,51182249614.66825,9.52,0.020479999999999998,0.0,0.0,55.35,55.345,0.3,12.9305,,,,,
64,bern50,0.05,200.0,2048,0,dev_text,GI,12.9338,0.02129,,,,,9.52,0.020479999999999998,0.0,0.0,0.05,,,,,,,,
64,bern50,0.05,200.0,2048,0,dev_fine_lines,RQL,6.1279,0.00393,,0.74667,-0.00602,0.198124,9.46,0.020479999999999998,0.0,0.0,162.61,162.608,1.0,6.1276,OK,1.1146,0.05,0.15,False
64,bern50,0.05,200.0,2048,0,dev_fine_lines,POISSON-LIN,6.1308,0.00393,,0.74739,-0.05308,0.194564,9.46,0.020479999999999998,0.0,0.0,131.64,131.639,1.0,6.1193,,,,,
64,bern50,0.05,200.0,2048,0,dev_fine_lines,SAT-POISSON,6.1135,0.00372,,0.74791,-0.00601,0.236683,9.46,0.020479999999999998,0.0,0.0,129.52,129.516,1.0,6.1133,,,,,
64,bern50,0.05,200.0,2048,0,dev_fine_lines,PRECORRECT,2.0366,0.02626,,1.19589,5e-05,51011832872.1592,9.46,0.020479999999999998,0.0,0.0,56.02,56.022,0.3,2.0364,,,,,
64,bern50,0.05,200.0,2048,0,dev_fine_lines,GI,2.0366,0.02626,,,,,9.46,0.020479999999999998,0.0,0.0,0.05,,,,,,,,
64,bern50,0.05,200.0,2048,1,dev_stl_00,RQL,18.4553,0.2742,,0.23773,0.00873,0.247815,9.6,0.020479999999999998,0.0,0.0,166.26,166.262,1.0,18.4497,OK,0.953,0.725,0.45,False
64,bern50,0.05,200.0,2048,1,dev_stl_00,POISSON-LIN,18.3183,0.27565,,0.24425,-0.03971,0.233336,9.6,0.020479999999999998,0.0,0.0,122.09,122.092,1.0,18.215,,,,,
64,bern50,0.05,200.0,2048,1,dev_stl_00,SAT-POISSON,18.467,0.27387,,0.23741,0.00872,0.206401,9.6,0.020479999999999998,0.0,0.0,121.91,121.906,1.0,18.4616,,,,,
64,bern50,0.05,200.0,2048,1,dev_stl_00,PRECORRECT,3.246,0.00196,,1.38736,0.01406,54550059825.0257,9.6,0.020479999999999998,0.0,0.0,54.68,54.676,0.3,3.1278,,,,,
64,bern50,0.05,200.0,2048,1,dev_stl_00,GI,3.246,0.00196,,,,,9.6,0.020479999999999998,0.0,0.0,0.05,,,,,,,,
64,bern50,0.05,200.0,2048,1,dev_stl_01,RQL,16.1495,0.15546,,0.29633,-0.00188,0.16061,9.51,0.020479999999999998,0.0,0.0,165.81,165.807,1.0,16.1493,OK,0.9791,0.625,0.975,False
64,bern50,0.05,200.0,2048,1,dev_stl_01,POISSON-LIN,16.0109,0.15247,,0.3048,-0.0493,0.164481,9.51,0.020479999999999998,0.0,0.0,127.88,127.875,1.0,15.9047,,,,,
64,bern50,0.05,200.0,2048,1,dev_stl_01,SAT-POISSON,16.0083,0.15251,,0.30119,-0.00184,0.149495,9.51,0.020479999999999998,0.0,0.0,129.81,129.803,1.0,16.0081,,,,,
64,bern50,0.05,200.0,2048,1,dev_stl_01,PRECORRECT,2.7301,0.00367,,1.39256,0.00259,53256850175.666756,9.51,0.020479999999999998,0.0,0.0,54.37,54.374,0.3,2.7087,,,,,
64,bern50,0.05,200.0,2048,1,dev_stl_01,GI,2.7301,0.00367,,,,,9.51,0.020479999999999998,0.0,0.0,0.05,,,,,,,,
64,bern50,0.05,200.0,2048,1,dev_stl_02,RQL,14.9065,0.14059,,0.37502,-0.01335,0.209908,9.4,0.020479999999999998,0.0,0.0,156.18,156.182,1.0,14.9021,OK,1.0034,0.45,0.4,False
64,bern50,0.05,200.0,2048,1,dev_stl_02,POISSON-LIN,14.9483,0.14178,,0.37717,-0.05976,0.216253,9.4,0.020479999999999998,0.0,0.0,120.49,120.49,1.0,14.8525,,,,,
64,bern50,0.05,200.0,2048,1,dev_stl_02,SAT-POISSON,14.9091,0.14133,,0.37491,-0.01335,0.154921,9.4,0.020479999999999998,0.0,0.0,131.11,131.106,1.0,14.9046,,,,,
64,bern50,0.05,200.0,2048,1,dev_stl_02,PRECORRECT,0.1046,-0.00051,,1.19229,-0.48696,200901774.660916,9.4,0.020479999999999998,0.0,0.0,62.76,62.758,0.03,4.8556,,,,,
64,bern50,0.05,200.0,2048,1,dev_stl_02,GI,3.6141,0.0017,,,,,9.4,0.020479999999999998,0.0,0.0,0.05,,,,,,,,
64,bern50,0.05,200.0,2048,1,dev_stl_03,RQL,14.7753,0.14792,,0.65993,0.01335,0.182194,9.64,0.020479999999999998,0.0,0.0,161.13,161.121,1.0,14.7742,OK,1.0905,0.125,0.325,False
64,bern50,0.05,200.0,2048,1,dev_stl_03,POISSON-LIN,14.7583,0.14794,,0.6616,-0.03553,0.161169,9.64,0.020479999999999998,0.0,0.0,132.05,132.046,1.0,14.7523,,,,,
64,bern50,0.05,200.0,2048,1,dev_stl_03,SAT-POISSON,14.7658,0.14808,,0.66066,0.01334,0.152154,9.64,0.020479999999999998,0.0,0.0,129.6,129.604,1.0,14.7646,,,,,
64,bern50,0.05,200.0,2048,1,dev_stl_03,PRECORRECT,9.0492,0.01263,,1.293,0.01832,52332046896.53056,9.64,0.020479999999999998,0.0,0.0,55.02,55.02,0.3,8.9322,,,,,
64,bern50,0.05,200.0,2048,1,dev_stl_03,GI,9.0492,0.01263,,,,,9.64,0.020479999999999998,0.0,0.0,0.05,,,,,,,,
64,bern50,0.05,200.0,2048,1,dev_text,RQL,13.0747,0.02728,,0.97331,-0.00049,0.289435,9.52,0.020479999999999998,0.0,0.0,164.27,164.265,1.0,13.0747,OK,0.9992,0.5,0.2,False
64,bern50,0.05,200.0,2048,1,dev_text,POISSON-LIN,13.0772,0.02736,,0.97313,-0.04808,0.213592,9.52,0.020479999999999998,0.0,0.0,127.16,127.16,1.0,13.0764,,,,,
64,bern50,0.05,200.0,2048,1,dev_text,SAT-POISSON,13.0745,0.02728,,0.97335,-0.0005,0.244337,9.52,0.020479999999999998,0.0,0.0,130.68,130.681,1.0,13.0745,,,,,
64,bern50,0.05,200.0,2048,1,dev_text,PRECORRECT,13.0506,0.02349,,0.97629,0.00467,51618255529.11144,9.52,0.020479999999999998,0.0,0.0,54.86,54.856,0.3,13.0482,,,,,
64,bern50,0.05,200.0,2048,1,dev_text,GI,13.0506,0.02349,,,,,9.52,0.020479999999999998,0.0,0.0,0.06,,,,,,,,
64,bern50,0.05,200.0,2048,1,dev_fine_lines,RQL,6.1558,0.00417,,0.74426,-0.0024,0.186094,9.5,0.020479999999999998,0.0,0.0,166.64,166.645,1.0,6.1557,OK,1.0424,0.25,0.45,False
64,bern50,0.05,200.0,2048,1,dev_fine_lines,POISSON-LIN,6.0926,0.00367,,0.75043,-0.04978,0.186119,9.5,0.020479999999999998,0.0,0.0,134.55,134.548,1.0,6.084,,,,,
64,bern50,0.05,200.0,2048,1,dev_fine_lines,SAT-POISSON,6.0884,0.00364,,0.75005,-0.00238,0.227286,9.5,0.020479999999999998,0.0,0.0,131.01,131.014,1.0,6.0884,,,,,
64,bern50,0.05,200.0,2048,1,dev_fine_lines,PRECORRECT,2.2171,0.04265,,1.17401,0.00379,52255409870.15441,9.5,0.020479999999999998,0.0,0.0,55.16,55.158,0.3,2.1968,,,,,
64,bern50,0.05,200.0,2048,1,dev_fine_lines,GI,2.2171,0.04265,,,,,9.5,0.020479999999999998,0.0,0.0,0.05,,,,,,,,
64,bern50,0.05,500.0,2048,0,dev_stl_00,RQL,18.6282,0.27625,,0.2329,-0.0001,0.356646,23.79,0.051199999999999996,0.0,0.0,182.03,181.021,1.0,18.6282,OK,0.9375,0.8,0.425,False
64,bern50,0.05,500.0,2048,0,dev_stl_00,POISSON-LIN,18.5944,0.27604,,0.23849,-0.04769,0.3456,23.79,0.051199999999999996,0.0,0.0,139.29,139.291,1.0,18.422,,,,,
64,bern50,0.05,500.0,2048,0,dev_stl_00,SAT-POISSON,18.5805,0.27668,,0.23418,-9e-05,0.340215,23.79,0.051199999999999996,0.0,0.0,133.56,133.551,1.0,18.5805,,,,,
64,bern50,0.05,500.0,2048,0,dev_stl_00,PRECORRECT,3.1705,0.00507,,1.38196,0.00105,62579840557.65695,23.79,0.051199999999999996,0.0,0.0,55.3,55.299,0.3,3.1616,,,,,
64,bern50,0.05,500.0,2048,0,dev_stl_00,GI,3.1705,0.00507,,,,,23.79,0.051199999999999996,0.0,0.0,0.05,,,,,,,,
64,bern50,0.05,500.0,2048,0,dev_stl_01,RQL,16.1676,0.15334,,0.29575,-0.00348,0.86799,23.72,0.051199999999999996,0.0,0.0,146.53,146.526,1.0,16.1664,OK,0.8869,0.95,0.35,False
64,bern50,0.05,500.0,2048,0,dev_stl_01,POISSON-LIN,16.0054,0.15279,,0.3052,-0.05075,0.389506,23.72,0.051199999999999996,0.0,0.0,134.88,134.876,1.0,15.8933,,,,,
64,bern50,0.05,500.0,2048,0,dev_stl_01,SAT-POISSON,15.9805,0.15259,,0.30217,-0.00347,0.403371,23.72,0.051199999999999996,0.0,0.0,128.67,128.672,1.0,15.98,,,,,
64,bern50,0.05,500.0,2048,0,dev_stl_01,PRECORRECT,2.712,0.00914,,1.38979,-0.00168,62070381171.50808,23.72,0.051199999999999996,0.0,0.0,52.62,52.623,0.3,2.726,,,,,
64,bern50,0.05,500.0,2048,0,dev_stl_01,GI,2.712,0.00914,,,,,23.72,0.051199999999999996,0.0,0.0,0.05,,,,,,,,
64,bern50,0.05,500.0,2048,0,dev_stl_02,RQL,14.9162,0.14158,,0.37442,0.00202,0.421048,23.84,0.051199999999999996,0.0,0.0,169.51,169.506,1.0,14.9161,OK,0.9594,0.775,0.225,False
64,bern50,0.05,500.0,2048,0,dev_stl_02,POISSON-LIN,14.9195,0.14159,,0.37665,-0.04577,0.412948,23.84,0.051199999999999996,0.0,0.0,134.0,133.994,1.0,14.8646,,,,,
64,bern50,0.05,500.0,2048,0,dev_stl_02,SAT-POISSON,14.916,0.14164,,0.37443,0.00202,0.4061,23.84,0.051199999999999996,0.0,0.0,128.73,128.73,1.0,14.9159,,,,,
64,bern50,0.05,500.0,2048,0,dev_stl_02,PRECORRECT,3.8364,0.00412,,1.3463,0.00446,61821562270.75803,23.84,0.051199999999999996,0.0,0.0,52.98,52.977,0.3,3.8004,,,,,
64,bern50,0.05,500.0,2048,0,dev_stl_02,GI,3.8364,0.00412,,,,,23.84,0.051199999999999996,0.0,0.0,0.05,,,,,,,,
64,bern50,0.05,500.0,2048,0,dev_stl_03,RQL,14.8686,0.14994,,0.65286,-0.00646,0.406963,23.65,0.051199999999999996,0.0,0.0,169.64,169.64,1.0,14.8678,OK,0.9555,0.775,0.45,False
64,bern50,0.05,500.0,2048,0,dev_stl_03,POISSON-LIN,14.7758,0.14815,,0.66105,-0.05345,2.905656,23.65,0.051199999999999996,0.0,0.0,110.88,110.878,1.0,14.7594,,,,,
64,bern50,0.05,500.0,2048,0,dev_stl_03,SAT-POISSON,14.7665,0.14826,,0.66053,-0.00645,0.396174,23.65,0.051199999999999996,0.0,0.0,129.59,129.595,1.0,14.7663,,,,,
64,bern50,0.05,500.0,2048,0,dev_stl_03,PRECORRECT,9.3666,0.02191,,1.22565,-0.00475,62294304464.80388,23.65,0.051199999999999996,0.0,0.0,52.59,52.592,0.3,9.3968,,,,,
64,bern50,0.05,500.0,2048,0,dev_stl_03,GI,9.3666,0.02191,,,,,23.65,0.051199999999999996,0.0,0.0,0.05,,,,,,,,
64,bern50,0.05,500.0,2048,0,dev_text,RQL,13.0724,0.02731,,0.97358,-0.00868,0.502459,23.6,0.051199999999999996,0.0,0.0,167.74,167.738,1.0,13.0723,OK,1.1217,0.1,0.875,False
64,bern50,0.05,500.0,2048,0,dev_text,POISSON-LIN,13.073,0.02733,,0.9736,-0.05547,0.495428,23.6,0.051199999999999996,0.0,0.0,130.63,130.627,1.0,13.0722,,,,,
64,bern50,0.05,500.0,2048,0,dev_text,SAT-POISSON,13.0699,0.02721,,0.97386,-0.00866,0.482621,23.6,0.051199999999999996,0.0,0.0,127.96,127.959,1.0,13.0699,,,,,
64,bern50,0.05,500.0,2048,0,dev_text,PRECORRECT,13.3972,0.03527,,0.93771,-0.00592,60741704445.16493,23.6,0.051199999999999996,0.0,0.0,52.92,52.911,0.3,13.3985,,,,,
64,bern50,0.05,500.0,2048,0,dev_text,GI,13.3972,0.03527,,,,,23.6,0.051199999999999996,0.0,0.0,0.05,,,,,,,,
64,bern50,0.05,500.0,2048,0,dev_fine_lines,RQL,6.092,0.00366,,0.74974,0.00364,1.155895,23.88,0.051199999999999996,0.0,0.0,145.87,145.869,1.0,6.092,OK,1.0664,0.175,0.775,False
64,bern50,0.05,500.0,2048,0,dev_fine_lines,POISSON-LIN,6.0889,0.00365,,0.75058,-0.0443,0.475852,23.88,0.051199999999999996,0.0,0.0,136.28,136.279,1.0,6.0823,,,,,
64,bern50,0.05,500.0,2048,0,dev_fine_lines,SAT-POISSON,6.0846,0.00364,,0.75038,0.00364,0.802401,23.88,0.051199999999999996,0.0,0.0,117.79,117.782,1.0,6.0846,,,,,
64,bern50,0.05,500.0,2048,0,dev_fine_lines,PRECORRECT,2.2978,0.05279,,1.16462,0.00583,64065770094.25736,23.88,0.051199999999999996,0.0,0.0,56.83,56.828,0.3,2.2665,,,,,
64,bern50,0.05,500.0,2048,0,dev_fine_lines,GI,2.2978,0.05279,,,,,23.88,0.051199999999999996,0.0,0.0,0.05,,,,,,,,
64,bern50,0.05,500.0,2048,1,dev_stl_00,RQL,18.435,0.27442,,0.23855,0.0143,0.56992,24.13,0.051199999999999996,0.0,0.0,160.97,160.969,1.0,18.42,OK,0.953,0.675,0.375,False
