image,illum,link,photons,seed,method,PSNR,SSIM,LPIPS,angerr,pearson
deer,GAM4,LOG,10000.0,0,GI,11.9634,0.178651,0.693261,33.594,0.640206
dog,GAM4,LOG,10000.0,0,GI,2.71671,0.0224386,1.19112,39.6703,0.123647
horse,GAM4,LOG,10000.0,0,GI,6.92707,0.128175,0.912003,38.3722,0.352943
airplane,GAM4,LOG,10000.0,0,GI,7.52087,0.0811854,1.03032,38.4212,0.312219
car,GAM4,LOG,10000.0,0,GI,11.3766,0.230553,0.871292,34.5339,0.621632
ship,GAM4,LOG,10000.0,0,GI,4.4256,0.0396305,1.21881,38.7268,0.281831
truck,GAM4,LOG,10000.0,0,GI,12.9627,0.368431,0.679299,34.5141,0.610267
cat,GAM4,LOG,10000.0,0,DGI,2.31689,0.0724323,0.940783,56.0759,0.356879
deer,GAM4,LOG,10000.0,0,DGI,6.38617,0.112286,0.616565,43.3016,0.653663
dog,GAM4,LOG,10000.0,0,DGI,-4.50832,0.00807508,1.19909,62.0104,0.101251
horse,GAM4,LOG,10000.0,0,DGI,0.297182,0.065318,0.904091,57.4969,0.28617
airplane,GAM4,LOG,10000.0,0,DGI,0.58129,0.0329316,1.05621,58.5204,0.275695
car,GAM4,LOG,10000.0,0,DGI,6.07403,0.154763,0.755744,45.3587,0.593122
ship,GAM4,LOG,10000.0,0,DGI,-2.4958,0.0183357,1.19489,59.3374,0.226671
truck,GAM4,LOG,10000.0,0,DGI,7.75702,0.253147,0.710968,45.7726,0.572945
cat,GAM4,LOG,10000.0,0,CORR,8.54282,0.141209,0.974712,39.395,0.372033
deer,GAM4,LOG,10000.0,0,CORR,11.4141,0.157561,0.682105,35.5442,0.605438
dog,GAM4,LOG,10000.0,0,CORR,2.27661,0.0178406,1.20417,41.1532,0.103354
horse,GAM4,LOG,10000.0,0,CORR,6.41702,0.112616,0.973949,40.0942,0.328448
airplane,GAM4,LOG,10000.0,0,CORR,7.0332,0.0701726,1.0275,40.1374,0.280617
car,GAM4,LOG,10000.0,0,CORR,10.7069,0.20125,0.900803,37.0954,0.572465
ship,GAM4,LOG,10000.0,0,CORR,3.95256,0.0331361,1.22152,40.3782,0.253177
truck,GAM4,LOG,10000.0,0,CORR,12.4288,0.34042,0.725858,36.5015,0.572391
cat,GAM4,LOG,10000.0,0,SIR-10,8.84304,0.158725,0.967426,38.2544,0.397991
deer,GAM4,LOG,10000.0,0,SIR-10,11.8512,0.174546,0.715635,34.0044,0.632464
dog,GAM4,LOG,10000.0,0,SIR-10,2.59027,0.0217157,1.19248,40.0851,0.120578
horse,GAM4,LOG,10000.0,0,SIR-10,6.84919,0.125504,0.928864,38.6781,0.344873
airplane,GAM4,LOG,10000.0,0,SIR-10,7.44933,0.0796281,1.0213,38.6596,0.308905
car,GAM4,LOG,10000.0,0,SIR-10,11.2419,0.224997,0.876203,34.9938,0.613996
ship,GAM4,LOG,10000.0,0,SIR-10,4.35989,0.0412398,1.20987,38.9261,0.281482
truck,GAM4,LOG,10000.0,0,SIR-10,12.8553,0.362909,0.684179,34.8648,0.604784
cat,GAM4,LOG,10000.0,0,SIR-20,8.902,0.161567,0.970057,38.0518,0.401431
deer,GAM4,LOG,10000.0,0,SIR-20,11.9104,0.175591,0.702764,33.818,0.635244
dog,GAM4,LOG,10000.0,0,SIR-20,2.60821,0.0224174,1.18667,40.019,0.123143
horse,GAM4,LOG,10000.0,0,SIR-20,6.88608,0.12651,0.930066,38.5425,0.347785
airplane,GAM4,LOG,10000.0,0,SIR-20,7.48342,0.0797725,1.03105,38.5637,0.30836
car,GAM4,LOG,10000.0,0,SIR-20,11.3123,0.228405,0.86779,34.7607,0.617652
ship,GAM4,LOG,10000.0,0,SIR-20,4.3902,0.0416279,1.20245,38.822,0.28321
truck,GAM4,LOG,10000.0,0,SIR-20,12.9158,0.365238,0.676812,34.6821,0.607181
cat,GAM4,LOG,10000.0,0,WHITEN-LW,8.94348,0.162536,0.971339,37.9264,0.402403
deer,GAM4,LOG,10000.0,0,WHITEN-LW,11.9634,0.178651,0.693261,33.594,0.640206
dog,GAM4,LOG,10000.0,0,WHITEN-LW,2.71671,0.0224386,1.19112,39.6703,0.123647
horse,GAM4,LOG,10000.0,0,WHITEN-LW,6.92707,0.128175,0.912003,38.3722,0.352943
airplane,GAM4,LOG,10000.0,0,WHITEN-LW,7.52087,0.0811854,1.03032,38.4212,0.312219
car,GAM4,LOG,10000.0,0,WHITEN-LW,11.3766,0.230553,0.871292,34.5339,0.621632
ship,GAM4,LOG,10000.0,0,WHITEN-LW,4.4256,0.0396305,1.21881,38.7268,0.281831
truck,GAM4,LOG,10000.0,0,WHITEN-LW,12.9627,0.368431,0.679299,34.5141,0.610267
cat,GAM4,LOG,10000.0,0,WHITEN-OR,8.94348,0.162536,0.971339,37.9264,0.402403
deer,GAM4,LOG,10000.0,0,WHITEN-OR,11.9634,0.178651,0.693261,33.594,0.640206
dog,GAM4,LOG,10000.0,0,WHITEN-OR,2.71671,0.0224386,1.19112,39.6703,0.123647
horse,GAM4,LOG,10000.0,0,WHITEN-OR,6.92707,0.128175,0.912003,38.3722,0.352943
airplane,GAM4,LOG,10000.0,0,WHITEN-OR,7.52087,0.0811854,1.03032,38.4212,0.312219
car,GAM4,LOG,10000.0,0,WHITEN-OR,11.3766,0.230553,0.871292,34.5339,0.621632
ship,GAM4,LOG,10000.0,0,WHITEN-OR,4.4256,0.0396305,1.21881,38.7268,0.281831
truck,GAM4,LOG,10000.0,0,WHITEN-OR,12.9627,0.368431,0.679299,34.5141,0.610267
cat,GAM4,LOG,10000.0,0,SCORE-OR,7.41972,0.0983459,0.999967,43.7935,0.275424
deer,GAM4,LOG,10000.0,0,SCORE-OR,10.2244,0.127,0.763297,40.5002,0.503064
dog,GAM4,LOG,10000.0,0,SCORE-OR,1.26678,0.0163399,1.17599,44.4803,0.0901065
horse,GAM4,LOG,10000.0,0,SCORE-OR,5.57802,0.0909761,0.948369,43.2403,0.266845
airplane,GAM4,LOG,10000.0,0,SCORE-OR,6.19416,0.054634,1.04259,43.087,0.234956
car,GAM4,LOG,10000.0,0,SCORE-OR,9.54391,0.149461,1.08862,41.9568,0.474342
ship,GAM4,LOG,10000.0,0,SCORE-OR,3.1121,0.0218857,1.2221,43.5114,0.187498
truck,GAM4,LOG,10000.0,0,SCORE-OR,11.308,0.261495,0.81531,41.0929,0.478915
cat,GAM4,LOG,10000.0,0,RANKG,8.76777,0.15403,0.986575,38.5943,0.386762
deer,GAM4,LOG,10000.0,0,RANKG,11.8582,0.176749,0.699278,33.9669,0.633456
dog,GAM4,LOG,10000.0,0,RANKG,2.60075,0.0223291,1.18803,40.0529,0.120181
horse,GAM4,LOG,10000.0,0,RANKG,6.8181,0.12596,0.928152,38.7497,0.346525
airplane,GAM4,LOG,10000.0,0,RANKG,7.41507,0.0788587,0.987471,38.7538,0.309724
car,GAM4,LOG,10000.0,0,RANKG,11.233,0.220832,0.915537,35.084,0.610863
ship,GAM4,LOG,10000.0,0,RANKG,4.2736,0.0372734,1.2388,39.2665,0.271019
truck,GAM4,LOG,10000.0,0,RANKG,12.8237,0.358319,0.688376,35.0434,0.599691
cat,GAM4,LOG,10000.0,0,L-ISOTRON,8.94371,0.162544,0.971346,37.9257,0.402415
deer,GAM4,LOG,10000.0,0,L-ISOTRON,11.9634,0.178651,0.693261,33.594,0.640206
dog,GAM4,LOG,10000.0,0,L-ISOTRON,2.71686,0.0224398,1.19112,39.6699,0.12365
horse,GAM4,LOG,10000.0,0,L-ISOTRON,6.92707,0.128175,0.912003,38.3722,0.352943
airplane,GAM4,LOG,10000.0,0,L-ISOTRON,7.52087,0.0811854,1.03032,38.4212,0.312219
car,GAM4,LOG,10000.0,0,L-ISOTRON,11.3766,0.230553,0.871292,34.5339,0.621632
ship,GAM4,LOG,10000.0,0,L-ISOTRON,4.4256,0.0396305,1.21881,38.7268,0.281831
truck,GAM4,LOG,10000.0,0,L-ISOTRON,12.9627,0.368431,0.679299,34.5141,0.610267
cat,GAM4,LOG,10000.0,0,MLE-OR,12.8151,0.224954,0.986618,27.5412,0.402538
deer,GAM4,LOG,10000.0,0,MLE-OR,13.6298,0.216512,0.70781,29.8688,0.640249
dog,GAM4,LOG,10000.0,0,MLE-OR,7.67902,0.0374447,1.13245,25.234,0.123603
horse,GAM4,LOG,10000.0,0,MLE-OR,10.8173,0.170341,0.938285,27.6545,0.353013
airplane,GAM4,LOG,10000.0,0,MLE-OR,11.8536,0.123841,1.0055,26.3998,0.312215
car,GAM4,LOG,10000.0,0,MLE-OR,12.7943,0.25866,0.87299,31.2074,0.6218
ship,GAM4,LOG,10000.0,0,MLE-OR,8.87697,0.0626176,1.18347,26.2436,0.281848
truck,GAM4,LOG,10000.0,0,MLE-OR,14.5193,0.392866,0.683393,30.8214,0.610356
cat,GAM4,SAT30,10000.0,1,GI,8.83818,0.144436,0.97839,38.6834,0.361802
deer,GAM4,SAT30,10000.0,1,GI,11.8591,0.194477,0.707052,34.1094,0.627208
dog,GAM4,SAT30,10000.0,1,GI,2.64706,0.0185489,1.17683,39.929,0.112923
horse,GAM4,SAT30,10000.0,1,GI,6.91825,0.129036,0.960849,38.6045,0.332771
airplane,GAM4,SAT30,10000.0,1,GI,7.49101,0.072904,1.08952,38.6005,0.301233
car,GAM4,SAT30,10000.0,1,GI,11.1928,0.230604,0.843326,35.3225,0.604098
ship,GAM4,SAT30,10000.0,1,GI,4.2773,0.039055,1.25312,39.4768,0.242257
truck,GAM4,SAT30,10000.0,1,GI,12.9351,0.352647,0.745863,34.7408,0.602474
cat,GAM4,SAT30,10000.0,1,DGI,2.00467,0.062426,0.947358,57.4861,0.322789
deer,GAM4,SAT30,10000.0,1,DGI,6.21738,0.115063,0.599321,43.9872,0.642806
dog,GAM4,SAT30,10000.0,1,DGI,-4.78674,0.00581918,1.21509,62.9025,0.076603
horse,GAM4,SAT30,10000.0,1,DGI,-0.0580764,0.0599372,0.970422,58.7322,0.265726
airplane,GAM4,SAT30,10000.0,1,DGI,0.341141,0.0287124,1.05593,59.1184,0.275437
car,GAM4,SAT30,10000.0,1,DGI,5.79871,0.148914,0.868831,46.5314,0.573529
ship,GAM4,SAT30,10000.0,1,DGI,-3.04887,0.0165037,1.18341,61.1505,0.196784
truck,GAM4,SAT30,10000.0,1,DGI,7.28537,0.225579,0.735256,47.4399,0.548686
cat,GAM4,SAT30,10000.0,1,CORR,8.32696,0.125863,1.02916,40.541,0.326498
deer,GAM4,SAT30,10000.0,1,CORR,11.2399,0.173362,0.71334,36.3737,0.585494
dog,GAM4,SAT30,10000.0,1,CORR,2.19172,0.0123387,1.16823,41.4421,0.0992002
horse,GAM4,SAT30,10000.0,1,CORR,6.41054,0.115037,0.951193,40.3825,0.303322
airplane,GAM4,SAT30,10000.0,1,CORR,6.94406,0.061118,1.1249,40.5162,0.267791
car,GAM4,SAT30,10000.0,1,CORR,10.5675,0.205961,0.863827,37.6952,0.559527
ship,GAM4,SAT30,10000.0,1,CORR,3.85615,0.0322485,1.22317,40.9148,0.222882
truck,GAM4,SAT30,10000.0,1,CORR,12.2382,0.30593,0.811337,37.4634,0.547291
cat,GAM4,SAT30,10000.0,1,SIR-10,8.74512,0.141097,0.99598,39.022,0.355054
deer,GAM4,SAT30,10000.0,1,SIR-10,11.727,0.188471,0.716837,34.6264,0.616651
dog,GAM4,SAT30,10000.0,1,SIR-10,2.58424,0.0171365,1.14037,40.1323,0.112359
horse,GAM4,SAT30,10000.0,1,SIR-10,6.80641,0.127105,0.984404,38.9644,0.329055
airplane,GAM4,SAT30,10000.0,1,SIR-10,7.35691,0.0707319,1.08658,39.0378,0.296418
car,GAM4,SAT30,10000.0,1,SIR-10,11.0521,0.223162,0.874725,35.842,0.594524
ship,GAM4,SAT30,10000.0,1,SIR-10,4.16853,0.0371948,1.26901,39.841,0.237916
truck,GAM4,SAT30,10000.0,1,SIR-10,12.7802,0.345264,0.77822,35.2851,0.592834
cat,GAM4,SAT30,10000.0,1,SIR-20,8.78547,0.142879,0.994641,38.8795,0.357577
deer,GAM4,SAT30,10000.0,1,SIR-20,11.799,0.192718,0.72344,34.3248,0.623266
dog,GAM4,SAT30,10000.0,1,SIR-20,2.63535,0.0181332,1.16606,39.9689,0.112221
horse,GAM4,SAT30,10000.0,1,SIR-20,6.83236,0.127299,0.962706,38.8726,0.33072
airplane,GAM4,SAT30,10000.0,1,SIR-20,7.41524,0.0725178,1.07819,38.8436,0.298959
car,GAM4,SAT30,10000.0,1,SIR-20,11.1305,0.226423,0.866642,35.5724,0.598954
ship,GAM4,SAT30,10000.0,1,SIR-20,4.20757,0.0378494,1.26533,39.7037,0.24031
truck,GAM4,SAT30,10000.0,1,SIR-20,12.8431,0.346723,0.764185,35.0638,0.596746
cat,GAM4,SAT30,10000.0,1,WHITEN-LW,8.83834,0.144443,0.978397,38.6828,0.361813
deer,GAM4,SAT30,10000.0,1,WHITEN-LW,11.8594,0.194486,0.707036,34.1085,0.627226
dog,GAM4,SAT30,10000.0,1,WHITEN-LW,2.64719,0.0185499,1.17682,39.9286,0.112927
horse,GAM4,SAT30,10000.0,1,WHITEN-LW,6.9184,0.129042,0.960843,38.604,0.332781
airplane,GAM4,SAT30,10000.0,1,WHITEN-LW,7.49116,0.0729068,1.08951,38.6,0.301243
car,GAM4,SAT30,10000.0,1,WHITEN-LW,11.1931,0.230613,0.843301,35.3217,0.604114
ship,GAM4,SAT30,10000.0,1,WHITEN-LW,4.27745,0.0390563,1.25312,39.4763,0.242265
truck,GAM4,SAT30,10000.0,1,WHITEN-LW,12.9353,0.35266,0.745837,34.74,0.60249
cat,GAM4,SAT30,10000.0,1,WHITEN-OR,8.83818,0.144436,0.97839,38.6834,0.361802
deer,GAM4,SAT30,10000.0,1,WHITEN-OR,11.8591,0.194477,0.707052,34.1094,0.627208
dog,GAM4,SAT30,10000.0,1,WHITEN-OR,2.64706,0.0185489,1.17683,39.929,0.112923
horse,GAM4,SAT30,10000.0,1,WHITEN-OR,6.91825,0.129036,0.960849,38.6045,0.332771
airplane,GAM4,SAT30,10000.0,1,WHITEN-OR,7.49101,0.072904,1.08952,38.6005,0.301233
car,GAM4,SAT30,10000.0,1,WHITEN-OR,11.1928,0.230604,0.843326,35.3225,0.604098
ship,GAM4,SAT30,10000.0,1,WHITEN-OR,4.2773,0.039055,1.25312,39.4768,0.242257
truck,GAM4,SAT30,10000.0,1,WHITEN-OR,12.9351,0.352647,0.745863,34.7408,0.602474
cat,GAM4,SAT30,10000.0,1,SCORE-OR,7.47792,0.107348,1.05354,43.3535,0.296979
deer,GAM4,SAT30,10000.0,1,SCORE-OR,10.0969,0.135765,0.688589,40.8291,0.501686
dog,GAM4,SAT30,10000.0,1,SCORE-OR,1.29716,0.0118015,1.16171,44.4415,0.0748632
horse,GAM4,SAT30,10000.0,1,SCORE-OR,5.64849,0.0859466,1.0085,43.4034,0.233461
airplane,GAM4,SAT30,10000.0,1,SCORE-OR,6.03219,0.0472441,1.12331,43.7314,0.21912
car,GAM4,SAT30,10000.0,1,SCORE-OR,9.49341,0.15797,0.973859,42.2078,0.468424
ship,GAM4,SAT30,10000.0,1,SCORE-OR,2.79787,0.0287785,1.26365,44.5304,0.183038
truck,GAM4,SAT30,10000.0,1,SCORE-OR,11.1633,0.255669,0.86379,41.7903,0.462403
cat,GAM4,SAT30,10000.0,1,RANKG,8.74035,0.14323,0.997675,38.9645,0.361323
deer,GAM4,SAT30,10000.0,1,RANKG,11.708,0.189163,0.691494,34.5797,0.620442
dog,GAM4,SAT30,10000.0,1,RANKG,2.47561,0.017693,1.16873,40.4934,0.10877
horse,GAM4,SAT30,10000.0,1,RANKG,6.9186,0.126386,0.978267,38.6752,0.325664
airplane,GAM4,SAT30,10000.0,1,RANKG,7.34933,0.0701362,1.10255,39.0596,0.296501
car,GAM4,SAT30,10000.0,1,RANKG,11.0926,0.227368,0.866316,35.7241,0.595846
ship,GAM4,SAT30,10000.0,1,RANKG,4.13294,0.0398812,1.24221,39.935,0.239789
truck,GAM4,SAT30,10000.0,1,RANKG,12.7707,0.345232,0.762845,35.3601,0.590288
cat,GAM4,SAT30,10000.0,1,L-ISOTRON,8.83834,0.144443,0.978397,38.6828,0.361813
deer,GAM4,SAT30,10000.0,1,L-ISOTRON,11.8596,0.194497,0.707016,34.1074,0.627246
dog,GAM4,SAT30,10000.0,1,L-ISOTRON,2.64719,0.0185499,1.17682,39.9286,0.112927
horse,GAM4,SAT30,10000.0,1,L-ISOTRON,6.91857,0.129049,0.960845,38.6034,0.332793
airplane,GAM4,SAT30,10000.0,1,L-ISOTRON,7.49136,0.0729104,1.0895,38.5993,0.301255
car,GAM4,SAT30,10000.0,1,L-ISOTRON,11.0521,0.223162,0.874725,35.842,0.594524
ship,GAM4,SAT30,10000.0,1,L-ISOTRON,4.27745,0.0390563,1.25312,39.4763,0.242265
truck,GAM4,SAT30,10000.0,1,L-ISOTRON,12.9353,0.35266,0.745837,34.74,0.60249
cat,GAM4,SAT30,10000.0,1,MLE-OR,12.5518,0.197468,0.974163,28.4214,0.361841
deer,GAM4,SAT30,10000.0,1,MLE-OR,13.517,0.237476,0.729581,30.3075,0.627265
dog,GAM4,SAT30,10000.0,1,MLE-OR,7.70293,0.0325803,1.11494,25.1886,0.113027
horse,GAM4,SAT30,10000.0,1,MLE-OR,10.8082,0.171092,0.964648,27.76,0.332901
airplane,GAM4,SAT30,10000.0,1,MLE-OR,12.0074,0.112539,1.06667,26.0463,0.301322
car,GAM4,SAT30,10000.0,1,MLE-OR,12.6357,0.260635,0.84891,31.8406,0.604194
ship,GAM4,SAT30,10000.0,1,MLE-OR,8.7654,0.0618877,1.22941,26.6509,0.242302
truck,GAM4,SAT30,10000.0,1,MLE-OR,14.4679,0.372721,0.800749,31.0396,0.602513
cat,GAM4,SAT50,10000.0,1,GI,7.149,0.0885696,1.08787,44.8086,0.258115
deer,GAM4,SAT50,10000.0,1,GI,9.69486,0.114392,0.788797,42.8827,0.451825
dog,GAM4,SAT50,10000.0,1,GI,1.00744,0.0114382,1.21321,45.4229,0.0660643
horse,GAM4,SAT50,10000.0,1,GI,5.04157,0.0801099,1.0407,45.2722,0.230181
airplane,GAM4,SAT50,10000.0,1,GI,5.61676,0.038458,1.04842,45.4322,0.175379
car,GAM4,SAT50,10000.0,1,GI,9.32438,0.151591,0.994508,43.0715,0.447584
ship,GAM4,SAT50,10000.0,1,GI,2.60499,0.0264334,1.21269,45.2023,0.175261
truck,GAM4,SAT50,10000.0,1,GI,10.6488,0.232276,0.987772,43.7955,0.427731
cat,GAM4,SAT50,10000.0,1,DGI,0.272734,0.0340951,1.00232,63.7537,0.205571
deer,GAM4,SAT50,10000.0,1,DGI,4.01053,0.0553905,0.72908,55.2364,0.430511
dog,GAM4,SAT50,10000.0,1,DGI,-5.79861,0.00213853,1.1682,65.784,0.0279941
horse,GAM4,SAT50,10000.0,1,DGI,-1.57142,0.0303202,0.951942,64.4259,0.150186
airplane,GAM4,SAT50,10000.0,1,DGI,-0.992777,0.014345,1.0261,64.3872,0.141336
car,GAM4,SAT50,10000.0,1,DGI,3.76849,0.0764033,0.987456,56.48,0.387744
ship,GAM4,SAT50,10000.0,1,DGI,-4.45569,0.0112681,1.16409,65.3416,0.138667
truck,GAM4,SAT50,10000.0,1,DGI,5.04018,0.122608,0.901843,57.8882,0.355259
cat,GAM4,SAT50,10000.0,1,CORR,6.7758,0.075623,1.11938,46.2129,0.234904
deer,GAM4,SAT50,10000.0,1,CORR,9.23966,0.0979883,0.830715,45.0104,0.405405
dog,GAM4,SAT50,10000.0,1,CORR,0.651489,0.00987499,1.2615,46.5838,0.0663358
horse,GAM4,SAT50,10000.0,1,CORR,4.67881,0.0668415,1.02173,46.7003,0.202495
airplane,GAM4,SAT50,10000.0,1,CORR,5.35483,0.0388691,1.11886,46.4014,0.159699
car,GAM4,SAT50,10000.0,1,CORR,8.94306,0.139399,1.03051,44.6748,0.417379
ship,GAM4,SAT50,10000.0,1,CORR,2.33862,0.0211789,1.23261,46.2767,0.149005
truck,GAM4,SAT50,10000.0,1,CORR,10.263,0.201926,1.0518,45.6221,0.387494
cat,GAM4,SAT50,10000.0,1,SIR-10,7.00104,0.0852421,1.08504,45.3329,0.251311
deer,GAM4,SAT50,10000.0,1,SIR-10,9.65049,0.109796,0.808745,43.096,0.446968
dog,GAM4,SAT50,10000.0,1,SIR-10,0.821929,0.010659,1.22026,46.0308,0.0655812
horse,GAM4,SAT50,10000.0,1,SIR-10,4.99385,0.0808883,1.02549,45.459,0.226545
airplane,GAM4,SAT50,10000.0,1,SIR-10,5.42389,0.0371691,1.05784,46.2337,0.154749
car,GAM4,SAT50,10000.0,1,SIR-10,9.16668,0.149108,1.00196,43.7226,0.435541
ship,GAM4,SAT50,10000.0,1,SIR-10,2.44341,0.0235084,1.21275,45.7363,0.172042
truck,GAM4,SAT50,10000.0,1,SIR-10,10.504,0.22006,1.0049,44.4747,0.412818
cat,GAM4,SAT50,10000.0,1,SIR-20,6.95407,0.0841592,1.07947,45.533,0.24656
deer,GAM4,SAT50,10000.0,1,SIR-20,9.60424,0.112454,0.788942,43.2423,0.445459
dog,GAM4,SAT50,10000.0,1,SIR-20,0.886889,0.0102922,1.22706,45.8294,0.0629782
horse,GAM4,SAT50,10000.0,1,SIR-20,5.02561,0.0810161,1.05388,45.3538,0.227347
airplane,GAM4,SAT50,10000.0,1,SIR-20,5.46804,0.0373758,1.05635,45.9963,0.164984
car,GAM4,SAT50,10000.0,1,SIR-20,9.26286,0.148555,1.00406,43.3361,0.442367
ship,GAM4,SAT50,10000.0,1,SIR-20,2.40757,0.0215222,1.21425,45.9141,0.1649
truck,GAM4,SAT50,10000.0,1,SIR-20,10.5506,0.223778,1.00567,44.2357,0.418572
cat,GAM4,SAT50,10000.0,1,WHITEN-LW,7.14902,0.0885716,1.08787,44.8084,0.25812
deer,GAM4,SAT50,10000.0,1,WHITEN-LW,9.69497,0.114394,0.788787,42.8823,0.451833
dog,GAM4,SAT50,10000.0,1,WHITEN-LW,1.00747,0.0114381,1.21321,45.4228,0.0660629
horse,GAM4,SAT50,10000.0,1,WHITEN-LW,5.04161,0.0801102,1.0407,45.272,0.230183
airplane,GAM4,SAT50,10000.0,1,WHITEN-LW,5.6168,0.0384584,1.04842,45.432,0.175382
car,GAM4,SAT50,10000.0,1,WHITEN-LW,9.32446,0.151594,0.994504,43.0711,0.447592
ship,GAM4,SAT50,10000.0,1,WHITEN-LW,2.60502,0.0264336,1.21268,45.2022,0.175264
truck,GAM4,SAT50,10000.0,1,WHITEN-LW,10.6489,0.232279,0.987765,43.7952,0.427737
cat,GAM4,SAT50,10000.0,1,WHITEN-OR,7.149,0.0885696,1.08787,44.8086,0.258115
deer,GAM4,SAT50,10000.0,1,WHITEN-OR,9.69486,0.114392,0.788797,42.8827,0.451825
dog,GAM4,SAT50,10000.0,1,WHITEN-OR,1.00744,0.0114382,1.21321,45.4229,0.0660643
horse,GAM4,SAT50,10000.0,1,WHITEN-OR,5.04157,0.0801099,1.0407,45.2722,0.230181
airplane,GAM4,SAT50,10000.0,1,WHITEN-OR,5.61676,0.038458,1.04842,45.4322,0.175379
car,GAM4,SAT50,10000.0,1,WHITEN-OR,9.32438,0.151591,0.994508,43.0715,0.447584
ship,GAM4,SAT50,10000.0,1,WHITEN-OR,2.60499,0.0264334,1.21269,45.2023,0.175261
truck,GAM4,SAT50,10000.0,1,WHITEN-OR,10.6488,0.232276,0.987772,43.7955,0.427731
cat,GAM4,SAT50,10000.0,1,SCORE-OR,6.17575,0.0664635,1.10606,48.6107,0.189292
deer,GAM4,SAT50,10000.0,1,SCORE-OR,8.57486,0.0808108,0.880997,47.9937,0.345876
dog,GAM4,SAT50,10000.0,1,SCORE-OR,0.00523654,0.00575872,1.23219,48.9042,0.0175608
horse,GAM4,SAT50,10000.0,1,SCORE-OR,4.01663,0.0474445,0.988046,49.2682,0.157985
airplane,GAM4,SAT50,10000.0,1,SCORE-OR,4.49331,0.025511,1.06016,49.636,0.106911
car,GAM4,SAT50,10000.0,1,SCORE-OR,8.10836,0.103902,1.05619,48.7437,0.328562
ship,GAM4,SAT50,10000.0,1,SCORE-OR,1.54967,0.0191996,1.21633,48.9196,0.131375
truck,GAM4,SAT50,10000.0,1,SCORE-OR,9.59218,0.170488,0.984487,48.8329,0.318335
cat,GAM4,SAT50,10000.0,1,RANKG,7.0501,0.0883026,1.09544,45.1622,0.253302
deer,GAM4,SAT50,10000.0,1,RANKG,9.63411,0.111011,0.793184,43.1045,0.448446
dog,GAM4,SAT50,10000.0,1,RANKG,0.894178,0.0101698,1.20783,45.8372,0.0553006
horse,GAM4,SAT50,10000.0,1,RANKG,4.88868,0.0762811,1.02878,45.8203,0.222822
airplane,GAM4,SAT50,10000.0,1,RANKG,5.47143,0.0362117,1.03829,46.0126,0.162207
car,GAM4,SAT50,10000.0,1,RANKG,9.27979,0.149825,0.991417,43.3172,0.441261
ship,GAM4,SAT50,10000.0,1,RANKG,2.51647,0.0253976,1.18558,45.528,0.169865
truck,GAM4,SAT50,10000.0,1,RANKG,10.5679,0.226432,0.997281,44.2,0.418194
cat,GAM4,SAT50,10000.0,1,L-ISOTRON,7.14902,0.0885716,1.08787,44.8084,0.25812
deer,GAM4,SAT50,10000.0,1,L-ISOTRON,9.69497,0.114394,0.788788,42.8823,0.451833
dog,GAM4,SAT50,10000.0,1,L-ISOTRON,1.00747,0.0114381,1.21321,45.4228,0.0660629
horse,GAM4,SAT50,10000.0,1,L-ISOTRON,5.04161,0.0801102,1.0407,45.272,0.230183
airplane,GAM4,SAT50,10000.0,1,L-ISOTRON,5.61685,0.038459,1.04843,45.4318,0.175384
car,GAM4,SAT50,10000.0,1,L-ISOTRON,9.16683,0.149114,1.00196,43.7219,0.435556
ship,GAM4,SAT50,10000.0,1,L-ISOTRON,2.60502,0.0264336,1.21268,45.2022,0.175264
truck,GAM4,SAT50,10000.0,1,L-ISOTRON,10.6489,0.232279,0.987765,43.7952,0.427737
cat,GAM4,SAT50,10000.0,1,MLE-OR,14.0007,0.16143,1.00488,24.7076,0.258117
deer,GAM4,SAT50,10000.0,1,MLE-OR,12.3592,0.167114,0.735303,35.238,0.451803
dog,GAM4,SAT50,10000.0,1,MLE-OR,12.0277,0.045024,1.06292,16.0057,0.0662732
horse,GAM4,SAT50,10000.0,1,MLE-OR,11.8829,0.140902,0.997419,25.1298,0.230283
airplane,GAM4,SAT50,10000.0,1,MLE-OR,13.5127,0.0959569,0.980652,22.5663,0.175418
car,GAM4,SAT50,10000.0,1,MLE-OR,11.6526,0.180521,1.02124,36.2343,0.447655
ship,GAM4,SAT50,10000.0,1,MLE-OR,11.5668,0.0764831,1.11993,20.0058,0.175208
truck,GAM4,SAT50,10000.0,1,MLE-OR,13.3792,0.252633,1.02455,35.7709,0.427727
cat,GAM4,GAMMA07,10000.0,1,GI,9.67626,0.169587,0.972503,35.7815,0.415312
deer,GAM4,GAMMA07,10000.0,1,GI,12.5856,0.226725,0.593627,31.4693,0.677725
dog,GAM4,GAMMA07,10000.0,1,GI,3.31255,0.0205661,1.16909,37.7902,0.120031
horse,GAM4,GAMMA07,10000.0,1,GI,7.46321,0.149601,0.939573,36.6504,0.373615
airplane,GAM4,GAMMA07,10000.0,1,GI,8.17661,0.0857351,1.05864,36.4558,0.318261
car,GAM4,GAMMA07,10000.0,1,GI,11.9858,0.268993,0.939783,32.1396,0.670756
ship,GAM4,GAMMA07,10000.0,1,GI,5.2278,0.0479192,1.13106,36.2045,0.302083
truck,GAM4,GAMMA07,10000.0,1,GI,13.5926,0.408147,0.739847,32.256,0.653044
