image,illum,link,photons,seed,method,PSNR,SSIM,LPIPS,angerr,pearson
ship,GAM4,DT30,10000.0,0,SIR-10,20.447098045901765,0.7870897307509133,nan,7.06215203072039,0.9182988025957686
truck,GAM4,DT30,10000.0,0,SIR-10,24.958937264452267,0.941458995958592,nan,6.662782282543822,0.9787836637410942
cat,GAM4,DT30,10000.0,0,SIR-20,23.449492408154704,0.9280424835737351,nan,7.27036026632262,0.9431106016443689
deer,GAM4,DT30,10000.0,0,SIR-20,26.203708200225748,0.8732768032246144,nan,6.809723465402654,0.9816312752320526
dog,GAM4,DT30,10000.0,0,SIR-20,19.2056823603807,0.6056865225326667,nan,6.88864749095053,0.6701413043594897
horse,GAM4,DT30,10000.0,0,SIR-20,22.45205767571321,0.9109393775888599,nan,6.791719652431574,0.9451272514069713
airplane,GAM4,DT30,10000.0,0,SIR-20,22.807901409423046,0.8136706464585997,nan,6.895890360255645,0.91889201259099
car,GAM4,DT30,10000.0,0,SIR-20,25.503115832958162,0.9739584672735646,nan,6.5170707675344115,0.9830348202395496
ship,GAM4,DT30,10000.0,0,SIR-20,20.454803886887305,0.7841097883299044,nan,7.058814974313061,0.9177070246383526
truck,GAM4,DT30,10000.0,0,SIR-20,25.088533685609956,0.9422404239282777,nan,6.5651445915552245,0.9793849714466331
cat,GAM4,DT30,10000.0,0,L-ISOTRON,23.576564753557108,0.928692852108669,nan,7.166251721259508,0.9445752665890931
deer,GAM4,DT30,10000.0,0,L-ISOTRON,26.340618960799485,0.8769552982270666,nan,6.710275403318239,0.9821012865422479
dog,GAM4,DT30,10000.0,0,L-ISOTRON,19.367159679614335,0.6133330595456292,nan,6.764193009021461,0.671562840716321
horse,GAM4,DT30,10000.0,0,L-ISOTRON,22.37097596074312,0.9080896558945354,nan,6.853946057832754,0.9442905887853367
airplane,GAM4,DT30,10000.0,0,L-ISOTRON,22.877034780585966,0.8134983282803663,nan,6.844242474386267,0.9193685411858888
car,GAM4,DT30,10000.0,0,L-ISOTRON,25.529017159096725,0.9741659445072177,nan,6.499314504020446,0.9831129790533707
ship,GAM4,DT30,10000.0,0,L-ISOTRON,20.556281544551872,0.7858440785407873,nan,6.97729559249386,0.9194702785518761
truck,GAM4,DT30,10000.0,0,L-ISOTRON,25.138936826009566,0.9419289968420651,nan,6.527648304032957,0.9796124584459968
cat,GAM4,DT30,10000.0,0,GI,23.54833371208667,0.9282692912454155,nan,7.189285655277152,0.9442493289986146
deer,GAM4,DT30,10000.0,0,GI,26.31008879468012,0.8762547739103508,nan,6.73365973113261,0.9819787848171654
dog,GAM4,DT30,10000.0,0,GI,19.33793438192775,0.6118853556174286,nan,6.786794505166249,0.6702516835133427
horse,GAM4,DT30,10000.0,0,GI,22.37097596074312,0.9080896558945349,nan,6.853946057832648,0.9442905887853364
airplane,GAM4,DT30,10000.0,0,GI,22.84689077246266,0.8125008024262825,nan,6.867865310291775,0.9188587175290428
car,GAM4,DT30,10000.0,0,GI,25.49841336800028,0.9739876679819109,nan,6.522203416369201,0.9829945969092844
ship,GAM4,DT30,10000.0,0,GI,20.556281544551872,0.7858440785407885,nan,6.977295592493913,0.9194702785518761
truck,GAM4,DT30,10000.0,0,GI,25.138936826009566,0.941928996842065,nan,6.527648304033068,0.9796124584459971
cat,GAM4,DT30,10000.0,0,MLE-OR,18.34304843010306,0.6426985565337062,nan,13.211617074173969,0.9441398862902215
deer,GAM4,DT30,10000.0,0,MLE-OR,15.741014352951767,0.5862151223040868,nan,22.762359232370937,0.9819758971858358
dog,GAM4,DT30,10000.0,0,MLE-OR,21.792988986840168,0.5545884763438079,nan,5.140302690845125,0.6706752571334575
horse,GAM4,DT30,10000.0,0,MLE-OR,17.18543982291711,0.6234451350655874,nan,12.552739524532758,0.9443776005170347
airplane,GAM4,DT30,10000.0,0,MLE-OR,18.797596258887722,0.5788908975660365,nan,11.009533167076954,0.9192723146993458
car,GAM4,DT30,10000.0,0,MLE-OR,14.678009354614346,0.6195728765562951,nan,22.419196534383563,0.9831536317126188
ship,GAM4,DT30,10000.0,0,MLE-OR,16.76390414027504,0.6154780995437156,nan,10.867671059118363,0.9195474660749772
truck,GAM4,DT30,10000.0,0,MLE-OR,15.278983285511076,0.6636762434542394,nan,20.232188107494878,0.9797009304598691
cat,GAM4,DT30,10000.0,0,MAVE-16,30.37943707005126,0.984788227710215,nan,3.3026116081384935,0.9867425191755268
deer,GAM4,DT30,10000.0,0,MAVE-16,34.67706033150729,0.9777303943621081,nan,2.5903239853832143,0.9972552704482593
dog,GAM4,DT30,10000.0,0,MAVE-16,24.857415256877637,0.8527719970853781,nan,3.604720257872466,0.8734359911859674
horse,GAM4,DT30,10000.0,0,MAVE-16,29.151022126841077,0.976303940203901,nan,3.159802409325757,0.9869489775842287
airplane,GAM4,DT30,10000.0,0,MAVE-16,29.058723405263727,0.9505551949492714,nan,3.3665718216336784,0.979377888693915
car,GAM4,DT30,10000.0,0,MAVE-16,33.16689362246804,0.9954795206973719,nan,2.6950561229639254,0.997098604041026
ship,GAM4,DT30,10000.0,0,MAVE-16,27.197467876325014,0.9439309587445464,nan,3.2638077736765285,0.9803171668480983
