side,image,arm,rho_bar,nu,seed,PSNR_rad,lam_tv,runtime_s
8,s4_8_microtexture,RQL,0.03,500,2,16.275,1.073994,0.02
8,s4_8_microtexture,EXACT-TV,0.03,500,2,16.2751,1.073962,0.04
8,s4_8_microtexture,RQL,0.03,2000,0,16.2731,2.255378,0.05
8,s4_8_microtexture,EXACT-TV,0.03,2000,0,16.2731,2.255362,0.05
8,s4_8_microtexture,RQL,0.03,2000,1,16.257,2.202303,0.03
8,s4_8_microtexture,EXACT-TV,0.03,2000,1,16.257,2.202287,0.06
8,s4_8_microtexture,RQL,0.03,2000,2,16.2943,2.147917,0.03
8,s4_8_microtexture,EXACT-TV,0.03,2000,2,16.2943,2.147901,0.1
8,s4_8_microtexture,RQL,0.1,20,0,14.6306,0.399839,0.03
8,s4_8_microtexture,EXACT-TV,0.1,20,0,14.6038,0.398875,0.03
8,s4_8_microtexture,RQL,0.1,20,1,14.9341,0.39043,0.02
8,s4_8_microtexture,EXACT-TV,0.1,20,1,14.9113,0.389488,0.06
8,s4_8_microtexture,RQL,0.1,20,2,14.5653,0.380788,0.02
8,s4_8_microtexture,EXACT-TV,0.1,20,2,14.6104,0.37987,0.03
8,s4_8_microtexture,RQL,0.1,100,0,16.2833,0.891587,0.01
8,s4_8_microtexture,EXACT-TV,0.1,100,0,16.2875,0.891155,0.05
8,s4_8_microtexture,RQL,0.1,100,1,16.2287,0.870606,0.03
8,s4_8_microtexture,EXACT-TV,0.1,100,1,16.2265,0.870184,0.06
8,s4_8_microtexture,RQL,0.1,100,2,16.2894,0.849106,0.03
8,s4_8_microtexture,EXACT-TV,0.1,100,2,16.2896,0.848694,0.05
8,s4_8_microtexture,RQL,0.1,500,0,16.291,1.992539,0.03
8,s4_8_microtexture,EXACT-TV,0.1,500,0,16.2948,1.992346,0.05
8,s4_8_microtexture,RQL,0.1,500,1,16.1117,1.945649,0.04
8,s4_8_microtexture,EXACT-TV,0.1,500,1,16.112,1.94546,0.08
8,s4_8_microtexture,RQL,0.1,500,2,16.2801,1.897601,0.05
8,s4_8_microtexture,EXACT-TV,0.1,500,2,16.2804,1.897417,0.07
8,s4_8_microtexture,RQL,0.1,2000,0,16.279,3.984661,0.04
8,s4_8_microtexture,EXACT-TV,0.1,2000,0,16.279,3.984564,0.11
8,s4_8_microtexture,RQL,0.1,2000,1,16.2567,3.890891,0.08
8,s4_8_microtexture,EXACT-TV,0.1,2000,1,16.2567,3.890797,0.1
8,s4_8_microtexture,RQL,0.1,2000,2,16.2719,3.794805,0.03
8,s4_8_microtexture,EXACT-TV,0.1,2000,2,16.2842,3.794713,0.12
8,s4_8_microtexture,RQL,0.3,20,0,16.2972,0.640696,0.02
8,s4_8_microtexture,EXACT-TV,0.3,20,0,16.2967,0.636287,0.06
8,s4_8_microtexture,RQL,0.3,20,1,16.2811,0.625619,0.02
8,s4_8_microtexture,EXACT-TV,0.3,20,1,16.2797,0.621314,0.03
8,s4_8_microtexture,RQL,0.3,20,2,16.1656,0.610169,0.01
8,s4_8_microtexture,EXACT-TV,0.3,20,2,16.2107,0.60597,0.04
8,s4_8_microtexture,RQL,0.3,100,0,16.2911,1.422167,0.04
8,s4_8_microtexture,EXACT-TV,0.3,100,0,16.3019,1.420181,0.06
8,s4_8_microtexture,RQL,0.3,100,1,16.2662,1.3887,0.05
8,s4_8_microtexture,EXACT-TV,0.3,100,1,16.2692,1.38676,0.07
8,s4_8_microtexture,RQL,0.3,100,2,16.2926,1.354405,0.03
8,s4_8_microtexture,EXACT-TV,0.3,100,2,16.29,1.352514,0.06
8,s4_8_microtexture,RQL,0.3,500,0,16.2979,3.175357,0.05
8,s4_8_microtexture,EXACT-TV,0.3,500,0,16.2981,3.174468,0.11
8,s4_8_microtexture,RQL,0.3,500,1,16.2918,3.100633,0.03
8,s4_8_microtexture,EXACT-TV,0.3,500,1,16.2918,3.099764,0.1
8,s4_8_microtexture,RQL,0.3,500,2,16.2729,3.024062,0.04
8,s4_8_microtexture,EXACT-TV,0.3,500,2,16.2732,3.023215,0.07
8,s4_8_microtexture,RQL,0.3,2000,0,16.4294,6.348949,0.06
8,s4_8_microtexture,EXACT-TV,0.3,2000,0,16.4293,6.348504,0.06
8,s4_8_microtexture,RQL,0.3,2000,1,16.2881,6.199541,0.07
8,s4_8_microtexture,EXACT-TV,0.3,2000,1,16.288,6.199106,0.11
8,s4_8_microtexture,RQL,0.3,2000,2,16.3413,6.046442,0.05
8,s4_8_microtexture,EXACT-TV,0.3,2000,2,16.3413,6.046018,0.12
8,s4_8_microtexture,RQL,0.6,20,0,15.2217,0.822281,0.02
8,s4_8_microtexture,EXACT-TV,0.6,20,0,15.4907,0.811381,0.04
8,s4_8_microtexture,RQL,0.6,20,1,15.8436,0.80293,0.03
8,s4_8_microtexture,EXACT-TV,0.6,20,1,15.7051,0.792287,0.04
8,s4_8_microtexture,RQL,0.6,20,2,16.2661,0.783102,0.02
8,s4_8_microtexture,EXACT-TV,0.6,20,2,16.2844,0.772721,0.03
8,s4_8_microtexture,RQL,0.6,100,0,16.0851,1.815421,0.03
8,s4_8_microtexture,EXACT-TV,0.6,100,0,16.1083,1.810484,0.08
8,s4_8_microtexture,RQL,0.6,100,1,16.2935,1.7727,0.02
8,s4_8_microtexture,EXACT-TV,0.6,100,1,16.2953,1.767878,0.1
8,s4_8_microtexture,RQL,0.6,100,2,16.0536,1.728922,0.03
8,s4_8_microtexture,EXACT-TV,0.6,100,2,16.0337,1.72422,0.03
8,s4_8_microtexture,RQL,0.6,500,0,16.337,4.048926,0.05
8,s4_8_microtexture,EXACT-TV,0.6,500,0,16.337,4.046712,0.1
8,s4_8_microtexture,RQL,0.6,500,1,16.4435,3.953644,0.05
8,s4_8_microtexture,EXACT-TV,0.6,500,1,16.4438,3.951482,0.08
8,s4_8_microtexture,RQL,0.6,500,2,16.292,3.856008,0.03
8,s4_8_microtexture,EXACT-TV,0.6,500,2,16.2921,3.853899,0.1
8,s4_8_microtexture,RQL,0.6,2000,0,16.3474,8.093915,0.06
8,s4_8_microtexture,EXACT-TV,0.6,2000,0,16.2849,8.092808,0.12
8,s4_8_microtexture,RQL,0.6,2000,1,16.2892,7.903444,0.06
8,s4_8_microtexture,EXACT-TV,0.6,2000,1,16.2908,7.902362,0.12
8,s4_8_microtexture,RQL,0.6,2000,2,16.325,7.708267,0.06
8,s4_8_microtexture,EXACT-TV,0.6,2000,2,16.2822,7.707212,0.12
8,s4_8_microtexture,RQL,1.0,20,0,16.0862,0.956579,0.04
8,s4_8_microtexture,EXACT-TV,1.0,20,0,15.9096,0.935666,0.05
8,s4_8_microtexture,RQL,1.0,20,1,16.2532,0.934068,0.03
8,s4_8_microtexture,EXACT-TV,1.0,20,1,16.2785,0.913648,0.04
8,s4_8_microtexture,RQL,1.0,20,2,16.2156,0.911001,0.02
8,s4_8_microtexture,EXACT-TV,1.0,20,2,16.2856,0.891085,0.05
8,s4_8_microtexture,RQL,1.0,100,0,16.2869,2.099489,0.05
8,s4_8_microtexture,EXACT-TV,1.0,100,0,16.2846,2.089958,0.07
8,s4_8_microtexture,RQL,1.0,100,1,16.2339,2.050083,0.05
8,s4_8_microtexture,EXACT-TV,1.0,100,1,16.2208,2.040776,0.07
8,s4_8_microtexture,RQL,1.0,100,2,16.2689,1.999456,0.02
8,s4_8_microtexture,EXACT-TV,1.0,100,2,16.2778,1.990379,0.07
8,s4_8_microtexture,RQL,1.0,500,0,16.2876,4.676742,0.05
8,s4_8_microtexture,EXACT-TV,1.0,500,0,16.2892,4.672463,0.1
8,s4_8_microtexture,RQL,1.0,500,1,16.2915,4.566686,0.04
8,s4_8_microtexture,EXACT-TV,1.0,500,1,16.2887,4.562507,0.09
8,s4_8_microtexture,RQL,1.0,500,2,16.2923,4.453911,0.06
8,s4_8_microtexture,EXACT-TV,1.0,500,2,16.2943,4.449836,0.11
8,s4_8_microtexture,RQL,1.0,2000,0,16.9816,9.346772,0.05
8,s4_8_microtexture,EXACT-TV,1.0,2000,0,16.9808,9.344631,0.08
8,s4_8_microtexture,RQL,1.0,2000,1,16.2916,9.126817,0.07
8,s4_8_microtexture,EXACT-TV,1.0,2000,1,7.0594,9.124726,0.07
8,s4_8_microtexture,RQL,1.0,2000,2,16.454,8.901429,0.06
8,s4_8_microtexture,EXACT-TV,1.0,2000,2,16.3775,8.89939,0.1
8,s4_8_microtexture,RQL,2.0,20,0,15.9826,1.123073,0.03
8,s4_8_microtexture,EXACT-TV,2.0,20,0,16.2676,1.071287,0.04
8,s4_8_microtexture,RQL,2.0,20,1,16.1798,1.096644,0.03
8,s4_8_microtexture,EXACT-TV,2.0,20,1,16.2763,1.046076,0.07
8,s4_8_microtexture,RQL,2.0,20,2,16.2983,1.069562,0.03
8,s4_8_microtexture,EXACT-TV,2.0,20,2,16.1951,1.020243,0.04
8,s4_8_microtexture,RQL,2.0,100,0,16.2855,2.432771,0.03
8,s4_8_microtexture,EXACT-TV,2.0,100,0,16.2845,2.408843,0.09
8,s4_8_microtexture,RQL,2.0,100,1,16.2904,2.375522,0.03
8,s4_8_microtexture,EXACT-TV,2.0,100,1,16.291,2.352157,0.08
8,s4_8_microtexture,RQL,2.0,100,2,16.3069,2.316858,0.02
8,s4_8_microtexture,EXACT-TV,2.0,100,2,16.2887,2.29407,0.09
8,s4_8_microtexture,RQL,2.0,500,0,16.2755,5.404053,0.04
8,s4_8_microtexture,EXACT-TV,2.0,500,0,16.2927,5.393281,0.09
8,s4_8_microtexture,RQL,2.0,500,1,16.2964,5.276881,0.03
8,s4_8_microtexture,EXACT-TV,2.0,500,1,16.2989,5.266362,0.09
8,s4_8_microtexture,RQL,2.0,500,2,16.3369,5.146568,0.04
8,s4_8_microtexture,EXACT-TV,2.0,500,2,16.3358,5.136309,0.1
8,s4_8_microtexture,RQL,2.0,2000,0,16.5201,10.794632,0.03
8,s4_8_microtexture,EXACT-TV,2.0,2000,0,16.5193,10.78924,0.08
8,s4_8_microtexture,RQL,2.0,2000,1,16.2896,10.540605,0.06
8,s4_8_microtexture,EXACT-TV,2.0,2000,1,16.2894,10.53534,0.13
8,s4_8_microtexture,RQL,2.0,2000,2,16.3781,10.280303,0.04
8,s4_8_microtexture,EXACT-TV,2.0,2000,2,16.8706,10.275168,0.11
8,s4_8_spokes,RQL,0.03,20,0,8.2134,0.225783,0.02
8,s4_8_spokes,EXACT-TV,0.03,20,0,8.2137,0.225616,0.04
8,s4_8_spokes,RQL,0.03,20,1,8.1754,0.22047,0.03
8,s4_8_spokes,EXACT-TV,0.03,20,1,8.1746,0.220307,0.05
8,s4_8_spokes,RQL,0.03,20,2,8.193,0.215025,0.01
8,s4_8_spokes,EXACT-TV,0.03,20,2,8.1934,0.214866,0.02
8,s4_8_spokes,RQL,0.03,100,0,8.2217,0.504423,0.02
8,s4_8_spokes,EXACT-TV,0.03,100,0,8.2217,0.504348,0.04
8,s4_8_spokes,RQL,0.03,100,1,8.2219,0.492553,0.03
8,s4_8_spokes,EXACT-TV,0.03,100,1,8.2219,0.49248,0.05
8,s4_8_spokes,RQL,0.03,100,2,8.1514,0.480389,0.04
8,s4_8_spokes,EXACT-TV,0.03,100,2,8.1513,0.480318,0.08
8,s4_8_spokes,RQL,0.03,500,0,8.2188,1.127726,0.04
8,s4_8_spokes,EXACT-TV,0.03,500,0,8.2188,1.127693,0.08
8,s4_8_spokes,RQL,0.03,500,1,8.2248,1.101188,0.04
8,s4_8_spokes,EXACT-TV,0.03,500,1,8.2248,1.101155,0.08
8,s4_8_spokes,RQL,0.03,500,2,8.2064,1.073994,0.03
8,s4_8_spokes,EXACT-TV,0.03,500,2,8.2064,1.073962,0.04
8,s4_8_spokes,RQL,0.03,2000,0,8.2247,2.255378,0.04
8,s4_8_spokes,EXACT-TV,0.03,2000,0,8.2247,2.255362,0.11
8,s4_8_spokes,RQL,0.03,2000,1,9.713,2.202303,0.06
8,s4_8_spokes,EXACT-TV,0.03,2000,1,9.713,2.202287,0.08
8,s4_8_spokes,RQL,0.03,2000,2,8.2192,2.147917,0.05
8,s4_8_spokes,EXACT-TV,0.03,2000,2,8.2192,2.147901,0.09
8,s4_8_spokes,RQL,0.1,20,0,8.2205,0.399839,0.03
8,s4_8_spokes,EXACT-TV,0.1,20,0,8.2215,0.398875,0.06
8,s4_8_spokes,RQL,0.1,20,1,8.1781,0.39043,0.02
8,s4_8_spokes,EXACT-TV,0.1,20,1,8.176,0.389488,0.03
8,s4_8_spokes,RQL,0.1,20,2,8.149,0.380788,0.02
8,s4_8_spokes,EXACT-TV,0.1,20,2,8.1456,0.37987,0.06
8,s4_8_spokes,RQL,0.1,100,0,8.2195,0.891587,0.03
8,s4_8_spokes,EXACT-TV,0.1,100,0,8.2195,0.891155,0.03
8,s4_8_spokes,RQL,0.1,100,1,8.2571,0.870606,0.04
8,s4_8_spokes,EXACT-TV,0.1,100,1,8.182,0.870184,0.06
8,s4_8_spokes,RQL,0.1,100,2,8.2345,0.849106,0.02
8,s4_8_spokes,EXACT-TV,0.1,100,2,8.2335,0.848694,0.08
8,s4_8_spokes,RQL,0.1,500,0,8.2249,1.992539,0.04
8,s4_8_spokes,EXACT-TV,0.1,500,0,8.225,1.992346,0.07
8,s4_8_spokes,RQL,0.1,500,1,10.8613,1.945649,0.05
8,s4_8_spokes,EXACT-TV,0.1,500,1,10.8612,1.94546,0.11
8,s4_8_spokes,RQL,0.1,500,2,8.2457,1.897601,0.05
8,s4_8_spokes,EXACT-TV,0.1,500,2,8.2459,1.897417,0.09
8,s4_8_spokes,RQL,0.1,2000,0,11.0646,3.984661,0.05
8,s4_8_spokes,EXACT-TV,0.1,2000,0,10.9913,3.984564,0.15
8,s4_8_spokes,RQL,0.1,2000,1,12.0536,3.890891,0.06
8,s4_8_spokes,EXACT-TV,0.1,2000,1,12.0535,3.890797,0.07
8,s4_8_spokes,RQL,0.1,2000,2,10.221,3.794805,0.06
8,s4_8_spokes,EXACT-TV,0.1,2000,2,10.133,3.794713,0.18
8,s4_8_spokes,RQL,0.3,20,0,8.2203,0.640696,0.02
8,s4_8_spokes,EXACT-TV,0.3,20,0,8.218,0.636287,0.03
8,s4_8_spokes,RQL,0.3,20,1,8.2123,0.625619,0.02
8,s4_8_spokes,EXACT-TV,0.3,20,1,8.2083,0.621314,0.05
8,s4_8_spokes,RQL,0.3,20,2,8.2172,0.610169,0.03
8,s4_8_spokes,EXACT-TV,0.3,20,2,8.2227,0.60597,0.06
8,s4_8_spokes,RQL,0.3,100,0,8.2218,1.422167,0.03
8,s4_8_spokes,EXACT-TV,0.3,100,0,8.2219,1.420181,0.08
8,s4_8_spokes,RQL,0.3,100,1,8.2169,1.3887,0.04
8,s4_8_spokes,EXACT-TV,0.3,100,1,8.2165,1.38676,0.11
8,s4_8_spokes,RQL,0.3,100,2,8.3349,1.354405,0.08
8,s4_8_spokes,EXACT-TV,0.3,100,2,8.3357,1.352514,0.08
8,s4_8_spokes,RQL,0.3,500,0,10.7956,3.175357,0.06
8,s4_8_spokes,EXACT-TV,0.3,500,0,10.7506,3.174468,0.13
8,s4_8_spokes,RQL,0.3,500,1,12.8656,3.100633,0.06
8,s4_8_spokes,EXACT-TV,0.3,500,1,12.9049,3.099764,0.22
8,s4_8_spokes,RQL,0.3,500,2,8.558,3.024062,0.06
8,s4_8_spokes,EXACT-TV,0.3,500,2,8.5584,3.023215,0.18
8,s4_8_spokes,RQL,0.3,2000,0,12.2944,6.348949,0.07
8,s4_8_spokes,EXACT-TV,0.3,2000,0,12.2941,6.348504,0.09
8,s4_8_spokes,RQL,0.3,2000,1,13.6976,6.199541,0.09
8,s4_8_spokes,EXACT-TV,0.3,2000,1,13.6632,6.199106,0.3
8,s4_8_spokes,RQL,0.3,2000,2,11.4787,6.046442,0.06
8,s4_8_spokes,EXACT-TV,0.3,2000,2,11.5842,6.046018,0.2
8,s4_8_spokes,RQL,0.6,20,0,8.1657,0.822281,0.03
8,s4_8_spokes,EXACT-TV,0.6,20,0,8.188,0.811381,0.04
8,s4_8_spokes,RQL,0.6,20,1,8.1904,0.80293,0.02
8,s4_8_spokes,EXACT-TV,0.6,20,1,8.1672,0.792287,0.03
8,s4_8_spokes,RQL,0.6,20,2,8.2205,0.783102,0.02
8,s4_8_spokes,EXACT-TV,0.6,20,2,8.2271,0.772721,0.03
8,s4_8_spokes,RQL,0.6,100,0,8.2236,1.815421,0.06
8,s4_8_spokes,EXACT-TV,0.6,100,0,8.224,1.810484,0.09
8,s4_8_spokes,RQL,0.6,100,1,9.8156,1.7727,0.05
8,s4_8_spokes,EXACT-TV,0.6,100,1,9.816,1.767878,0.06
8,s4_8_spokes,RQL,0.6,100,2,8.2532,1.728922,0.04
8,s4_8_spokes,EXACT-TV,0.6,100,2,8.253,1.72422,0.08
8,s4_8_spokes,RQL,0.6,500,0,12.0462,4.048926,0.04
8,s4_8_spokes,EXACT-TV,0.6,500,0,12.0502,4.046712,0.08
8,s4_8_spokes,RQL,0.6,500,1,12.2166,3.953644,0.03
8,s4_8_spokes,EXACT-TV,0.6,500,1,12.399,3.951482,0.18
8,s4_8_spokes,RQL,0.6,500,2,10.0654,3.856008,0.06
8,s4_8_spokes,EXACT-TV,0.6,500,2,10.0328,3.853899,0.1
8,s4_8_spokes,RQL,0.6,2000,0,13.9772,8.093915,0.06
8,s4_8_spokes,EXACT-TV,0.6,2000,0,14.1137,8.092808,0.15
8,s4_8_spokes,RQL,0.6,2000,1,14.0563,7.903444,0.09
8,s4_8_spokes,EXACT-TV,0.6,2000,1,14.0553,7.902362,0.21
8,s4_8_spokes,RQL,0.6,2000,2,12.639,7.708267,0.08
8,s4_8_spokes,EXACT-TV,0.6,2000,2,12.7171,7.707212,0.13
8,s4_8_spokes,RQL,1.0,20,0,8.2275,0.956579,0.04
8,s4_8_spokes,EXACT-TV,1.0,20,0,8.2054,0.935666,0.06
8,s4_8_spokes,RQL,1.0,20,1,8.2223,0.934068,0.03
8,s4_8_spokes,EXACT-TV,1.0,20,1,8.2077,0.913648,0.05
8,s4_8_spokes,RQL,1.0,20,2,8.2239,0.911001,0.02
8,s4_8_spokes,EXACT-TV,1.0,20,2,8.2213,0.891085,0.07
8,s4_8_spokes,RQL,1.0,100,0,9.1298,2.099489,0.06
8,s4_8_spokes,EXACT-TV,1.0,100,0,9.1393,2.089958,0.13
8,s4_8_spokes,RQL,1.0,100,1,9.212,2.050083,0.04
8,s4_8_spokes,EXACT-TV,1.0,100,1,9.2054,2.040776,0.1
8,s4_8_spokes,RQL,1.0,100,2,8.218,1.999456,0.05
8,s4_8_spokes,EXACT-TV,1.0,100,2,8.2159,1.990379,0.08
8,s4_8_spokes,RQL,1.0,500,0,11.3391,4.676742,0.03
8,s4_8_spokes,EXACT-TV,1.0,500,0,11.4593,4.672463,0.14
8,s4_8_spokes,RQL,1.0,500,1,12.5676,4.566686,0.06
8,s4_8_spokes,EXACT-TV,1.0,500,1,12.5934,4.562507,0.1
8,s4_8_spokes,RQL,1.0,500,2,11.156,4.453911,0.06
8,s4_8_spokes,EXACT-TV,1.0,500,2,11.1525,4.449836,0.11
8,s4_8_spokes,RQL,1.0,2000,0,13.1294,9.346772,0.09
8,s4_8_spokes,EXACT-TV,1.0,2000,0,13.2373,9.344631,0.12
8,s4_8_spokes,RQL,1.0,2000,1,14.4747,9.126817,0.08
8,s4_8_spokes,EXACT-TV,1.0,2000,1,14.4727,9.124726,0.13
8,s4_8_spokes,RQL,1.0,2000,2,13.4133,8.901429,0.04
8,s4_8_spokes,EXACT-TV,1.0,2000,2,13.4686,8.89939,0.15
8,s4_8_spokes,RQL,2.0,20,0,8.1902,1.123073,0.02
8,s4_8_spokes,EXACT-TV,2.0,20,0,8.2174,1.071287,0.06
8,s4_8_spokes,RQL,2.0,20,1,8.2208,1.096644,0.04
8,s4_8_spokes,EXACT-TV,2.0,20,1,8.2134,1.046076,0.04
8,s4_8_spokes,RQL,2.0,20,2,8.223,1.069562,0.02
8,s4_8_spokes,EXACT-TV,2.0,20,2,8.2151,1.020243,0.07
8,s4_8_spokes,RQL,2.0,100,0,8.9097,2.432771,0.04
8,s4_8_spokes,EXACT-TV,2.0,100,0,8.7056,2.408843,0.13
8,s4_8_spokes,RQL,2.0,100,1,10.7148,2.375522,0.03
8,s4_8_spokes,EXACT-TV,2.0,100,1,10.6796,2.352157,0.09
8,s4_8_spokes,RQL,2.0,100,2,8.6946,2.316858,0.04
8,s4_8_spokes,EXACT-TV,2.0,100,2,8.7153,2.29407,0.14
8,s4_8_spokes,RQL,2.0,500,0,12.2423,5.404053,0.05
8,s4_8_spokes,EXACT-TV,2.0,500,0,12.1522,5.393281,0.14
8,s4_8_spokes,RQL,2.0,500,1,13.1343,5.276881,0.06
8,s4_8_spokes,EXACT-TV,2.0,500,1,13.1149,5.266362,0.15
8,s4_8_spokes,RQL,2.0,500,2,10.7576,5.146568,0.05
8,s4_8_spokes,EXACT-TV,2.0,500,2,10.8283,5.136309,0.12
8,s4_8_spokes,RQL,2.0,2000,0,14.439,10.794632,0.06
8,s4_8_spokes,EXACT-TV,2.0,2000,0,14.5626,10.78924,0.21
8,s4_8_spokes,RQL,2.0,2000,1,15.5728,10.540605,0.07
8,s4_8_spokes,EXACT-TV,2.0,2000,1,9.7524,10.53534,0.08
8,s4_8_spokes,RQL,2.0,2000,2,12.9418,10.280303,0.05
8,s4_8_spokes,EXACT-TV,2.0,2000,2,8.0848,10.275168,0.06
16,s4_16_chirp,RQL,0.03,20,0,9.2042,0.122945,0.07
16,s4_16_chirp,EXACT-TV,0.03,20,0,9.2049,0.122854,0.11
16,s4_16_chirp,RQL,0.03,20,1,9.2136,0.121328,0.07
16,s4_16_chirp,EXACT-TV,0.03,20,1,9.2131,0.121238,0.15
16,s4_16_chirp,RQL,0.03,20,2,9.2294,0.122945,0.09
16,s4_16_chirp,EXACT-TV,0.03,20,2,9.2291,0.122854,0.13
16,s4_16_chirp,RQL,0.03,100,0,9.2355,0.274673,0.08
16,s4_16_chirp,EXACT-TV,0.03,100,0,9.2355,0.274632,0.15
16,s4_16_chirp,RQL,0.03,100,1,9.2203,0.271059,0.07
16,s4_16_chirp,EXACT-TV,0.03,100,1,9.2205,0.271018,0.16
16,s4_16_chirp,RQL,0.03,100,2,9.2227,0.274673,0.08
16,s4_16_chirp,EXACT-TV,0.03,100,2,9.2226,0.274632,0.12
16,s4_16_chirp,RQL,0.03,500,0,9.2261,0.614079,0.1
16,s4_16_chirp,EXACT-TV,0.03,500,0,9.2261,0.614061,0.14
16,s4_16_chirp,RQL,0.03,500,1,9.2259,0.605999,0.11
16,s4_16_chirp,EXACT-TV,0.03,500,1,9.2259,0.605981,0.18
16,s4_16_chirp,RQL,0.03,500,2,9.2343,0.614079,0.1
16,s4_16_chirp,EXACT-TV,0.03,500,2,9.2343,0.614061,0.17
16,s4_16_chirp,RQL,0.03,2000,0,9.2358,1.228118,0.11
16,s4_16_chirp,EXACT-TV,0.03,2000,0,9.2358,1.228109,0.17
16,s4_16_chirp,RQL,0.03,2000,1,9.235,1.211958,0.07
16,s4_16_chirp,EXACT-TV,0.03,2000,1,9.235,1.211949,0.12
16,s4_16_chirp,RQL,0.03,2000,2,9.233,1.228118,0.13
16,s4_16_chirp,EXACT-TV,0.03,2000,2,9.233,1.228109,0.2
16,s4_16_chirp,RQL,0.1,20,0,9.2307,0.217724,0.1
16,s4_16_chirp,EXACT-TV,0.1,20,0,9.2353,0.217199,0.14
16,s4_16_chirp,RQL,0.1,20,1,9.2265,0.214859,0.07
16,s4_16_chirp,EXACT-TV,0.1,20,1,9.2269,0.214341,0.12
16,s4_16_chirp,RQL,0.1,20,2,9.2345,0.217724,0.09
16,s4_16_chirp,EXACT-TV,0.1,20,2,9.2333,0.217199,0.16
16,s4_16_chirp,RQL,0.1,100,0,9.2274,0.485495,0.1
16,s4_16_chirp,EXACT-TV,0.1,100,0,9.2274,0.48526,0.18
16,s4_16_chirp,RQL,0.1,100,1,9.2322,0.479107,0.07
16,s4_16_chirp,EXACT-TV,0.1,100,1,9.2321,0.478874,0.14
16,s4_16_chirp,RQL,0.1,100,2,9.2332,0.485495,0.08
16,s4_16_chirp,EXACT-TV,0.1,100,2,9.2333,0.48526,0.13
16,s4_16_chirp,RQL,0.1,500,0,9.2337,1.084995,0.11
16,s4_16_chirp,EXACT-TV,0.1,500,0,9.2361,1.08489,0.12
16,s4_16_chirp,RQL,0.1,500,1,9.2332,1.070718,0.08
16,s4_16_chirp,EXACT-TV,0.1,500,1,9.2332,1.070614,0.15
16,s4_16_chirp,RQL,0.1,500,2,9.2334,1.084995,0.12
16,s4_16_chirp,EXACT-TV,0.1,500,2,9.2334,1.08489,0.17
16,s4_16_chirp,RQL,0.1,2000,0,9.2674,2.169763,0.16
16,s4_16_chirp,EXACT-TV,0.1,2000,0,9.2628,2.16971,0.3
16,s4_16_chirp,RQL,0.1,2000,1,9.2984,2.141212,0.13
16,s4_16_chirp,EXACT-TV,0.1,2000,1,9.2344,2.14116,0.33
16,s4_16_chirp,RQL,0.1,2000,2,9.2338,2.169763,0.18
16,s4_16_chirp,EXACT-TV,0.1,2000,2,9.2338,2.16971,0.26
16,s4_16_chirp,RQL,0.3,20,0,9.2258,0.348878,0.09
16,s4_16_chirp,EXACT-TV,0.3,20,0,9.2297,0.346477,0.14
16,s4_16_chirp,RQL,0.3,20,1,9.2139,0.344287,0.08
16,s4_16_chirp,EXACT-TV,0.3,20,1,9.2106,0.341918,0.12
16,s4_16_chirp,RQL,0.3,20,2,9.234,0.348878,0.1
16,s4_16_chirp,EXACT-TV,0.3,20,2,9.2324,0.346477,0.14
16,s4_16_chirp,RQL,0.3,100,0,9.2325,0.774411,0.1
16,s4_16_chirp,EXACT-TV,0.3,100,0,9.2295,0.773329,0.11
16,s4_16_chirp,RQL,0.3,100,1,9.2345,0.764221,0.16
16,s4_16_chirp,EXACT-TV,0.3,100,1,9.2002,0.763153,0.17
16,s4_16_chirp,RQL,0.3,100,2,9.2355,0.774411,0.06
16,s4_16_chirp,EXACT-TV,0.3,100,2,9.2358,0.773329,0.15
16,s4_16_chirp,RQL,0.3,500,0,9.2373,1.729074,0.13
16,s4_16_chirp,EXACT-TV,0.3,500,0,9.2374,1.728589,0.24
16,s4_16_chirp,RQL,0.3,500,1,9.237,1.706322,0.17
16,s4_16_chirp,EXACT-TV,0.3,500,1,9.237,1.705844,0.28
16,s4_16_chirp,RQL,0.3,500,2,9.2394,1.729074,0.14
16,s4_16_chirp,EXACT-TV,0.3,500,2,9.2393,1.728589,0.24
16,s4_16_chirp,RQL,0.3,2000,0,9.3346,3.457186,0.2
16,s4_16_chirp,EXACT-TV,0.3,2000,0,9.3112,3.456943,0.4
16,s4_16_chirp,RQL,0.3,2000,1,9.3612,3.411694,0.19
16,s4_16_chirp,EXACT-TV,0.3,2000,1,9.2921,3.411455,0.48
16,s4_16_chirp,RQL,0.3,2000,2,9.3579,3.457186,0.16
16,s4_16_chirp,EXACT-TV,0.3,2000,2,9.3196,3.456943,0.33
16,s4_16_chirp,RQL,0.6,20,0,9.2301,0.447756,0.12
16,s4_16_chirp,EXACT-TV,0.6,20,0,9.2255,0.44182,0.16
16,s4_16_chirp,RQL,0.6,20,1,9.2106,0.441864,0.08
16,s4_16_chirp,EXACT-TV,0.6,20,1,9.2174,0.436007,0.17
16,s4_16_chirp,RQL,0.6,20,2,9.229,0.447756,0.09
16,s4_16_chirp,EXACT-TV,0.6,20,2,9.2212,0.44182,0.2
16,s4_16_chirp,RQL,0.6,100,0,9.2318,0.988549,0.13
16,s4_16_chirp,EXACT-TV,0.6,100,0,9.1651,0.985861,0.2
16,s4_16_chirp,RQL,0.6,100,1,9.2347,0.975541,0.11
