side,pattern,rho_bar,nu,M,seed,image,arm,PSNR,SSIM,LPIPS,rad_nrmse,flux_dev,lam_tv,mean_counts,optical_time_s,dark_frac,tau_err,runtime_s,select_runtime_s,PSNR_rad,C_hat,S_N2,V0_exact,muprime0_exact,omega_A,c_used,sigma_grad_arm,lambda_tv_arm,audit_status,d_ratio,q_d,q_mean,leak_suspect
64,bern50,0.05,100.0,4096,0,dev_stl_01,SAT-POISSON,16.0384,0.15305,,0.30051,-0.01487,0.091485,4.69,0.020479999999999998,0.0,0.0,5.35,5.354,16.0279,24.512376,4.445473,4.322308,5e-06,0.999693,0.5,0.04486,0.091485,,,,,
64,bern50,0.05,100.0,4096,0,dev_stl_01,PRECORRECT,5.585,8e-05,,1.0,-1.0,560981507224.5023,4.69,0.020479999999999998,0.0,0.0,2.41,2.404,5.585,24.512376,4.445473,4.322308,5e-06,0.999693,0.5,275080743337.40576,560981507224.5023,,,,,
64,bern50,0.05,100.0,4096,0,dev_stl_01,GI,2.4669,0.01085,,,,,4.69,0.020479999999999998,0.0,0.0,0.11,,,,,,,,,,,,,,,
64,bern50,0.05,100.0,4096,0,dev_stl_02,RQL,15.0484,0.14277,,0.36877,-0.00174,0.100862,4.75,0.020479999999999998,0.0,0.0,96.2,96.195,15.0481,1.0,4.190804,4.322308,5e-06,0.999693,0.5,0.049458,0.100862,OK,1.0443,0.2,0.175,False
64,bern50,0.05,100.0,4096,0,dev_stl_02,POISSON-LIN,14.8753,0.13894,,0.37882,-0.04918,0.096059,4.75,0.020479999999999998,0.0,0.0,5.68,5.68,14.8146,1.0,4.190804,4.322308,5e-06,0.999693,0.5,0.047103,0.096059,,,,,
64,bern50,0.05,100.0,4096,0,dev_stl_02,SAT-POISSON,14.8795,0.13914,,0.376,-0.00174,0.091485,4.75,0.020479999999999998,0.0,0.0,5.57,5.573,14.8795,1.0,4.190804,4.322308,5e-06,0.999693,0.5,0.04486,0.091485,,,,,
64,bern50,0.05,100.0,4096,0,dev_stl_02,PRECORRECT,6.3832,0.00016,,1.0,-1.0,560981507224.5023,4.75,0.020479999999999998,0.0,0.0,2.7,2.701,6.3832,1.0,4.190804,4.322308,5e-06,0.999693,0.5,275080743337.40576,560981507224.5023,,,,,
64,bern50,0.05,100.0,4096,0,dev_stl_02,GI,3.6426,0.00441,,,,,4.75,0.020479999999999998,0.0,0.0,0.14,,,,,,,,,,,,,,,
64,bern50,0.05,100.0,4096,0,dev_stl_03,RQL,14.8163,0.14925,,0.6568,-0.00875,0.100862,4.72,0.020479999999999998,0.0,0.0,99.14,99.143,14.8155,30.383025,4.474971,4.322308,5e-06,0.999693,0.5,0.049458,0.100862,OK,0.9784,0.65,0.275,False
64,bern50,0.05,100.0,4096,0,dev_stl_03,POISSON-LIN,14.8124,0.14924,,0.65853,-0.05554,0.096059,4.72,0.020479999999999998,0.0,0.0,5.6,5.593,14.7926,30.383025,4.474971,4.322308,5e-06,0.999693,0.5,0.047103,0.096059,,,,,
64,bern50,0.05,100.0,4096,0,dev_stl_03,SAT-POISSON,14.7999,0.14907,,0.65803,-0.00873,0.091485,4.72,0.020479999999999998,0.0,0.0,5.66,5.656,14.7992,30.383025,4.474971,4.322308,5e-06,0.999693,0.5,0.04486,0.091485,,,,,
64,bern50,0.05,100.0,4096,0,dev_stl_03,PRECORRECT,11.1641,0.00429,,1.0,-1.0,560981507224.5023,4.72,0.020479999999999998,0.0,0.0,2.64,2.64,11.1641,30.383025,4.474971,4.322308,5e-06,0.999693,0.5,275080743337.40576,560981507224.5023,,,,,
64,bern50,0.05,100.0,4096,0,dev_stl_03,GI,9.1157,0.0018,,,,,4.72,0.020479999999999998,0.0,0.0,0.12,,,,,,,,,,,,,,,
64,bern50,0.05,100.0,4096,0,dev_text,RQL,13.0986,0.02827,,0.97064,0.00261,0.100862,4.77,0.020479999999999998,0.0,0.0,102.88,102.881,13.0987,38.44108,4.51546,4.322308,5e-06,0.999693,0.5,0.049458,0.100862,OK,0.9885,0.55,0.175,False
64,bern50,0.05,100.0,4096,0,dev_text,POISSON-LIN,13.1041,0.02851,,0.97025,-0.04525,0.096059,4.77,0.020479999999999998,0.0,0.0,6.06,6.061,13.1021,38.44108,4.51546,4.322308,5e-06,0.999693,0.5,0.047103,0.096059,,,,,
64,bern50,0.05,100.0,4096,0,dev_text,SAT-POISSON,13.0951,0.02814,,0.97102,0.00261,0.091485,4.77,0.020479999999999998,0.0,0.0,6.45,6.453,13.0952,38.44108,4.51546,4.322308,5e-06,0.999693,0.5,0.04486,0.091485,,,,,
64,bern50,0.05,100.0,4096,0,dev_text,PRECORRECT,12.8398,0.72447,,1.0,-1.0,560981507224.5023,4.77,0.020479999999999998,0.0,0.0,2.71,2.71,12.8398,38.44108,4.51546,4.322308,5e-06,0.999693,0.5,275080743337.40576,560981507224.5023,,,,,
64,bern50,0.05,100.0,4096,0,dev_text,GI,13.0359,0.02121,,,,,4.77,0.020479999999999998,0.0,0.0,0.13,,,,,,,,,,,,,,,
64,bern50,0.05,100.0,4096,0,dev_fine_lines,RQL,6.0815,0.00392,,0.75064,-0.00462,0.100862,4.74,0.020479999999999998,0.0,0.0,100.83,100.835,6.0815,1.0,4.274037,4.322308,5e-06,0.999693,0.5,0.049458,0.100862,OK,1.0318,0.25,0.7,False
64,bern50,0.05,100.0,4096,0,dev_fine_lines,POISSON-LIN,6.0745,0.0036,,0.75196,-0.05179,0.096059,4.74,0.020479999999999998,0.0,0.0,5.66,5.663,6.0663,1.0,4.274037,4.322308,5e-06,0.999693,0.5,0.047103,0.096059,,,,,
64,bern50,0.05,100.0,4096,0,dev_fine_lines,SAT-POISSON,6.076,0.00361,,0.75113,-0.0046,0.091485,4.74,0.020479999999999998,0.0,0.0,5.58,5.577,6.076,1.0,4.274037,4.322308,5e-06,0.999693,0.5,0.04486,0.091485,,,,,
64,bern50,0.05,100.0,4096,0,dev_fine_lines,PRECORRECT,3.5902,0.0,,1.0,-1.0,560981507224.5023,4.74,0.020479999999999998,0.0,0.0,2.5,2.493,3.5902,1.0,4.274037,4.322308,5e-06,0.999693,0.5,275080743337.40576,560981507224.5023,,,,,
64,bern50,0.05,100.0,4096,0,dev_fine_lines,GI,2.1675,0.04296,,,,,4.74,0.020479999999999998,0.0,0.0,0.11,,,,,,,,,,,,,,,
64,bern50,0.05,100.0,4096,1,dev_stl_00,RQL,18.4746,0.27239,,0.23706,0.00086,0.100651,4.76,0.020479999999999998,0.0,0.0,99.89,99.888,18.4743,1.0,4.319973,4.322308,5e-06,0.999698,0.5,0.049355,0.100651,OK,1.1008,0.05,0.425,False
64,bern50,0.05,100.0,4096,1,dev_stl_00,POISSON-LIN,18.4733,0.27643,,0.24145,-0.04684,0.095858,4.76,0.020479999999999998,0.0,0.0,6.57,6.568,18.3152,1.0,4.319973,4.322308,5e-06,0.999698,0.5,0.047005,0.095858,,,,,
64,bern50,0.05,100.0,4096,1,dev_stl_00,SAT-POISSON,18.4611,0.27635,,0.23742,0.00085,0.091293,4.76,0.020479999999999998,0.0,0.0,6.72,6.724,18.461,1.0,4.319973,4.322308,5e-06,0.999698,0.5,0.044766,0.091293,,,,,
64,bern50,0.05,100.0,4096,1,dev_stl_00,PRECORRECT,5.9715,0.00012,,1.0,-1.0,559807768041.3387,4.76,0.020479999999999998,0.0,0.0,2.64,2.641,5.9715,1.0,4.319973,4.322308,5e-06,0.999698,0.5,274505193086.94153,559807768041.3387,,,,,
64,bern50,0.05,100.0,4096,1,dev_stl_00,GI,3.2325,0.00086,,,,,4.76,0.020479999999999998,0.0,0.0,0.12,,,,,,,,,,,,,,,
64,bern50,0.05,100.0,4096,1,dev_stl_01,RQL,15.6969,0.14928,,0.3122,0.00142,0.100651,4.77,0.020479999999999998,0.0,0.0,103.53,103.528,15.6963,1.0,4.276689,4.322308,5e-06,0.999698,0.5,0.049355,0.100651,OK,0.9638,0.775,0.65,False
64,bern50,0.05,100.0,4096,1,dev_stl_01,POISSON-LIN,15.6299,0.14633,,0.31687,-0.04634,0.095858,4.77,0.020479999999999998,0.0,0.0,4.45,4.447,15.5673,1.0,4.276689,4.322308,5e-06,0.999698,0.5,0.047005,0.095858,,,,,
64,bern50,0.05,100.0,4096,1,dev_stl_01,SAT-POISSON,15.6757,0.14613,,0.31297,0.00141,0.091293,4.77,0.020479999999999998,0.0,0.0,4.4,4.393,15.675,1.0,4.276689,4.322308,5e-06,0.999698,0.5,0.044766,0.091293,,,,,
64,bern50,0.05,100.0,4096,1,dev_stl_01,PRECORRECT,5.585,8e-05,,1.0,-1.0,559807768041.3387,4.77,0.020479999999999998,0.0,0.0,2.67,2.672,5.585,1.0,4.276689,4.322308,5e-06,0.999698,0.5,274505193086.94153,559807768041.3387,,,,,
64,bern50,0.05,100.0,4096,1,dev_stl_01,GI,2.5889,0.01049,,,,,4.77,0.020479999999999998,0.0,0.0,0.15,,,,,,,,,,,,,,,
64,bern50,0.05,100.0,4096,1,dev_stl_02,RQL,15.2255,0.1414,,0.36136,-0.00317,0.100651,4.75,0.020479999999999998,0.0,0.0,101.64,101.637,15.2244,16.827061,4.406858,4.322308,5e-06,0.999698,0.5,0.049355,0.100651,OK,0.9838,0.625,0.3,False
64,bern50,0.05,100.0,4096,1,dev_stl_02,POISSON-LIN,14.966,0.14071,,0.37528,-0.0505,0.095858,4.75,0.020479999999999998,0.0,0.0,6.09,6.095,14.896,16.827061,4.406858,4.322308,5e-06,0.999698,0.5,0.047005,0.095858,,,,,
64,bern50,0.05,100.0,4096,1,dev_stl_02,SAT-POISSON,14.9568,0.14057,,0.37268,-0.00318,0.091293,4.75,0.020479999999999998,0.0,0.0,6.18,6.18,14.9564,16.827061,4.406858,4.322308,5e-06,0.999698,0.5,0.044766,0.091293,,,,,
64,bern50,0.05,100.0,4096,1,dev_stl_02,PRECORRECT,6.3832,0.00016,,1.0,-1.0,559807768041.3387,4.75,0.020479999999999998,0.0,0.0,2.82,2.816,6.3832,16.827061,4.406858,4.322308,5e-06,0.999698,0.5,274505193086.94153,559807768041.3387,,,,,
64,bern50,0.05,100.0,4096,1,dev_stl_02,GI,3.6814,-0.00257,,,,,4.75,0.020479999999999998,0.0,0.0,0.11,,,,,,,,,,,,,,,
64,bern50,0.05,100.0,4096,1,dev_stl_03,RQL,14.8172,0.14741,,0.65668,-0.0035,0.100651,4.75,0.020479999999999998,0.0,0.0,104.39,104.39,14.817,12.06463,4.382928,4.322308,5e-06,0.999698,0.5,0.049355,0.100651,OK,0.9953,0.575,0.05,False
64,bern50,0.05,100.0,4096,1,dev_stl_03,POISSON-LIN,14.7819,0.14901,,0.66049,-0.05079,0.095858,4.75,0.020479999999999998,0.0,0.0,5.71,5.711,14.7668,12.06463,4.382928,4.322308,5e-06,0.999698,0.5,0.047005,0.095858,,,,,
64,bern50,0.05,100.0,4096,1,dev_stl_03,SAT-POISSON,14.7802,0.1489,,0.65948,-0.0035,0.091293,4.75,0.020479999999999998,0.0,0.0,5.6,5.596,14.7801,12.06463,4.382928,4.322308,5e-06,0.999698,0.5,0.044766,0.091293,,,,,
64,bern50,0.05,100.0,4096,1,dev_stl_03,PRECORRECT,11.1641,0.00429,,1.0,-1.0,559807768041.3387,4.75,0.020479999999999998,0.0,0.0,2.94,2.935,11.1641,12.06463,4.382928,4.322308,5e-06,0.999698,0.5,274505193086.94153,559807768041.3387,,,,,
64,bern50,0.05,100.0,4096,1,dev_stl_03,GI,9.3645,0.02177,,,,,4.75,0.020479999999999998,0.0,0.0,0.13,,,,,,,,,,,,,,,
64,bern50,0.05,100.0,4096,1,dev_text,RQL,13.0892,0.02824,,0.97172,-0.01036,0.100651,4.71,0.020479999999999998,0.0,0.0,109.61,109.61,13.089,1.0,4.187969,4.322308,5e-06,0.999698,0.5,0.049355,0.100651,OK,0.9875,0.625,0.05,False
64,bern50,0.05,100.0,4096,1,dev_text,POISSON-LIN,13.088,0.02827,,0.97202,-0.05701,0.095858,4.71,0.020479999999999998,0.0,0.0,5.23,5.228,13.0863,1.0,4.187969,4.322308,5e-06,0.999698,0.5,0.047005,0.095858,,,,,
64,bern50,0.05,100.0,4096,1,dev_text,SAT-POISSON,13.0792,0.02749,,0.97283,-0.01035,0.091293,4.71,0.020479999999999998,0.0,0.0,6.47,6.471,13.0791,1.0,4.187969,4.322308,5e-06,0.999698,0.5,0.044766,0.091293,,,,,
64,bern50,0.05,100.0,4096,1,dev_text,PRECORRECT,12.8398,0.72447,,1.0,-1.0,559807768041.3387,4.71,0.020479999999999998,0.0,0.0,3.18,3.179,12.8398,1.0,4.187969,4.322308,5e-06,0.999698,0.5,274505193086.94153,559807768041.3387,,,,,
64,bern50,0.05,100.0,4096,1,dev_text,GI,13.0164,0.02244,,,,,4.71,0.020479999999999998,0.0,0.0,0.12,,,,,,,,,,,,,,,
64,bern50,0.05,100.0,4096,1,dev_fine_lines,RQL,6.0765,0.00365,,0.75112,0.00941,0.100651,4.8,0.020479999999999998,0.0,0.0,99.54,99.537,6.076,1.0,4.19431,4.322308,5e-06,0.999698,0.5,0.049355,0.100651,OK,0.974,0.7,0.9,False
64,bern50,0.05,100.0,4096,1,dev_fine_lines,POISSON-LIN,6.0696,0.00364,,0.75205,-0.03908,0.095858,4.8,0.020479999999999998,0.0,0.0,4.92,4.92,6.0653,1.0,4.19431,4.322308,5e-06,0.999698,0.5,0.047005,0.095858,,,,,
64,bern50,0.05,100.0,4096,1,dev_fine_lines,SAT-POISSON,6.0726,0.00362,,0.75146,0.00943,0.091293,4.8,0.020479999999999998,0.0,0.0,4.82,4.82,6.0721,1.0,4.19431,4.322308,5e-06,0.999698,0.5,0.044766,0.091293,,,,,
64,bern50,0.05,100.0,4096,1,dev_fine_lines,PRECORRECT,3.5902,0.0,,1.0,-1.0,559807768041.3387,4.8,0.020479999999999998,0.0,0.0,2.5,2.495,3.5902,1.0,4.19431,4.322308,5e-06,0.999698,0.5,274505193086.94153,559807768041.3387,,,,,
64,bern50,0.05,100.0,4096,1,dev_fine_lines,GI,1.9212,-0.01006,,,,,4.8,0.020479999999999998,0.0,0.0,0.11,,,,,,,,,,,,,,,
64,bern50,0.05,200.0,4096,0,dev_stl_00,RQL,18.3767,0.27388,,0.23978,0.00391,0.142615,9.56,0.040959999999999996,0.0,0.0,95.35,95.223,18.3752,14.945201,8.94173,8.641496,9e-06,0.999699,0.5,0.069932,0.142615,OK,1.0587,0.125,0.05,False
64,bern50,0.05,200.0,4096,0,dev_stl_00,POISSON-LIN,18.3612,0.27292,,0.24381,-0.04407,0.135823,9.56,0.040959999999999996,0.0,0.0,5.66,5.661,18.2306,14.945201,8.94173,8.641496,9e-06,0.999699,0.5,0.066602,0.135823,,,,,
64,bern50,0.05,200.0,4096,0,dev_stl_00,SAT-POISSON,18.4124,0.27533,,0.23879,0.00392,0.129356,9.56,0.040959999999999996,0.0,0.0,6.37,6.373,18.4111,14.945201,8.94173,8.641496,9e-06,0.999699,0.5,0.06343,0.129356,,,,,
64,bern50,0.05,200.0,4096,0,dev_stl_00,PRECORRECT,5.9715,0.00012,,1.0,-1.0,6857139221108.437,9.56,0.040959999999999996,0.0,0.0,2.64,2.638,5.9715,14.945201,8.94173,8.641496,9e-06,0.999699,0.5,3362440525790.296,6857139221108.437,,,,,
64,bern50,0.05,200.0,4096,0,dev_stl_00,GI,3.0145,0.00198,,,,,9.56,0.040959999999999996,0.0,0.0,0.13,,,,,,,,,,,,,,,
64,bern50,0.05,200.0,4096,0,dev_stl_01,RQL,15.9598,0.15335,,0.30287,-0.00232,0.142615,9.5,0.040959999999999996,0.0,0.0,97.36,97.359,15.9597,9.598553,8.834321,8.641496,9e-06,0.999699,0.5,0.069932,0.142615,OK,1.0459,0.2,0.925,False
64,bern50,0.05,200.0,4096,0,dev_stl_01,POISSON-LIN,16.0099,0.15252,,0.30489,-0.04971,0.135823,9.5,0.040959999999999996,0.0,0.0,6.01,6.013,15.9022,9.598553,8.834321,8.641496,9e-06,0.999699,0.5,0.066602,0.135823,,,,,
64,bern50,0.05,200.0,4096,0,dev_stl_01,SAT-POISSON,16.0044,0.15252,,0.30133,-0.00231,0.129356,9.5,0.040959999999999996,0.0,0.0,6.01,6.008,16.0041,9.598553,8.834321,8.641496,9e-06,0.999699,0.5,0.06343,0.129356,,,,,
64,bern50,0.05,200.0,4096,0,dev_stl_01,PRECORRECT,5.585,8e-05,,1.0,-1.0,6857139221108.437,9.5,0.040959999999999996,0.0,0.0,2.47,2.467,5.585,9.598553,8.834321,8.641496,9e-06,0.999699,0.5,3362440525790.296,6857139221108.437,,,,,
64,bern50,0.05,200.0,4096,0,dev_stl_01,GI,2.9397,0.01109,,,,,9.5,0.040959999999999996,0.0,0.0,0.1,,,,,,,,,,,,,,,
64,bern50,0.05,200.0,4096,0,dev_stl_02,RQL,15.0788,0.13954,,0.36751,0.0086,0.142615,9.6,0.040959999999999996,0.0,0.0,100.02,100.019,15.0778,9.046743,8.823236,8.641496,9e-06,0.999699,0.5,0.069932,0.142615,OK,1.007,0.475,0.375,False
64,bern50,0.05,200.0,4096,0,dev_stl_02,POISSON-LIN,14.9064,0.1414,,0.37661,-0.03981,0.135823,9.6,0.040959999999999996,0.0,0.0,6.87,6.867,14.8655,9.046743,8.823236,8.641496,9e-06,0.999699,0.5,0.066602,0.135823,,,,,
64,bern50,0.05,200.0,4096,0,dev_stl_02,SAT-POISSON,14.9043,0.14132,,0.37502,0.00861,0.129356,9.6,0.040959999999999996,0.0,0.0,7.24,7.24,14.902,9.046743,8.823236,8.641496,9e-06,0.999699,0.5,0.06343,0.129356,,,,,
64,bern50,0.05,200.0,4096,0,dev_stl_02,PRECORRECT,6.3832,0.00016,,1.0,-1.0,6857139221108.437,9.6,0.040959999999999996,0.0,0.0,2.7,2.699,6.3832,9.046743,8.823236,8.641496,9e-06,0.999699,0.5,3362440525790.296,6857139221108.437,,,,,
64,bern50,0.05,200.0,4096,0,dev_stl_02,GI,3.8076,0.0089,,,,,9.6,0.040959999999999996,0.0,0.0,0.12,,,,,,,,,,,,,,,
64,bern50,0.05,200.0,4096,0,dev_stl_03,RQL,14.9128,0.15167,,0.64949,-0.00119,0.142615,9.51,0.040959999999999996,0.0,0.0,104.37,104.368,14.9127,30.804615,9.260331,8.641496,9e-06,0.999699,0.5,0.069932,0.142615,OK,1.013,0.425,0.275,False
64,bern50,0.05,200.0,4096,0,dev_stl_03,POISSON-LIN,14.77,0.14816,,0.66125,-0.04868,0.135823,9.51,0.040959999999999996,0.0,0.0,8.13,8.127,14.7568,30.804615,9.260331,8.641496,9e-06,0.999699,0.5,0.066602,0.135823,,,,,
64,bern50,0.05,200.0,4096,0,dev_stl_03,SAT-POISSON,14.7638,0.14797,,0.66072,-0.00118,0.129356,9.51,0.040959999999999996,0.0,0.0,8.09,8.092,14.7638,30.804615,9.260331,8.641496,9e-06,0.999699,0.5,0.06343,0.129356,,,,,
64,bern50,0.05,200.0,4096,0,dev_stl_03,PRECORRECT,11.1641,0.00429,,1.0,-1.0,6857139221108.437,9.51,0.040959999999999996,0.0,0.0,2.59,2.592,11.1641,30.804615,9.260331,8.641496,9e-06,0.999699,0.5,3362440525790.296,6857139221108.437,,,,,
64,bern50,0.05,200.0,4096,0,dev_stl_03,GI,9.397,0.0165,,,,,9.51,0.040959999999999996,0.0,0.0,0.12,,,,,,,,,,,,,,,
64,bern50,0.05,200.0,4096,0,dev_text,RQL,13.0879,0.02787,,0.97185,-0.0086,0.142615,9.44,0.040959999999999996,0.0,0.0,106.68,106.678,13.0878,33.421964,9.312911,8.641496,9e-06,0.999699,0.5,0.069932,0.142615,OK,1.0597,0.125,0.075,False
64,bern50,0.05,200.0,4096,0,dev_text,POISSON-LIN,13.0931,0.02809,,0.97147,-0.05542,0.135823,9.44,0.040959999999999996,0.0,0.0,8.36,8.362,13.0912,33.421964,9.312911,8.641496,9e-06,0.999699,0.5,0.066602,0.135823,,,,,
64,bern50,0.05,200.0,4096,0,dev_text,SAT-POISSON,13.0884,0.0279,,0.9718,-0.00859,0.129356,9.44,0.040959999999999996,0.0,0.0,7.57,7.572,13.0883,33.421964,9.312911,8.641496,9e-06,0.999699,0.5,0.06343,0.129356,,,,,
64,bern50,0.05,200.0,4096,0,dev_text,PRECORRECT,12.8398,0.72447,,1.0,-1.0,6857139221108.437,9.44,0.040959999999999996,0.0,0.0,2.75,2.751,12.8398,33.421964,9.312911,8.641496,9e-06,0.999699,0.5,3362440525790.296,6857139221108.437,,,,,
64,bern50,0.05,200.0,4096,0,dev_text,GI,13.2112,0.0323,,,,,9.44,0.040959999999999996,0.0,0.0,0.15,,,,,,,,,,,,,,,
64,bern50,0.05,200.0,4096,0,dev_fine_lines,RQL,6.1185,0.00382,,0.74746,-0.00184,0.142615,9.5,0.040959999999999996,0.0,0.0,101.09,101.09,6.1184,1.0,8.574997,8.641496,9e-06,0.999699,0.5,0.069932,0.142615,OK,1.0025,0.525,0.525,False
64,bern50,0.05,200.0,4096,0,dev_fine_lines,POISSON-LIN,6.0936,0.00371,,0.75033,-0.04929,0.135823,9.5,0.040959999999999996,0.0,0.0,6.44,6.443,6.0852,1.0,8.574997,8.641496,9e-06,0.999699,0.5,0.066602,0.135823,,,,,
64,bern50,0.05,200.0,4096,0,dev_fine_lines,SAT-POISSON,6.0924,0.0037,,0.74971,-0.00184,0.129356,9.5,0.040959999999999996,0.0,0.0,6.5,6.498,6.0924,1.0,8.574997,8.641496,9e-06,0.999699,0.5,0.06343,0.129356,,,,,
64,bern50,0.05,200.0,4096,0,dev_fine_lines,PRECORRECT,3.5902,0.0,,1.0,-1.0,6857139221108.437,9.5,0.040959999999999996,0.0,0.0,2.6,2.597,3.5902,1.0,8.574997,8.641496,9e-06,0.999699,0.5,3362440525790.296,6857139221108.437,,,,,
64,bern50,0.05,200.0,4096,0,dev_fine_lines,GI,2.1188,0.03255,,,,,9.5,0.040959999999999996,0.0,0.0,0.12,,,,,,,,,,,,,,,
64,bern50,0.05,200.0,4096,1,dev_stl_00,RQL,18.5232,0.27407,,0.23581,0.00684,0.142316,9.58,0.040959999999999996,0.0,0.0,101.09,101.085,18.5201,9.712831,8.836616,8.641496,9e-06,0.999694,0.5,0.069786,0.142316,OK,1.051,0.15,0.55,False
64,bern50,0.05,200.0,4096,1,dev_stl_00,POISSON-LIN,18.4648,0.27506,,0.24072,-0.04141,0.135539,9.58,0.040959999999999996,0.0,0.0,6.33,6.324,18.3413,9.712831,8.836616,8.641496,9e-06,0.999694,0.5,0.066463,0.135539,,,,,
64,bern50,0.05,200.0,4096,1,dev_stl_00,SAT-POISSON,18.4535,0.27487,,0.23772,0.00685,0.129085,9.58,0.040959999999999996,0.0,0.0,6.48,6.475,18.4501,9.712831,8.836616,8.641496,9e-06,0.999694,0.5,0.063298,0.129085,,,,,
64,bern50,0.05,200.0,4096,1,dev_stl_00,PRECORRECT,5.9715,0.00012,,1.0,-1.0,6842792058350.713,9.58,0.040959999999999996,0.0,0.0,2.59,2.585,5.9715,9.712831,8.836616,8.641496,9e-06,0.999694,0.5,3355405306009.6943,6842792058350.713,,,,,
64,bern50,0.05,200.0,4096,1,dev_stl_00,GI,3.1043,0.00548,,,,,9.58,0.040959999999999996,0.0,0.0,0.14,,,,,,,,,,,,,,,
64,bern50,0.05,200.0,4096,1,dev_stl_01,RQL,16.1624,0.15184,,0.29591,-0.00277,0.142316,9.5,0.040959999999999996,0.0,0.0,104.11,104.113,16.1617,1.0,8.325982,8.641496,9e-06,0.999694,0.5,0.069786,0.142316,OK,0.963,0.825,0.225,False
64,bern50,0.05,200.0,4096,1,dev_stl_01,POISSON-LIN,16.1589,0.15136,,0.30009,-0.05013,0.135539,9.5,0.040959999999999996,0.0,0.0,6.09,6.092,16.0399,1.0,8.325982,8.641496,9e-06,0.999694,0.5,0.066463,0.135539,,,,,
64,bern50,0.05,200.0,4096,1,dev_stl_01,SAT-POISSON,16.1479,0.1514,,0.29641,-0.00277,0.129085,9.5,0.040959999999999996,0.0,0.0,5.98,5.982,16.1472,1.0,8.325982,8.641496,9e-06,0.999694,0.5,0.063298,0.129085,,,,,
64,bern50,0.05,200.0,4096,1,dev_stl_01,PRECORRECT,5.585,8e-05,,1.0,-1.0,6842792058350.713,9.5,0.040959999999999996,0.0,0.0,2.67,2.668,5.585,1.0,8.325982,8.641496,9e-06,0.999694,0.5,3355405306009.6943,6842792058350.713,,,,,
64,bern50,0.05,200.0,4096,1,dev_stl_01,GI,2.8973,0.00562,,,,,9.5,0.040959999999999996,0.0,0.0,0.11,,,,,,,,,,,,,,,
64,bern50,0.05,200.0,4096,1,dev_stl_02,RQL,15.071,0.14424,,0.36782,-0.00304,0.142316,9.49,0.040959999999999996,0.0,0.0,103.3,103.302,15.0704,14.883392,8.940487,8.641496,9e-06,0.999694,0.5,0.069786,0.142316,OK,0.9836,0.6,0.6,False
64,bern50,0.05,200.0,4096,1,dev_stl_02,POISSON-LIN,15.0924,0.14532,,0.37008,-0.05039,0.135539,9.49,0.040959999999999996,0.0,0.0,5.65,5.646,15.0172,14.883392,8.940487,8.641496,9e-06,0.999694,0.5,0.066463,0.135539,,,,,
64,bern50,0.05,200.0,4096,1,dev_stl_02,SAT-POISSON,14.9282,0.14081,,0.37391,-0.00304,0.129085,9.49,0.040959999999999996,0.0,0.0,6.75,6.746,14.9279,14.883392,8.940487,8.641496,9e-06,0.999694,0.5,0.063298,0.129085,,,,,
64,bern50,0.05,200.0,4096,1,dev_stl_02,PRECORRECT,6.3832,0.00016,,1.0,-1.0,6842792058350.713,9.49,0.040959999999999996,0.0,0.0,2.53,2.529,6.3832,14.883392,8.940487,8.641496,9e-06,0.999694,0.5,3355405306009.6943,6842792058350.713,,,,,
64,bern50,0.05,200.0,4096,1,dev_stl_02,GI,3.8827,0.00548,,,,,9.49,0.040959999999999996,0.0,0.0,0.12,,,,,,,,,,,,,,,
64,bern50,0.05,200.0,4096,1,dev_stl_03,RQL,14.8335,0.14891,,0.65543,0.00194,0.142316,9.54,0.040959999999999996,0.0,0.0,106.02,106.013,14.8336,6.557204,8.773223,8.641496,9e-06,0.999694,0.5,0.069786,0.142316,OK,1.002,0.375,0.225,False
64,bern50,0.05,200.0,4096,1,dev_stl_03,POISSON-LIN,14.8291,0.14865,,0.65687,-0.04586,0.135539,9.54,0.040959999999999996,0.0,0.0,6.73,6.725,14.8146,6.557204,8.773223,8.641496,9e-06,0.999694,0.5,0.066463,0.135539,,,,,
64,bern50,0.05,200.0,4096,1,dev_stl_03,SAT-POISSON,14.8286,0.14869,,0.6558,0.00194,0.129085,9.54,0.040959999999999996,0.0,0.0,6.98,6.977,14.8287,6.557204,8.773223,8.641496,9e-06,0.999694,0.5,0.063298,0.129085,,,,,
64,bern50,0.05,200.0,4096,1,dev_stl_03,PRECORRECT,11.1641,0.00429,,1.0,-1.0,6842792058350.713,9.54,0.040959999999999996,0.0,0.0,2.82,2.818,11.1641,6.557204,8.773223,8.641496,9e-06,0.999694,0.5,3355405306009.6943,6842792058350.713,,,,,
64,bern50,0.05,200.0,4096,1,dev_stl_03,GI,9.2632,0.01949,,,,,9.54,0.040959999999999996,0.0,0.0,0.12,,,,,,,,,,,,,,,
64,bern50,0.05,200.0,4096,1,dev_text,RQL,13.1121,0.02841,,0.96916,-0.00595,0.142316,9.47,0.040959999999999996,0.0,0.0,106.19,106.185,13.1119,17.271036,8.988452,8.641496,9e-06,0.999694,0.5,0.069786,0.142316,OK,1.114,0.05,0.625,False
64,bern50,0.05,200.0,4096,1,dev_text,POISSON-LIN,13.1023,0.02803,,0.97048,-0.05301,0.135539,9.47,0.040959999999999996,0.0,0.0,6.61,6.61,13.1001,17.271036,8.988452,8.641496,9e-06,0.999694,0.5,0.066463,0.135539,,,,,
