cell_id,shard_id,side,pattern,rho_bar,nu,M,seed,image,arm,PSNR,SSIM,LPIPS,rad_nrmse,flux_dev,lam_tv,mean_counts,optical_time_s,dark_frac,tau_err,runtime_s,select_runtime_s,PSNR_rad,C_hat,S_N2,V0_exact,muprime0_exact,omega_A,c_used,sigma_grad_arm,lambda_tv_arm,audit_status,d_ratio,q_d,q_mean,leak_suspect,cnr,C_u,Gamma,S_det,S_inc,k_occupancy
M1_SCAT32-SAFE_00_c0011,M1_SCAT32-SAFE_00,32,m1pat:SCAT32-SAFE:m1_chirp_0,0.05,10.0,1024,1,m1_chirp_0,RQL,6.1357,0.00619,,0.6834,-0.01489,0.238564,0.47,0.000512,0.0,0.0,0.09,0.089,6.134,1.0,0.400766,0.435039,0.0,31.35146,0.5,0.128147,0.238564,,,,,,,0.215137,0.148459,0.00045967,0.00048811,
M1_SCAT32-SAFE_00_c0012,M1_SCAT32-SAFE_00,32,m1pat:SCAT32-SAFE:m1_chirp_0,0.05,20.0,1024,1,m1_chirp_0,RQL,6.089,0.00783,,0.68792,0.05539,0.336775,1.0,0.001024,0.0,0.0,0.12,0.122,6.0769,2.132154,0.921163,0.866957,1e-06,31.49339,0.5,0.180902,0.336775,,,,,,,0.215137,0.209952,0.00097942,0.00097621,
M1_SCAT32-SAFE_00_c0013,M1_SCAT32-SAFE_00,32,m1pat:SCAT32-SAFE:m1_chirp_0,0.05,50.0,1024,1,m1_chirp_0,RQL,6.054,0.00406,,0.68974,0.00828,0.531913,2.4,0.0025599999999999998,0.0,0.0,0.11,0.109,6.0539,1.602246,2.415782,2.162714,2e-06,31.394903,0.5,0.285722,0.531913,,,,,,,0.215137,0.331964,0.00234127,0.00244053,
M1_SCAT32-SAFE_00_c0014,M1_SCAT32-SAFE_00,32,m1pat:SCAT32-SAFE:m1_chirp_0,0.05,100.0,1024,1,m1_chirp_0,RQL,6.1009,0.00514,,0.68654,-0.03199,0.751968,4.62,0.0051199999999999996,0.0,0.0,0.09,0.089,6.0942,1.0,4.706945,4.322308,5e-06,31.241619,0.5,0.403926,0.751968,,,,,,,0.215137,0.469467,0.00450706,0.00488107,
M1_SCAT32-SAFE_00_c0015,M1_SCAT32-SAFE_00,32,m1pat:SCAT32-SAFE:m1_chirp_0,0.05,200.0,1024,1,m1_chirp_0,RQL,6.1486,0.01162,,0.68234,-0.00816,1.063251,9.45,0.010239999999999999,0.0,0.0,0.11,0.107,6.1476,1.539308,12.51154,8.641496,9e-06,31.27812,0.5,0.571134,1.063251,,,,,,,0.215137,0.663927,0.00922585,0.00976214,
M1_SCAT32-SAFE_00_c0016,M1_SCAT32-SAFE_00,32,m1pat:SCAT32-SAFE:m1_chirp_0,0.05,500.0,1024,1,m1_chirp_0,RQL,6.3812,0.04119,,0.66433,-0.00482,1.680966,23.71,0.025599999999999998,0.0,0.0,0.13,0.132,6.3799,1.42215,43.776434,21.59906,2.3e-05,31.049835,0.5,0.902945,1.680966,,,,,,,0.215137,1.049761,0.02315331,0.02440535,
M1_SCAT32-SAFE_00_c0017,M1_SCAT32-SAFE_00,32,m1pat:SCAT32-SAFE:m1_chirp_0,0.05,1000.0,1024,1,m1_chirp_0,RQL,6.5986,0.07712,,0.64808,-0.00814,2.377158,47.29,0.051199999999999996,0.0,0.0,0.14,0.141,6.5951,1.449483,133.997988,43.195,4.5e-05,31.186228,0.5,1.27691,2.377158,,,,,,,0.215137,1.484586,0.04617882,0.04881069,
M1_SCAT32-SAFE_00_c0018,M1_SCAT32-SAFE_00,32,m1pat:SCAT32-SAFE:m1_chirp_0,0.05,2000.0,1024,1,m1_chirp_0,RQL,7.1378,0.17599,,0.60915,-0.00635,3.361749,94.86,0.10239999999999999,0.0,0.0,0.16,0.16,7.1331,1.477039,461.489215,86.38688,9.1e-05,31.607798,0.5,1.805791,3.361749,,,,,,,0.215137,2.099522,0.0926342,0.09762138,
M1_SCAT32-SAFE_00_c0019,M1_SCAT32-SAFE_00,32,m1pat:SCAT32-SAFE:m1_chirp_0,0.05,5.0,1024,2,m1_chirp_0,RQL,5.8641,0.015,,0.71035,0.09023,0.169294,0.26,0.000256,0.0,0.0,0.08,0.082,5.7982,17.759131,0.247481,0.219079,0.0,31.251397,0.5,0.090938,0.169294,,,,,,,0.215137,0.104976,0.00025368,0.00024405,
M1_SCAT32-SAFE_00_c0020,M1_SCAT32-SAFE_00,32,m1pat:SCAT32-SAFE:m1_chirp_0,0.05,10.0,1024,2,m1_chirp_0,RQL,5.9116,0.00329,,0.70103,-0.0215,0.238564,0.47,0.000512,0.0,0.0,0.11,0.105,5.9129,2.424113,0.450337,0.435039,0.0,31.124101,0.5,0.128147,0.238564,,,,,,,0.215137,0.148459,0.00045586,0.00048811,
M1_SCAT32-SAFE_00_c0021,M1_SCAT32-SAFE_00,32,m1pat:SCAT32-SAFE:m1_chirp_0,0.05,20.0,1024,2,m1_chirp_0,RQL,6.0481,0.00388,,0.6902,0.00337,0.336775,0.96,0.001024,0.0,0.0,0.11,0.111,6.0481,1.0,0.811252,0.866957,1e-06,31.092359,0.5,0.180902,0.336775,,,,,,,0.215137,0.209952,0.00093269,0.00097621,
M1_SCAT32-SAFE_00_c0022,M1_SCAT32-SAFE_00,32,m1pat:SCAT32-SAFE:m1_chirp_0,0.05,50.0,1024,2,m1_chirp_0,RQL,6.099,0.00472,,0.68733,-0.04968,0.531913,2.27,0.0025599999999999998,0.0,0.0,0.12,0.124,6.0842,1.0,2.162966,2.162714,2e-06,31.356252,0.5,0.285722,0.531913,,,,,,,0.215137,0.331964,0.00221443,0.00244053,
M1_SCAT32-SAFE_00_c0023,M1_SCAT32-SAFE_00,32,m1pat:SCAT32-SAFE:m1_chirp_0,0.05,100.0,1024,2,m1_chirp_0,RQL,6.1746,0.01325,,0.68036,-0.01443,0.751968,4.7,0.0051199999999999996,0.0,0.0,0.09,0.089,6.1728,1.207207,5.081789,4.322308,5e-06,31.292418,0.5,0.403926,0.751968,,,,,,,0.215137,0.469467,0.00458813,0.00488107,
M1_SCAT32-SAFE_00_c0024,M1_SCAT32-SAFE_00,32,m1pat:SCAT32-SAFE:m1_chirp_0,0.05,200.0,1024,2,m1_chirp_0,RQL,6.1726,0.01247,,0.68051,-0.01078,1.063251,9.43,0.010239999999999999,0.0,0.0,0.14,0.136,6.1709,1.385318,12.134997,8.641496,9e-06,31.373419,0.5,0.571134,1.063251,,,,,,,0.215137,0.663927,0.00920486,0.00976214,
M1_SCAT32-SAFE_00_c0025,M1_SCAT32-SAFE_00,32,m1pat:SCAT32-SAFE:m1_chirp_0,0.05,500.0,1024,2,m1_chirp_0,RQL,6.2815,0.024,,0.67193,-0.00167,1.680966,23.77,0.025599999999999998,0.0,0.0,0.12,0.122,6.2811,1.416352,43.726263,21.59906,2.3e-05,31.10639,0.5,0.902945,1.680966,,,,,,,0.215137,1.049761,0.02321339,0.02440535,
M1_SCAT32-SAFE_00_c0026,M1_SCAT32-SAFE_00,32,m1pat:SCAT32-SAFE:m1_chirp_0,0.05,1000.0,1024,2,m1_chirp_0,RQL,6.6361,0.09523,,0.64538,-0.00921,2.377158,47.25,0.051199999999999996,0.0,0.0,0.14,0.143,6.6313,1.609017,144.296187,43.195,4.5e-05,31.280344,0.5,1.27691,2.377158,,,,,,,0.215137,1.484586,0.04614162,0.04881069,
M1_SCAT32-SAFE_00_c0027,M1_SCAT32-SAFE_00,32,m1pat:SCAT32-SAFE:m1_chirp_0,0.05,2000.0,1024,2,m1_chirp_0,RQL,7.0163,0.15968,,0.61756,-0.00354,3.361749,95.07,0.10239999999999999,0.0,0.0,0.16,0.157,7.014,1.481375,462.294231,86.38688,9.1e-05,31.582916,0.5,1.805791,3.361749,,,,,,,0.215137,2.099522,0.0928421,0.09762138,
M1_SCAT32-SAFE_00_c0028,M1_SCAT32-SAFE_00,32,m1pat:SCAT32-SAFE:m1_chirp_0,0.05,5.0,1024,3,m1_chirp_0,RQL,5.9513,0.00086,,0.69923,0.04431,0.169294,0.25,0.000256,0.0,0.0,0.1,0.104,5.9352,6.445942,0.229426,0.219079,0.0,31.365686,0.5,0.090938,0.169294,,,,,,,0.215137,0.104976,0.00024319,0.00024405,
M1_SCAT32-SAFE_00_c0029,M1_SCAT32-SAFE_00,32,m1pat:SCAT32-SAFE:m1_chirp_0,0.05,10.0,1024,3,m1_chirp_0,RQL,6.0979,0.00642,,0.68922,0.08271,0.238564,0.51,0.000512,0.0,0.0,0.08,0.083,6.0604,15.151866,0.531246,0.435039,0.0,31.313595,0.5,0.128147,0.238564,,,,,,,0.215137,0.148459,0.00050259,0.00048811,
M1_SCAT32-SAFE_00_c0030,M1_SCAT32-SAFE_00,32,m1pat:SCAT32-SAFE:m1_chirp_0,0.05,20.0,1024,3,m1_chirp_0,RQL,6.0732,0.00416,,0.68821,0.00618,0.336775,0.96,0.001024,0.0,0.0,0.11,0.106,6.0732,2.289896,0.92477,0.866957,1e-06,31.274832,0.5,0.180902,0.336775,,,,,,,0.215137,0.209952,0.00093555,0.00097621,
M1_SCAT32-SAFE_00_c0031,M1_SCAT32-SAFE_00,32,m1pat:SCAT32-SAFE:m1_chirp_0,0.05,50.0,1024,3,m1_chirp_0,RQL,6.111,0.00774,,0.68645,-0.04975,0.531913,2.27,0.0025599999999999998,0.0,0.0,0.11,0.113,6.0954,1.0,2.270985,2.162714,2e-06,31.124901,0.5,0.285722,0.531913,,,,,,,0.215137,0.331964,0.00221443,0.00244053,
M1_SCAT32-SAFE_00_c0032,M1_SCAT32-SAFE_00,32,m1pat:SCAT32-SAFE:m1_chirp_0,0.05,100.0,1024,3,m1_chirp_0,RQL,6.1441,0.00908,,0.68262,-0.00131,0.751968,4.76,0.0051199999999999996,0.0,0.0,0.1,0.104,6.144,1.55126,5.291288,4.322308,5e-06,31.069465,0.5,0.403926,0.751968,,,,,,,0.215137,0.469467,0.00464439,0.00488107,
M1_SCAT32-SAFE_00_c0033,M1_SCAT32-SAFE_00,32,m1pat:SCAT32-SAFE:m1_chirp_0,0.05,200.0,1024,3,m1_chirp_0,RQL,6.1227,0.00631,,0.68429,0.00728,1.063251,9.59,0.010239999999999999,0.0,0.0,0.1,0.103,6.1228,1.6305,12.762433,8.641496,9e-06,31.443122,0.5,0.571134,1.063251,,,,,,,0.215137,0.663927,0.00936317,0.00976214,
M1_SCAT32-SAFE_00_c0034,M1_SCAT32-SAFE_00,32,m1pat:SCAT32-SAFE:m1_chirp_0,0.05,500.0,1024,3,m1_chirp_0,RQL,6.4814,0.06726,,0.65668,-0.00246,1.680966,23.77,0.025599999999999998,0.0,0.0,0.14,0.139,6.4806,1.553421,46.099492,21.59906,2.3e-05,31.403572,0.5,0.902945,1.680966,,,,,,,0.215137,1.049761,0.0232172,0.02440535,
M1_SCAT32-SAFE_00_c0035,M1_SCAT32-SAFE_00,32,m1pat:SCAT32-SAFE:m1_chirp_0,0.05,1000.0,1024,3,m1_chirp_0,RQL,6.6616,0.09798,,0.64348,-0.00951,2.377158,47.24,0.051199999999999996,0.0,0.0,0.14,0.142,6.6569,1.544052,139.843037,43.195,4.5e-05,31.160687,0.5,1.27691,2.377158,,,,,,,0.215137,1.484586,0.04613018,0.04881069,
M1_SCAT32-SAFE_00_c0036,M1_SCAT32-SAFE_00,32,m1pat:SCAT32-SAFE:m1_chirp_0,0.05,2000.0,1024,3,m1_chirp_0,RQL,7.0478,0.18051,,0.61549,-0.00613,3.361749,94.83,0.10239999999999999,0.0,0.0,0.16,0.163,7.0432,1.545957,475.319455,86.38688,9.1e-05,31.31219,0.5,1.805791,3.361749,,,,,,,0.215137,2.099522,0.09261227,0.09762138,
M1_SCAT32-SAFE_00_c0037,M1_SCAT32-SAFE_00,32,m1pat:SCAT32-SAFE:m1_chirp_0,0.05,5.0,1024,4,m1_chirp_0,RQL,5.5728,0.01296,,0.73603,0.06178,0.169294,0.26,0.000256,0.0,0.0,0.12,0.122,5.4897,14.106842,0.24157,0.219079,0.0,31.154551,0.5,0.090938,0.169294,,,,,,,0.215137,0.104976,0.00025082,0.00024405,
M1_SCAT32-SAFE_00_c0038,M1_SCAT32-SAFE_00,32,m1pat:SCAT32-SAFE:m1_chirp_0,0.05,10.0,1024,4,m1_chirp_0,RQL,6.0218,0.00292,,0.6957,0.09237,0.238564,0.52,0.000512,0.0,0.0,0.08,0.079,5.9791,6.740338,0.477626,0.435039,0.0,31.159764,0.5,0.128147,0.238564,,,,,,,0.215137,0.148459,0.00050545,0.00048811,
M1_SCAT32-SAFE_00_c0039,M1_SCAT32-SAFE_00,32,m1pat:SCAT32-SAFE:m1_chirp_0,0.05,20.0,1024,4,m1_chirp_0,RQL,6.0045,0.00328,,0.69453,0.04454,0.336775,0.99,0.001024,0.0,0.0,0.13,0.13,5.9938,1.575718,0.907084,0.866957,1e-06,31.546444,0.5,0.180902,0.336775,,,,,,,0.215137,0.209952,0.00096893,0.00097621,
M1_SCAT32-SAFE_00_c0040,M1_SCAT32-SAFE_00,32,m1pat:SCAT32-SAFE:m1_chirp_0,0.05,50.0,1024,4,m1_chirp_0,RQL,6.0,0.00364,,0.69407,0.00693,0.531913,2.4,0.0025599999999999998,0.0,0.0,0.13,0.127,5.9996,2.694363,2.581504,2.162714,2e-06,30.895183,0.5,0.285722,0.531913,,,,,,,0.215137,0.331964,0.00233936,0.00244053,
M1_SCAT32-SAFE_00_c0041,M1_SCAT32-SAFE_00,32,m1pat:SCAT32-SAFE:m1_chirp_0,0.05,100.0,1024,4,m1_chirp_0,RQL,6.1412,0.01341,,0.68309,-0.02789,0.751968,4.64,0.0051199999999999996,0.0,0.0,0.1,0.096,6.1381,1.107346,5.026871,4.322308,5e-06,31.647558,0.5,0.403926,0.751968,,,,,,,0.215137,0.469467,0.00453472,0.00488107,
M1_SCAT32-SAFE_00_c0042,M1_SCAT32-SAFE_00,32,m1pat:SCAT32-SAFE:m1_chirp_0,0.05,200.0,1024,4,m1_chirp_0,RQL,6.2889,0.03356,,0.6713,0.00495,1.063251,9.58,0.010239999999999999,0.0,0.0,0.11,0.108,6.2893,1.708817,12.959244,8.641496,9e-06,31.43491,0.5,0.571134,1.063251,,,,,,,0.215137,0.663927,0.00935745,0.00976214,
M1_SCAT32-SAFE_00_c0043,M1_SCAT32-SAFE_00,32,m1pat:SCAT32-SAFE:m1_chirp_0,0.05,500.0,1024,4,m1_chirp_0,RQL,6.4628,0.05553,,0.65802,0.00036,1.680966,23.84,0.025599999999999998,0.0,0.0,0.14,0.139,6.4629,1.539254,45.969102,21.59906,2.3e-05,31.523928,0.5,0.902945,1.680966,,,,,,,0.215137,1.049761,0.0232811,0.02440535,
M1_SCAT32-SAFE_00_c0044,M1_SCAT32-SAFE_00,32,m1pat:SCAT32-SAFE:m1_chirp_0,0.05,1000.0,1024,4,m1_chirp_0,RQL,6.6917,0.09667,,0.64077,0.00542,2.377158,47.92,0.051199999999999996,0.0,0.0,0.17,0.171,6.6936,1.420683,132.816844,43.195,4.5e-05,31.404546,0.5,1.27691,2.377158,,,,,,,0.215137,1.484586,0.04679394,0.04881069,
M1_SCAT32-SAFE_00_c0045,M1_SCAT32-SAFE_00,32,m1pat:SCAT32-SAFE:m1_chirp_0,0.05,2000.0,1024,4,m1_chirp_0,RQL,6.914,0.15383,,0.62461,0.00247,3.361749,95.59,0.10239999999999999,0.0,0.0,0.17,0.167,6.9154,1.494224,460.630404,86.38688,9.1e-05,31.172751,0.5,1.805791,3.361749,,,,,,,0.215137,2.099522,0.09335423,0.09762138,
M1_SCAT32-SAFE_00_c0046,M1_SCAT32-SAFE_00,32,m1pat:SCAT32-SAFE:m1_chirp_1,0.05,5.0,1024,0,m1_chirp_1,RQL,6.2053,0.00462,,0.77744,-0.02278,0.169294,0.23,0.000256,0.0,0.0,0.15,0.151,6.2044,15.889212,0.244403,0.219079,0.0,31.143974,0.5,0.090938,0.169294,,,,,,,0.267096,0.130329,0.00022793,0.0002442,
M1_SCAT32-SAFE_00_c0047,M1_SCAT32-SAFE_00,32,m1pat:SCAT32-SAFE:m1_chirp_1,0.05,10.0,1024,0,m1_chirp_1,RQL,6.5616,0.01327,,0.74659,0.09566,0.238564,0.52,0.000512,0.0,0.0,0.12,0.116,6.5561,8.318055,0.487305,0.435039,0.0,30.987762,0.5,0.128147,0.238564,,,,,,,0.267096,0.184314,0.00050926,0.00048841,
M1_SCAT32-SAFE_00_c0048,M1_SCAT32-SAFE_00,32,m1pat:SCAT32-SAFE:m1_chirp_1,0.05,20.0,1024,0,m1_chirp_1,RQL,6.5088,0.01186,,0.75061,0.01356,0.336775,0.97,0.001024,0.0,0.0,0.19,0.188,6.5094,2.593978,0.932105,0.866957,1e-06,31.111476,0.5,0.180902,0.336775,,,,,,,0.267096,0.260659,0.00094795,0.00097681,
M1_SCAT32-SAFE_00_c0049,M1_SCAT32-SAFE_00,32,m1pat:SCAT32-SAFE:m1_chirp_1,0.05,50.0,1024,0,m1_chirp_1,RQL,6.6426,0.02107,,0.73908,0.00499,0.531913,2.4,0.0025599999999999998,0.0,0.0,0.17,0.168,6.644,2.581866,2.56861,2.162714,2e-06,31.248697,0.5,0.285722,0.531913,,,,,,,0.267096,0.412138,0.00234509,0.00244203,
M1_SCAT32-SAFE_00_c0050,M1_SCAT32-SAFE_00,32,m1pat:SCAT32-SAFE:m1_chirp_1,0.05,100.0,1024,0,m1_chirp_1,RQL,6.8011,0.03667,,0.72621,-0.01931,0.751968,4.69,0.0051199999999999996,0.0,0.0,0.15,0.15,6.7965,1.559033,5.307659,4.322308,5e-06,31.436895,0.5,0.403926,0.751968,,,,,,,0.267096,0.582851,0.00458241,0.00488406,
M1_SCAT32-SAFE_00_c0051,M1_SCAT32-SAFE_00,32,m1pat:SCAT32-SAFE:m1_chirp_1,0.05,200.0,1024,0,m1_chirp_1,RQL,6.8492,0.03786,,0.72168,0.00616,1.063251,9.6,0.010239999999999999,0.0,0.0,0.21,0.211,6.8509,2.531225,14.952885,8.641496,9e-06,31.020201,0.5,0.571134,1.063251,,,,,,,0.267096,0.824275,0.00937939,0.00976813,
M1_SCAT32-SAFE_00_c0052,M1_SCAT32-SAFE_00,32,m1pat:SCAT32-SAFE:m1_chirp_1,0.05,500.0,1024,0,m1_chirp_1,RQL,6.9397,0.06015,,0.71493,-0.01668,1.680966,23.48,0.025599999999999998,0.0,0.0,0.23,0.232,6.9324,2.200467,56.32867,21.59906,2.3e-05,31.425298,0.5,0.902945,1.680966,,,,,,,0.267096,1.303294,0.0229311,0.02442032,
M1_SCAT32-SAFE_00_c0053,M1_SCAT32-SAFE_00,32,m1pat:SCAT32-SAFE:m1_chirp_1,0.05,1000.0,1024,0,m1_chirp_1,RQL,7.2617,0.11416,,0.68914,-0.01867,2.377158,46.9,0.051199999999999996,0.0,0.0,0.27,0.267,7.2516,2.233831,183.15836,43.195,4.5e-05,31.191752,0.5,1.27691,2.377158,,,,,,,0.267096,1.843136,0.04580212,0.04884064,
M1_SCAT32-SAFE_00_c0054,M1_SCAT32-SAFE_00,32,m1pat:SCAT32-SAFE:m1_chirp_1,0.05,2000.0,1024,0,m1_chirp_1,RQL,7.6005,0.19997,,0.66252,-0.01133,3.361749,94.59,0.10239999999999999,0.0,0.0,0.2,0.204,7.5938,2.245568,648.754976,86.38688,9.1e-05,31.169576,0.5,1.805791,3.361749,,,,,,,0.267096,2.606588,0.09237576,0.09768129,
M1_SCAT32-SAFE_00_c0055,M1_SCAT32-SAFE_00,32,m1pat:SCAT32-SAFE:m1_chirp_1,0.05,5.0,1024,1,m1_chirp_1,RQL,6.2807,0.00494,,0.77062,0.00781,0.169294,0.24,0.000256,0.0,0.0,0.14,0.135,6.2809,9.49549,0.234247,0.219079,0.0,31.214194,0.5,0.090938,0.169294,,,,,,,0.267096,0.130329,0.0002346,0.0002442,
M1_SCAT32-SAFE_00_c0056,M1_SCAT32-SAFE_00,32,m1pat:SCAT32-SAFE:m1_chirp_1,0.05,10.0,1024,1,m1_chirp_1,RQL,6.3014,0.00538,,0.7688,0.00147,0.238564,0.48,0.000512,0.0,0.0,0.09,0.09,6.3015,3.98697,0.460216,0.435039,0.0,31.142779,0.5,0.128147,0.238564,,,,,,,0.267096,0.184314,0.00046539,0.00048841,
M1_SCAT32-SAFE_00_c0057,M1_SCAT32-SAFE_00,32,m1pat:SCAT32-SAFE:m1_chirp_1,0.05,20.0,1024,1,m1_chirp_1,RQL,6.3304,0.00562,,0.76745,-0.0531,0.336775,0.9,0.001024,0.0,0.0,0.13,0.127,6.3168,1.275344,0.899272,0.866957,1e-06,31.387799,0.5,0.180902,0.336775,,,,,,,0.267096,0.260659,0.0008831,0.00097681,
M1_SCAT32-SAFE_00_c0058,M1_SCAT32-SAFE_00,32,m1pat:SCAT32-SAFE:m1_chirp_1,0.05,50.0,1024,1,m1_chirp_1,RQL,6.7047,0.02937,,0.73356,0.02095,0.531913,2.44,0.0025599999999999998,0.0,0.0,0.09,0.09,6.709,2.341565,2.532604,2.162714,2e-06,31.3991,0.5,0.285722,0.531913,,,,,,,0.267096,0.412138,0.00238228,0.00244203,
M1_SCAT32-SAFE_00_c0059,M1_SCAT32-SAFE_00,32,m1pat:SCAT32-SAFE:m1_chirp_1,0.05,100.0,1024,1,m1_chirp_1,RQL,6.8384,0.03771,,0.72299,-0.00882,0.751968,4.74,0.0051199999999999996,0.0,0.0,0.09,0.092,6.835,2.391985,5.835714,4.322308,5e-06,31.470282,0.5,0.403926,0.751968,,,,,,,0.267096,0.582851,0.00462818,0.00488406,
M1_SCAT32-SAFE_00_c0060,M1_SCAT32-SAFE_00,32,m1pat:SCAT32-SAFE:m1_chirp_1,0.05,200.0,1024,1,m1_chirp_1,RQL,6.8534,0.04512,,0.72166,-0.007,1.063251,9.49,0.010239999999999999,0.0,0.0,0.13,0.131,6.8511,2.343052,14.532536,8.641496,9e-06,31.279544,0.5,0.571134,1.063251,,,,,,,0.267096,0.824275,0.00926685,0.00976813,
M1_SCAT32-SAFE_00_c0061,M1_SCAT32-SAFE_00,32,m1pat:SCAT32-SAFE:m1_chirp_1,0.05,500.0,1024,1,m1_chirp_1,RQL,7.1474,0.09445,,0.69755,-0.00256,1.680966,23.82,0.025599999999999998,0.0,0.0,0.14,0.138,7.1462,2.316999,57.83618,21.59906,2.3e-05,31.140265,0.5,0.902945,1.680966,,,,,,,0.267096,1.303294,0.02326584,0.02442032,
M1_SCAT32-SAFE_00_c0062,M1_SCAT32-SAFE_00,32,m1pat:SCAT32-SAFE:m1_chirp_1,0.05,1000.0,1024,1,m1_chirp_1,RQL,7.3129,0.12739,,0.68466,-0.00862,2.377158,47.36,0.051199999999999996,0.0,0.0,0.16,0.158,7.3083,2.300158,188.830099,43.195,4.5e-05,31.519854,0.5,1.27691,2.377158,,,,,,,0.267096,1.843136,0.04625416,0.04884064,
