side,pattern,rho_bar,nu,M,seed,image,arm,PSNR,SSIM,LPIPS,rad_nrmse,flux_dev,lam_tv,mean_counts,optical_time_s,dark_frac,tau_err,runtime_s,select_runtime_s,PSNR_rad,C_hat,S_N2,V0_exact,muprime0_exact,omega_A,c_used,sigma_grad_arm,lambda_tv_arm,audit_status,d_ratio,q_d,q_mean,leak_suspect,c_force
64,bern50,0.05,2000.0,4096,1,dev_fine_lines,RQL,6.1045,0.01256,,0.74867,0.00038,0.224985,95.26,0.40959999999999996,0.0,0.0,9.7,9.7,6.1044,4.53467,95.492745,86.38688,9.1e-05,0.999705,0.25,0.220646,0.224985,,,,,,0.25
64,bern50,0.05,2000.0,4096,0,dev_stl_00,RQL,18.4784,0.28231,,0.237,0.00203,0.450914,95.39,0.40959999999999996,0.0,0.0,7.51,7.513,18.4764,1.0,87.475664,86.38688,9.1e-05,0.999684,0.5,0.221108,0.450914,,,,,,0.5
64,bern50,0.05,2000.0,4096,0,dev_stl_01,RQL,16.6916,0.16055,,0.27838,0.00129,0.450914,95.33,0.40959999999999996,0.0,0.0,7.6,7.603,16.6921,1.528511,89.456146,86.38688,9.1e-05,0.999684,0.5,0.221108,0.450914,,,,,,0.5
64,bern50,0.05,2000.0,4096,0,dev_stl_02,RQL,16.0908,0.17426,,0.32701,0.0021,0.450914,95.4,0.40959999999999996,0.0,0.0,7.37,7.368,16.092,3.844034,94.105743,86.38688,9.1e-05,0.999684,0.5,0.221108,0.450914,,,,,,0.5
64,bern50,0.05,2000.0,4096,0,dev_stl_03,RQL,15.2078,0.17165,,0.6278,-0.00039,0.450914,95.18,0.40959999999999996,0.0,0.0,7.23,7.234,15.2076,2.732021,91.872807,86.38688,9.1e-05,0.999684,0.5,0.221108,0.450914,,,,,,0.5
64,bern50,0.05,2000.0,4096,0,dev_text,RQL,13.8833,0.07901,,0.88704,-0.00332,0.450914,94.88,0.40959999999999996,0.0,0.0,9.7,9.701,13.8809,19.413712,125.369828,86.38688,9.1e-05,0.999684,0.5,0.221108,0.450914,,,,,,0.5
64,bern50,0.05,2000.0,4096,0,dev_fine_lines,RQL,6.1604,0.0046,,0.74386,0.00174,0.450914,95.37,0.40959999999999996,0.0,0.0,8.0,7.999,6.1604,1.291226,88.979676,86.38688,9.1e-05,0.999684,0.5,0.221108,0.450914,,,,,,0.5
64,bern50,0.05,2000.0,4096,1,dev_stl_00,RQL,18.2117,0.2635,,0.24431,-0.00088,0.44997,95.14,0.40959999999999996,0.0,0.0,8.19,8.187,18.2126,1.173476,88.743284,86.38688,9.1e-05,0.999705,0.5,0.220646,0.44997,,,,,,0.5
64,bern50,0.05,2000.0,4096,1,dev_stl_01,RQL,15.7652,0.15215,,0.30973,-0.00049,0.44997,95.18,0.40959999999999996,0.0,0.0,7.94,7.942,15.7654,1.0,85.091973,86.38688,9.1e-05,0.999705,0.5,0.220646,0.44997,,,,,,0.5
64,bern50,0.05,2000.0,4096,1,dev_stl_02,RQL,15.7173,0.16208,,0.34146,-0.00198,0.44997,95.05,0.40959999999999996,0.0,0.0,7.47,7.469,15.7165,1.828538,90.058683,86.38688,9.1e-05,0.999705,0.5,0.220646,0.44997,,,,,,0.5
64,bern50,0.05,2000.0,4096,1,dev_stl_03,RQL,15.0259,0.15143,,0.64107,0.00039,0.44997,95.25,0.40959999999999996,0.0,0.0,13.95,13.943,15.026,1.0,86.807971,86.38688,9.1e-05,0.999705,0.5,0.220646,0.44997,,,,,,0.5
64,bern50,0.05,2000.0,4096,1,dev_text,RQL,13.8177,0.07206,,0.89358,-0.00075,0.44997,95.18,0.40959999999999996,0.0,0.0,16.64,16.642,13.8171,19.796975,126.140286,86.38688,9.1e-05,0.999705,0.5,0.220646,0.44997,,,,,,0.5
64,bern50,0.05,2000.0,4096,1,dev_fine_lines,RQL,6.1749,0.00507,,0.74262,0.00046,0.44997,95.26,0.40959999999999996,0.0,0.0,17.1,17.098,6.1749,4.53467,95.492745,86.38688,9.1e-05,0.999705,0.5,0.220646,0.44997,,,,,,0.5
64,bern50,0.05,200.0,4096,0,dev_stl_00,RQL,16.146,0.21264,,0.31042,0.00365,0.071307,9.56,0.040959999999999996,0.0,0.0,9.21,9.117,16.1325,14.945201,8.94173,8.641496,9e-06,0.999699,0.25,0.069932,0.071307,,,,,,0.25
64,bern50,0.05,200.0,4096,0,dev_stl_01,RQL,14.6943,0.12816,,0.35014,-0.00242,0.071307,9.5,0.040959999999999996,0.0,0.0,7.02,7.016,14.7001,9.598553,8.834321,8.641496,9e-06,0.999699,0.25,0.069932,0.071307,,,,,,0.25
64,bern50,0.05,200.0,4096,0,dev_stl_02,RQL,14.8293,0.15589,,0.379,0.00834,0.071307,9.6,0.040959999999999996,0.0,0.0,6.86,6.858,14.8105,9.046743,8.823236,8.641496,9e-06,0.999699,0.25,0.069932,0.071307,,,,,,0.25
64,bern50,0.05,200.0,4096,0,dev_stl_03,RQL,15.065,0.14493,,0.63815,-0.0016,0.071307,9.51,0.040959999999999996,0.0,0.0,7.02,7.02,15.0657,30.804615,9.260331,8.641496,9e-06,0.999699,0.25,0.069932,0.071307,,,,,,0.25
64,bern50,0.05,200.0,4096,0,dev_text,RQL,13.5549,0.06619,,0.92134,-0.00878,0.071307,9.44,0.040959999999999996,0.0,0.0,7.07,7.071,13.5515,33.421964,9.312911,8.641496,9e-06,0.999699,0.25,0.069932,0.071307,,,,,,0.25
64,bern50,0.05,200.0,4096,0,dev_fine_lines,RQL,5.9635,0.0078,,0.76085,-0.00198,0.071307,9.5,0.040959999999999996,0.0,0.0,6.69,6.691,5.9642,1.0,8.574997,8.641496,9e-06,0.999699,0.25,0.069932,0.071307,,,,,,0.25
64,bern50,0.05,200.0,4096,1,dev_stl_00,RQL,15.8638,0.22928,,0.32119,0.00678,0.071158,9.58,0.040959999999999996,0.0,0.0,7.04,7.044,15.8362,9.712831,8.836616,8.641496,9e-06,0.999694,0.25,0.069786,0.071158,,,,,,0.25
64,bern50,0.05,200.0,4096,1,dev_stl_01,RQL,14.2778,0.11354,,0.36723,-0.00289,0.071158,9.5,0.040959999999999996,0.0,0.0,6.22,6.216,14.2863,1.0,8.325982,8.641496,9e-06,0.999694,0.25,0.069786,0.071158,,,,,,0.25
64,bern50,0.05,200.0,4096,1,dev_stl_02,RQL,14.5822,0.14536,,0.38881,-0.00322,0.071158,9.49,0.040959999999999996,0.0,0.0,6.38,6.377,14.5885,14.883392,8.940487,8.641496,9e-06,0.999694,0.25,0.069786,0.071158,,,,,,0.25
64,bern50,0.05,200.0,4096,1,dev_stl_03,RQL,15.3167,0.18293,,0.61995,0.00174,0.071158,9.54,0.040959999999999996,0.0,0.0,7.0,7.002,15.317,6.557204,8.773223,8.641496,9e-06,0.999694,0.25,0.069786,0.071158,,,,,,0.25
64,bern50,0.05,200.0,4096,1,dev_text,RQL,13.5142,0.05331,,0.92556,-0.00646,0.071158,9.47,0.040959999999999996,0.0,0.0,6.52,6.517,13.5117,17.271036,8.988452,8.641496,9e-06,0.999694,0.25,0.069786,0.071158,,,,,,0.25
64,bern50,0.05,200.0,4096,1,dev_fine_lines,RQL,6.1482,0.00455,,0.74486,-0.00646,0.071158,9.46,0.040959999999999996,0.0,0.0,6.78,6.778,6.1487,1.0,8.505287,8.641496,9e-06,0.999694,0.25,0.069786,0.071158,,,,,,0.25
64,bern50,0.05,200.0,4096,0,dev_stl_00,RQL,18.3767,0.27388,,0.23978,0.00391,0.142615,9.56,0.040959999999999996,0.0,0.0,4.39,4.389,18.3752,14.945201,8.94173,8.641496,9e-06,0.999699,0.5,0.069932,0.142615,,,,,,0.5
64,bern50,0.05,200.0,4096,0,dev_stl_01,RQL,15.9598,0.15335,,0.30287,-0.00232,0.142615,9.5,0.040959999999999996,0.0,0.0,4.14,4.136,15.9597,9.598553,8.834321,8.641496,9e-06,0.999699,0.5,0.069932,0.142615,,,,,,0.5
64,bern50,0.05,200.0,4096,0,dev_stl_02,RQL,15.0788,0.13954,,0.36751,0.0086,0.142615,9.6,0.040959999999999996,0.0,0.0,4.47,4.47,15.0778,9.046743,8.823236,8.641496,9e-06,0.999699,0.5,0.069932,0.142615,,,,,,0.5
64,bern50,0.05,200.0,4096,0,dev_stl_03,RQL,14.9128,0.15167,,0.64949,-0.00119,0.142615,9.51,0.040959999999999996,0.0,0.0,5.33,5.329,14.9127,30.804615,9.260331,8.641496,9e-06,0.999699,0.5,0.069932,0.142615,,,,,,0.5
64,bern50,0.05,200.0,4096,0,dev_text,RQL,13.0879,0.02787,,0.97185,-0.0086,0.142615,9.44,0.040959999999999996,0.0,0.0,5.52,5.523,13.0878,33.421964,9.312911,8.641496,9e-06,0.999699,0.5,0.069932,0.142615,,,,,,0.5
64,bern50,0.05,200.0,4096,0,dev_fine_lines,RQL,6.1185,0.00382,,0.74746,-0.00184,0.142615,9.5,0.040959999999999996,0.0,0.0,4.5,4.499,6.1184,1.0,8.574997,8.641496,9e-06,0.999699,0.5,0.069932,0.142615,,,,,,0.5
64,bern50,0.05,200.0,4096,1,dev_stl_00,RQL,18.5232,0.27407,,0.23581,0.00684,0.142316,9.58,0.040959999999999996,0.0,0.0,4.65,4.647,18.5201,9.712831,8.836616,8.641496,9e-06,0.999694,0.5,0.069786,0.142316,,,,,,0.5
64,bern50,0.05,200.0,4096,1,dev_stl_01,RQL,16.1624,0.15184,,0.29591,-0.00277,0.142316,9.5,0.040959999999999996,0.0,0.0,4.74,4.732,16.1617,1.0,8.325982,8.641496,9e-06,0.999694,0.5,0.069786,0.142316,,,,,,0.5
64,bern50,0.05,200.0,4096,1,dev_stl_02,RQL,15.071,0.14424,,0.36782,-0.00304,0.142316,9.49,0.040959999999999996,0.0,0.0,4.28,4.283,15.0704,14.883392,8.940487,8.641496,9e-06,0.999694,0.5,0.069786,0.142316,,,,,,0.5
64,bern50,0.05,200.0,4096,1,dev_stl_03,RQL,14.8335,0.14891,,0.65543,0.00194,0.142316,9.54,0.040959999999999996,0.0,0.0,5.4,5.395,14.8336,6.557204,8.773223,8.641496,9e-06,0.999694,0.5,0.069786,0.142316,,,,,,0.5
64,bern50,0.05,200.0,4096,1,dev_text,RQL,13.1121,0.02841,,0.96916,-0.00595,0.142316,9.47,0.040959999999999996,0.0,0.0,5.09,5.09,13.1119,17.271036,8.988452,8.641496,9e-06,0.999694,0.5,0.069786,0.142316,,,,,,0.5
64,bern50,0.05,200.0,4096,1,dev_fine_lines,RQL,6.1287,0.00359,,0.74661,-0.00637,0.142316,9.46,0.040959999999999996,0.0,0.0,5.09,5.086,6.1284,1.0,8.505287,8.641496,9e-06,0.999694,0.5,0.069786,0.142316,,,,,,0.5
64,bern50,0.05,20.0,4096,0,dev_stl_00,RQL,7.2301,0.15722,,0.84185,-0.02862,0.022586,0.93,0.004096,0.0,0.0,12.75,12.668,7.4669,1.0,0.855616,0.866957,1e-06,0.999693,0.25,0.02215,0.022586,,,,,,0.25
64,bern50,0.05,20.0,4096,0,dev_stl_01,RQL,13.0409,0.12609,,0.42766,0.0203,0.022586,0.97,0.004096,0.0,0.0,6.22,6.215,12.963,1.0,0.862108,0.866957,1e-06,0.999693,0.25,0.02215,0.022586,,,,,,0.25
64,bern50,0.05,20.0,4096,0,dev_stl_02,RQL,14.7885,0.12805,,0.38058,0.00865,0.022586,0.96,0.004096,0.0,0.0,5.21,5.212,14.7743,1.0,0.830732,0.866957,1e-06,0.999693,0.25,0.02215,0.022586,,,,,,0.25
64,bern50,0.05,20.0,4096,0,dev_stl_03,RQL,14.2758,0.09135,,0.69848,-0.00237,0.022586,0.95,0.004096,0.0,0.0,7.31,7.304,14.281,1.0,0.824132,0.866957,1e-06,0.999693,0.25,0.02215,0.022586,,,,,,0.25
64,bern50,0.05,20.0,4096,0,dev_text,RQL,12.9474,0.11795,,0.98884,0.02364,0.022586,0.98,0.004096,0.0,0.0,11.45,11.45,12.9372,39.178425,0.874862,0.866957,1e-06,0.999693,0.25,0.02215,0.022586,,,,,,0.25
64,bern50,0.05,20.0,4096,0,dev_fine_lines,RQL,5.922,0.0013,,0.76466,0.00343,0.022586,0.96,0.004096,0.0,0.0,5.34,5.335,5.9208,64.0,0.882139,0.866957,1e-06,0.999693,0.25,0.02215,0.022586,,,,,,0.25
64,bern50,0.05,20.0,4096,1,dev_stl_00,RQL,15.7819,0.22297,,0.32086,-0.0187,0.022539,0.94,0.004096,0.0,0.0,5.39,5.39,15.8452,1.0,0.843109,0.866957,1e-06,0.999695,0.25,0.022104,0.022539,,,,,,0.25
64,bern50,0.05,20.0,4096,1,dev_stl_01,RQL,14.6116,0.15431,,0.35404,0.00324,0.022539,0.96,0.004096,0.0,0.0,5.12,5.117,14.6039,64.0,0.901967,0.866957,1e-06,0.999695,0.25,0.022104,0.022539,,,,,,0.25
64,bern50,0.05,20.0,4096,1,dev_stl_02,RQL,14.4225,0.15557,,0.39684,0.00441,0.022539,0.96,0.004096,0.0,0.0,5.64,5.643,14.4108,1.0,0.848217,0.866957,1e-06,0.999695,0.25,0.022104,0.022539,,,,,,0.25
64,bern50,0.05,20.0,4096,1,dev_stl_03,RQL,14.9424,0.16067,,0.64733,0.00203,0.022539,0.95,0.004096,0.0,0.0,5.21,5.205,14.9416,64.0,0.888767,0.866957,1e-06,0.999695,0.25,0.022104,0.022539,,,,,,0.25
64,bern50,0.05,20.0,4096,1,dev_text,RQL,13.1162,0.0474,,0.96869,0.01588,0.022539,0.97,0.004096,0.0,0.0,5.68,5.68,13.1161,64.0,0.921423,0.866957,1e-06,0.999695,0.25,0.022104,0.022539,,,,,,0.25
64,bern50,0.05,20.0,4096,1,dev_fine_lines,RQL,6.0033,0.00414,,0.75727,-0.00484,0.022539,0.95,0.004096,0.0,0.0,5.29,5.288,6.0052,7.280155,0.868426,0.866957,1e-06,0.999695,0.25,0.022104,0.022539,,,,,,0.25
64,bern50,0.05,20.0,4096,0,dev_stl_00,RQL,18.368,0.28007,,0.24116,-0.02741,0.045172,0.93,0.004096,0.0,0.0,3.53,3.521,18.3255,1.0,0.855616,0.866957,1e-06,0.999693,0.5,0.02215,0.045172,,,,,,0.5
64,bern50,0.05,20.0,4096,0,dev_stl_01,RQL,15.8424,0.15214,,0.30772,0.02056,0.045172,0.97,0.004096,0.0,0.0,3.5,3.498,15.8219,1.0,0.862108,0.866957,1e-06,0.999693,0.5,0.02215,0.045172,,,,,,0.5
64,bern50,0.05,20.0,4096,0,dev_stl_02,RQL,15.1972,0.14009,,0.36252,0.00897,0.045172,0.96,0.004096,0.0,0.0,2.73,2.725,15.1965,1.0,0.830732,0.866957,1e-06,0.999693,0.5,0.02215,0.045172,,,,,,0.5
64,bern50,0.05,20.0,4096,0,dev_stl_03,RQL,14.8812,0.15089,,0.65186,-0.00184,0.045172,0.95,0.004096,0.0,0.0,3.77,3.764,14.881,1.0,0.824132,0.866957,1e-06,0.999693,0.5,0.02215,0.045172,,,,,,0.5
64,bern50,0.05,20.0,4096,0,dev_text,RQL,13.0758,0.02735,,0.9732,0.02597,0.045172,0.98,0.004096,0.0,0.0,4.04,4.045,13.0757,39.178425,0.874862,0.866957,1e-06,0.999693,0.5,0.02215,0.045172,,,,,,0.5
64,bern50,0.05,20.0,4096,0,dev_fine_lines,RQL,6.0866,0.00365,,0.75021,0.00386,0.045172,0.96,0.004096,0.0,0.0,3.68,3.682,6.0866,64.0,0.882139,0.866957,1e-06,0.999693,0.5,0.02215,0.045172,,,,,,0.5
64,bern50,0.05,20.0,4096,1,dev_stl_00,RQL,18.4062,0.27623,,0.23957,-0.01836,0.045077,0.94,0.004096,0.0,0.0,3.66,3.663,18.383,1.0,0.843109,0.866957,1e-06,0.999695,0.5,0.022104,0.045077,,,,,,0.5
64,bern50,0.05,20.0,4096,1,dev_stl_01,RQL,15.9306,0.15185,,0.30392,0.00371,0.045077,0.96,0.004096,0.0,0.0,3.21,3.214,15.9299,64.0,0.901967,0.866957,1e-06,0.999695,0.5,0.022104,0.045077,,,,,,0.5
64,bern50,0.05,20.0,4096,1,dev_stl_02,RQL,15.0135,0.14337,,0.37025,0.00481,0.045077,0.96,0.004096,0.0,0.0,4.02,4.023,15.0133,1.0,0.848217,0.866957,1e-06,0.999695,0.5,0.022104,0.045077,,,,,,0.5
64,bern50,0.05,20.0,4096,1,dev_stl_03,RQL,14.8164,0.1491,,0.65672,0.00263,0.045077,0.95,0.004096,0.0,0.0,3.52,3.519,14.8165,64.0,0.888767,0.866957,1e-06,0.999695,0.5,0.022104,0.045077,,,,,,0.5
64,bern50,0.05,20.0,4096,1,dev_text,RQL,13.0748,0.02734,,0.97331,0.01686,0.045077,0.97,0.004096,0.0,0.0,3.93,3.925,13.0748,64.0,0.921423,0.866957,1e-06,0.999695,0.5,0.022104,0.045077,,,,,,0.5
64,bern50,0.05,20.0,4096,1,dev_fine_lines,RQL,6.1014,0.00365,,0.74894,-0.00438,0.045077,0.95,0.004096,0.0,0.0,3.86,3.865,6.1013,7.280155,0.868426,0.866957,1e-06,0.999695,0.5,0.022104,0.045077,,,,,,0.5
64,bern50,0.05,500.0,4096,0,dev_stl_00,RQL,15.5959,0.21929,,0.33081,0.00323,0.112735,23.88,0.10239999999999999,0.0,0.0,9.55,9.433,15.5801,2.403086,21.900697,21.59906,2.3e-05,0.9997,0.25,0.11056,0.112735,,,,,,0.25
64,bern50,0.05,500.0,4096,0,dev_stl_01,RQL,14.6157,0.12173,,0.3537,0.00116,0.112735,23.83,0.10239999999999999,0.0,0.0,8.73,8.733,14.6124,1.0,20.384028,21.59906,2.3e-05,0.9997,0.25,0.11056,0.112735,,,,,,0.25
64,bern50,0.05,500.0,4096,0,dev_stl_02,RQL,14.0274,0.16435,,0.41553,0.0063,0.112735,23.95,0.10239999999999999,0.0,0.0,8.42,8.424,14.0111,1.0,21.473875,21.59906,2.3e-05,0.9997,0.25,0.11056,0.112735,,,,,,0.25
64,bern50,0.05,500.0,4096,0,dev_stl_03,RQL,15.1413,0.14634,,0.63256,-0.00284,0.112735,23.74,0.10239999999999999,0.0,0.0,8.68,8.684,15.142,1.0,21.689513,21.59906,2.3e-05,0.9997,0.25,0.11056,0.112735,,,,,,0.25
64,bern50,0.05,500.0,4096,0,dev_text,RQL,13.6602,0.06186,,0.90988,-0.00018,0.112735,23.8,0.10239999999999999,0.0,0.0,9.2,9.198,13.6601,16.457175,23.664776,21.59906,2.3e-05,0.9997,0.25,0.11056,0.112735,,,,,,0.25
64,bern50,0.05,500.0,4096,0,dev_fine_lines,RQL,6.0095,0.00614,,0.75693,0.00167,0.112735,23.84,0.10239999999999999,0.0,0.0,8.78,8.781,6.0091,1.0,21.599219,21.59906,2.3e-05,0.9997,0.25,0.11056,0.112735,,,,,,0.25
64,bern50,0.05,500.0,4096,1,dev_stl_00,RQL,17.4912,0.21652,,0.26565,0.00274,0.112499,23.87,0.10239999999999999,0.0,0.0,9.34,9.341,17.4853,2.10415,21.863174,21.59906,2.3e-05,0.999701,0.25,0.110329,0.112499,,,,,,0.25
64,bern50,0.05,500.0,4096,1,dev_stl_01,RQL,15.6037,0.16246,,0.3157,0.00201,0.112499,23.85,0.10239999999999999,0.0,0.0,9.21,9.206,15.5995,1.820633,21.827587,21.59906,2.3e-05,0.999701,0.25,0.110329,0.112499,,,,,,0.25
64,bern50,0.05,500.0,4096,1,dev_stl_02,RQL,15.3248,0.16161,,0.35719,-0.00024,0.112499,23.8,0.10239999999999999,0.0,0.0,8.37,8.364,15.3253,6.405315,22.40306,21.59906,2.3e-05,0.999701,0.25,0.110329,0.112499,,,,,,0.25
64,bern50,0.05,500.0,4096,1,dev_stl_03,RQL,15.0668,0.17357,,0.63802,-0.00256,0.112499,23.75,0.10239999999999999,0.0,0.0,8.27,8.266,15.0674,5.523107,22.292324,21.59906,2.3e-05,0.999701,0.25,0.110329,0.112499,,,,,,0.25
64,bern50,0.05,500.0,4096,1,dev_text,RQL,13.8386,0.10411,,0.89103,0.00525,0.112499,23.94,0.10239999999999999,0.0,0.0,9.67,9.671,13.842,20.775468,24.206812,21.59906,2.3e-05,0.999701,0.25,0.110329,0.112499,,,,,,0.25
64,bern50,0.05,500.0,4096,1,dev_fine_lines,RQL,6.1483,0.00618,,0.74487,-0.00221,0.112499,23.76,0.10239999999999999,0.0,0.0,8.54,8.539,6.1486,2.451116,21.906726,21.59906,2.3e-05,0.999701,0.25,0.110329,0.112499,,,,,,0.25
64,bern50,0.05,500.0,4096,0,dev_stl_00,RQL,18.4666,0.27454,,0.23729,0.00333,0.225469,23.88,0.10239999999999999,0.0,0.0,6.36,6.359,18.4658,2.403086,21.900697,21.59906,2.3e-05,0.9997,0.5,0.11056,0.225469,,,,,,0.5
64,bern50,0.05,500.0,4096,0,dev_stl_01,RQL,16.0591,0.15418,,0.29943,0.00131,0.225469,23.83,0.10239999999999999,0.0,0.0,6.14,6.139,16.0591,1.0,20.384028,21.59906,2.3e-05,0.9997,0.5,0.11056,0.225469,,,,,,0.5
64,bern50,0.05,500.0,4096,0,dev_stl_02,RQL,14.8795,0.14129,,0.37609,0.00642,0.225469,23.95,0.10239999999999999,0.0,0.0,6.68,6.682,14.8773,1.0,21.473875,21.59906,2.3e-05,0.9997,0.5,0.11056,0.225469,,,,,,0.5
64,bern50,0.05,500.0,4096,0,dev_stl_03,RQL,15.1172,0.16018,,0.63442,-0.00274,0.225469,23.74,0.10239999999999999,0.0,0.0,6.36,6.36,15.1165,1.0,21.689513,21.59906,2.3e-05,0.9997,0.5,0.11056,0.225469,,,,,,0.5
64,bern50,0.05,500.0,4096,0,dev_text,RQL,13.1095,0.02906,,0.96943,-0.0002,0.225469,23.8,0.10239999999999999,0.0,0.0,8.2,8.203,13.1095,16.457175,23.664776,21.59906,2.3e-05,0.9997,0.5,0.11056,0.225469,,,,,,0.5
64,bern50,0.05,500.0,4096,0,dev_fine_lines,RQL,6.0998,0.00394,,0.74907,0.00174,0.225469,23.84,0.10239999999999999,0.0,0.0,6.38,6.382,6.0998,1.0,21.599219,21.59906,2.3e-05,0.9997,0.5,0.11056,0.225469,,,,,,0.5
64,bern50,0.05,500.0,4096,1,dev_stl_00,RQL,18.5411,0.27476,,0.23526,0.00286,0.224997,23.87,0.10239999999999999,0.0,0.0,5.97,5.967,18.5407,2.10415,21.863174,21.59906,2.3e-05,0.999701,0.5,0.110329,0.224997,,,,,,0.5
64,bern50,0.05,500.0,4096,1,dev_stl_01,RQL,16.1107,0.15586,,0.29766,0.00218,0.224997,23.85,0.10239999999999999,0.0,0.0,6.51,6.506,16.1106,1.820633,21.827587,21.59906,2.3e-05,0.999701,0.5,0.110329,0.224997,,,,,,0.5
64,bern50,0.05,500.0,4096,1,dev_stl_02,RQL,15.7,0.15169,,0.34211,-9e-05,0.224997,23.8,0.10239999999999999,0.0,0.0,6.36,6.356,15.6999,6.405315,22.40306,21.59906,2.3e-05,0.999701,0.5,0.110329,0.224997,,,,,,0.5
64,bern50,0.05,500.0,4096,1,dev_stl_03,RQL,14.7682,0.15167,,0.66038,-0.0023,0.224997,23.75,0.10239999999999999,0.0,0.0,6.4,6.403,14.7682,5.523107,22.292324,21.59906,2.3e-05,0.999701,0.5,0.110329,0.224997,,,,,,0.5
64,bern50,0.05,500.0,4096,1,dev_text,RQL,13.3614,0.04153,,0.94155,0.00564,0.224997,23.94,0.10239999999999999,0.0,0.0,7.27,7.268,13.363,20.775468,24.206812,21.59906,2.3e-05,0.999701,0.5,0.110329,0.224997,,,,,,0.5
64,bern50,0.05,500.0,4096,1,dev_fine_lines,RQL,6.1783,0.00416,,0.74234,-0.00208,0.224997,23.76,0.10239999999999999,0.0,0.0,5.92,5.916,6.1782,2.451116,21.906726,21.59906,2.3e-05,0.999701,0.5,0.110329,0.224997,,,,,,0.5
64,bern50,0.05,50.0,4096,0,dev_stl_00,RQL,17.048,0.26997,,0.27827,-0.01202,0.035673,2.35,0.010239999999999999,0.0,0.0,8.48,8.39,17.0822,1.0,2.155147,2.162714,2e-06,0.999696,0.25,0.034985,0.035673,,,,,,0.25
64,bern50,0.05,50.0,4096,0,dev_stl_01,RQL,14.1623,0.1351,,0.3739,0.0068,0.035673,2.4,0.010239999999999999,0.0,0.0,6.77,6.764,14.1299,16.989839,2.184076,2.162714,2e-06,0.999696,0.25,0.034985,0.035673,,,,,,0.25
64,bern50,0.05,50.0,4096,0,dev_stl_02,RQL,13.2524,0.10702,,0.45319,-0.0021,0.035673,2.38,0.010239999999999999,0.0,0.0,6.22,6.219,13.2576,1.0,2.130975,2.162714,2e-06,0.999696,0.25,0.034985,0.035673,,,,,,0.25
64,bern50,0.05,50.0,4096,0,dev_stl_03,RQL,14.7713,0.1646,,0.66047,0.01404,0.035673,2.41,0.010239999999999999,0.0,0.0,5.8,5.793,14.7671,1.0,2.149463,2.162714,2e-06,0.999696,0.25,0.034985,0.035673,,,,,,0.25
64,bern50,0.05,50.0,4096,0,dev_text,RQL,13.1346,0.05492,,0.96665,-0.00754,0.035673,2.36,0.010239999999999999,0.0,0.0,5.91,5.911,13.1344,1.0,2.113235,2.162714,2e-06,0.999696,0.25,0.034985,0.035673,,,,,,0.25
64,bern50,0.05,50.0,4096,0,dev_fine_lines,RQL,6.0943,0.00428,,0.74953,-0.00838,0.035673,2.36,0.010239999999999999,0.0,0.0,5.07,5.071,6.0944,1.0,2.136433,2.162714,2e-06,0.999696,0.25,0.034985,0.035673,,,,,,0.25
64,bern50,0.05,50.0,4096,1,dev_stl_00,RQL,15.853,0.23678,,0.32003,-0.00323,0.035598,2.37,0.010239999999999999,0.0,0.0,5.14,5.139,15.8678,1.0,2.104077,2.162714,2e-06,0.999703,0.25,0.034912,0.035598,,,,,,0.25
64,bern50,0.05,50.0,4096,1,dev_stl_01,RQL,13.3639,0.13231,,0.40702,-0.00557,0.035598,2.37,0.010239999999999999,0.0,0.0,5.69,5.691,13.3927,1.0,2.109045,2.162714,2e-06,0.999703,0.25,0.034912,0.035598,,,,,,0.25
64,bern50,0.05,50.0,4096,1,dev_stl_02,RQL,10.8335,0.08555,,0.6142,0.02816,0.035598,2.45,0.010239999999999999,0.0,0.0,7.12,7.125,10.617,64.0,2.271267,2.162714,2e-06,0.999703,0.25,0.034912,0.035598,,,,,,0.25
64,bern50,0.05,50.0,4096,1,dev_stl_03,RQL,15.0708,0.1644,,0.63783,0.018,0.035598,2.42,0.010239999999999999,0.0,0.0,5.38,5.373,15.07,1.0,2.123647,2.162714,2e-06,0.999703,0.25,0.034912,0.035598,,,,,,0.25
64,bern50,0.05,50.0,4096,1,dev_text,RQL,13.2303,0.04762,,0.95591,0.00887,0.035598,2.4,0.010239999999999999,0.0,0.0,5.35,5.352,13.2315,64.0,2.295766,2.162714,2e-06,0.999703,0.25,0.034912,0.035598,,,,,,0.25
64,bern50,0.05,50.0,4096,1,dev_fine_lines,RQL,6.0618,0.00388,,0.75234,-0.00242,0.035598,2.38,0.010239999999999999,0.0,0.0,5.54,5.539,6.062,15.474135,2.18217,2.162714,2e-06,0.999703,0.25,0.034912,0.035598,,,,,,0.25
64,bern50,0.05,50.0,4096,0,dev_stl_00,RQL,18.3129,0.2758,,0.24171,-0.01175,0.071346,2.35,0.010239999999999999,0.0,0.0,3.22,3.211,18.3055,1.0,2.155147,2.162714,2e-06,0.999696,0.5,0.034985,0.071346,,,,,,0.5
64,bern50,0.05,50.0,4096,0,dev_stl_01,RQL,16.4526,0.15588,,0.28622,0.00723,0.071346,2.4,0.010239999999999999,0.0,0.0,3.14,3.138,16.4511,16.989839,2.184076,2.162714,2e-06,0.999696,0.5,0.034985,0.071346,,,,,,0.5
