cell_id,shard_id,side,pattern,rho_bar,nu,M,seed,image,arm,PSNR,SSIM,LPIPS,rad_nrmse,flux_dev,lam_tv,mean_counts,optical_time_s,dark_frac,tau_err,runtime_s,select_runtime_s,PSNR_rad,C_hat,S_N2,V0_exact,muprime0_exact,omega_A,c_used,sigma_grad_arm,lambda_tv_arm,audit_status,d_ratio,q_d,q_mean,leak_suspect
S3JIT_c0001,S3JIT_00,64,bern50,0.05,500.0,2048,0,stl_00,RQL,12.546,0.15053,,0.39653,0.00111,0.322616,23.82,0.051199999999999996,0.0,0.0,35.76,35.757,12.5459,4.651478,22.182738,21.59906,2.3e-05,0.999395,0.5,0.158197,0.322616,OK,0.9532,0.75,0.15,False
S3JIT_c0001,S3JIT_00,64,bern50,0.05,500.0,2048,0,stl_00,PRECORRECT,4.5114,0.00013,,1.0,-1.0,1.7639102263251902e+16,23.82,0.051199999999999996,0.0,0.0,0.87,0.867,4.5114,4.651478,22.182738,21.59906,2.3e-05,0.999395,0.5,8649442628485843.0,1.7639102263251902e+16,,,,,
S3JIT_c0001,S3JIT_00,64,bern50,0.05,500.0,2048,0,stl_01,RQL,17.9511,0.24941,,0.26088,0.00033,0.322616,23.8,0.051199999999999996,0.0,0.0,35.98,35.983,17.951,1.0,21.52662,21.59906,2.3e-05,0.999395,0.5,0.158197,0.322616,OK,1.1092,0.075,0.725,False
S3JIT_c0001,S3JIT_00,64,bern50,0.05,500.0,2048,0,stl_01,PRECORRECT,6.28,0.00011,,1.0,-1.0,1.7639102263251902e+16,23.8,0.051199999999999996,0.0,0.0,0.89,0.89,6.28,1.0,21.52662,21.59906,2.3e-05,0.999395,0.5,8649442628485843.0,1.7639102263251902e+16,,,,,
S3JIT_c0001,S3JIT_00,64,bern50,0.05,500.0,2048,0,stl_02,RQL,17.9453,0.457,,0.14318,-0.00978,0.322616,23.57,0.051199999999999996,0.0,0.0,35.3,35.301,17.9285,1.0,21.662948,21.59906,2.3e-05,0.999395,0.5,0.158197,0.322616,OK,0.9573,0.775,0.725,False
S3JIT_c0001,S3JIT_00,64,bern50,0.05,500.0,2048,0,stl_02,PRECORRECT,1.0461,6e-05,,1.0,-1.0,1.7639102263251902e+16,23.57,0.051199999999999996,0.0,0.0,0.88,0.881,1.0461,1.0,21.662948,21.59906,2.3e-05,0.999395,0.5,8649442628485843.0,1.7639102263251902e+16,,,,,
S3JIT_c0001,S3JIT_00,64,bern50,0.05,500.0,2048,0,stl_03,RQL,15.4424,0.32888,,0.31118,0.00926,0.322616,24.0,0.051199999999999996,0.0,0.0,35.6,35.595,15.4416,1.0,21.579063,21.59906,2.3e-05,0.999395,0.5,0.158197,0.322616,OK,0.998,0.5,0.85,False
S3JIT_c0001,S3JIT_00,64,bern50,0.05,500.0,2048,0,stl_03,PRECORRECT,5.3017,0.00018,,1.0,-1.0,1.7639102263251902e+16,24.0,0.051199999999999996,0.0,0.0,0.88,0.882,5.3017,1.0,21.579063,21.59906,2.3e-05,0.999395,0.5,8649442628485843.0,1.7639102263251902e+16,,,,,
S3JIT_c0001,S3JIT_00,64,bern50,0.05,500.0,2048,0,stl_04,RQL,13.9773,0.10085,,0.41968,-0.00141,0.322616,23.76,0.051199999999999996,0.0,0.0,35.27,35.267,13.9772,1.0,20.692016,21.59906,2.3e-05,0.999395,0.5,0.158197,0.322616,OK,0.9501,0.75,0.1,False
S3JIT_c0001,S3JIT_00,64,bern50,0.05,500.0,2048,0,stl_04,PRECORRECT,6.4356,0.00011,,1.0,-1.0,1.7639102263251902e+16,23.76,0.051199999999999996,0.0,0.0,0.87,0.871,6.4356,1.0,20.692016,21.59906,2.3e-05,0.999395,0.5,8649442628485843.0,1.7639102263251902e+16,,,,,
